member_id,segment_id,_fivetran_deleted,_fivetran_synced,list_id
0d2b523f483348be737d428ea774b231,482927,f,2020-04-23 05:40:24.102,8e423a4179
32a2526840a3769f32b5ebf01d1231b6,482927,f,2020-04-23 05:40:24.079,8e423a4179
5a1bf0aa67690a2b483771ce00cfb6a8,482928,f,2020-04-26 10:00:00,8e423a4181
6b2bf0aa67690a2b483771ce00cfb6a9,482928,f,2020-04-26 10:00:00,8e423a4181
7c3bf0aa67690a2b483771ce00cfb6b0,482928,f,2020-04-26 10:00:00,8e423a4181
8d4bf0aa67690a2b483771ce00cfb6b1,482929,f,2020-04-26 11:00:00,8e423a4182
9e5bf0aa67690a2b483771ce00cfb6b2,482929,f,2020-04-26 11:00:00,8e423a4182
0f6bf0aa67690a2b483771ce00cfb6b3,482929,f,2020-04-26 11:00:00,8e423a4182
1g7bf0aa67690a2b483771ce00cfb6b4,482930,f,2020-04-26 12:00:00,8e423a4183
2h8bf0aa67690a2b483771ce00cfb6b5,482930,f,2020-04-26 12:00:00,8e423a4183
3i9bf0aa67690a2b483771ce00cfb6b6,482931,f,2020-04-26 13:00:00,8e423a4184
4j0bf0aa67690a2b483771ce00cfb6b7,482931,f,2020-04-26 13:00:00,8e423a4184
5k1bf0aa67690a2b483771ce00cfb6b8,482932,f,2020-04-26 14:00:00,8e423a4185
6l2bf0aa67690a2b483771ce00cfb6b9,482932,f,2020-04-26 14:00:00,8e423a4185
