person_id,hh_id,work_covid_protocols_mask,bike_type_bike_share,bike_purpose_other,reduced_vehicle_no_need,increased_vehicle_moved,attitude_mask_indoor,modes_used_july_bike,attitude_street_containers,medical_none,race_black_cms,car_use,work_covid_protocols_common,changed_home,attitude_transit_future,weight,attitude_mask_outdoor,vehicle_change,modes_used_july_bus,bike_num_days,modes_used_july_scooter,attitude_street_bike_parking,medical_mode,ethnicity_cms,employment_before,employment_status_change,attitude_street_dining,bike_purpose_transit_cms,bike_num_days_cms,work_covid_protocols_telework,food_mode,bike_purpose_medical,increased_vehicle_unreliable,changed_num_adults,work_return_barriers_vaccine,work_return_barriers_family,income,modes_used_bus,medical_other_virtual,num_people,reduced_vehicle_cost,changed_num_children,employment_change_left_job,modes_used_rail,modes_used_july_ferry,medical_postponed,race_white_cms,attitude_nyc_activities,shopping_food_grocery_delivery,delivery_service,age_13_17,delivery_work,bike_type_borrowed,increased_vehicle_covid_modes,attitude_bus,disability_none_cms,industry_before,bike_purpose_shopping,modes_used_walk,employment_change_pay_cut,work_covid_protocols_hours,attitude_walk,school_type_preschool,work_return,bike_purpose_errands_cms,work_return_barriers_none,employment_change_increased,increased_vehicle_new_driver,attitude_bike,move_elsewhere,employment_change_furloughed,industry,trip_purpose_social,employment,bike_purpose_work,trip_purpose_shopping,increased_vehicle_flexibility
1914789401,19147894,995,995,995,995,995,1,0,5,0,0,1,995,0,995,1741.87842146197,1,3,1,0,0,4,6,1,6,2,1,995,0,995,2,995,995,0,995,995,6,0,0,2,995,0,995,0,0,0,1,5,0,1,0,0,995,995,2,1,995,995,7,995,995,2,995,995,995,995,995,995,5,995,995,995,2,6,995,2,995
1998902101,19989021,1,995,995,995,995,2,0,2,0,0,1,1,0,4,1574.50426193898,2,3,0,0,0,3,2,1,1,2,3,995,0,0,1,995,995,0,995,995,4,0,0,1,995,0,995,0,0,1,0,5,0,1,0,0,995,995,4,1,7,995,1,995,0,2,995,995,995,995,995,995,3,995,995,7,0,1,995,3,995
1901435701,19014357,995,995,995,995,995,1,0,1,1,0,2,995,0,995,595.96240316656,1,3,0,0,0,1,995,1,6,2,1,995,995,995,2,995,995,0,995,995,999,0,0,2,995,0,995,0,0,0,1,5,0,0,0,0,995,995,4,1,995,995,3,995,995,1,995,995,995,995,995,995,4,995,995,995,0,6,995,1,995
1955561701,19555617,1,995,995,995,995,2,0,3,0,0,995,1,0,995,1323.46288136413,2,3,1,0,0,3,9,1,1,2,2,995,995,1,9,995,995,0,995,995,2,0,0,1,995,0,995,0,0,0,1,5,0,0,0,0,995,995,3,1,16,995,5,995,1,4,995,995,995,995,995,995,3,995,995,16,1,1,995,5,995
1987387801,19873878,1,995,995,995,995,2,0,2,0,1,995,1,0,995,487.158210202462,2,3,0,0,0,2,6,2,3,3,2,995,0,1,9,995,995,0,995,995,3,3,0,1,995,0,0,0,0,0,0,2,0,0,0,0,995,995,3,999,2,995,0,0,1,3,995,995,995,995,0,995,4,995,0,2,2,3,995,3,995
19947890101,199478901,995,995,995,995,995,1,0,4,0,0,2,995,0,997,1346.32805449969,2,3,0,0,0,5,2,1,1,2,3,995,995,995,2,995,995,0,995,995,4,0,0,1,995,0,995,0,0,0,1,5,0,0,0,0,995,995,5,1,14,995,0,995,995,1,995,995,995,995,995,995,5,995,995,995,0,5,995,1,995
1918596301,19185963,995,0,0,995,995,1,1,1,1,0,995,995,0,1,1584.35243982475,3,3,0,1,0,1,995,1,1,2,1,0,6,995,9,0,995,1,995,995,4,0,0,2,995,0,995,0,0,0,1,4,0,1,0,0,0,995,4,1,10,0,3,995,995,4,995,995,1,995,995,995,1,995,995,995,1,5,0,1,995
1915665301,19156653,995,995,995,995,995,2,0,5,1,0,1,995,0,4,1301.8467433202,4,3,0,0,0,4,995,997,3,2,3,0,995,995,2,995,995,0,0,0,5,0,0,5,995,0,995,0,0,0,0,3,0,0,0,0,995,995,3,1,3,995,0,995,995,4,0,5,0,0,995,995,3,1,995,1,0,3,995,1,995
1931062201,19310622,1,0,0,995,995,1,1,2,1,0,995,0,0,995,885.800270333414,3,3,1,3,0,2,995,997,3,2,3,995,995,0,10,0,995,0,995,995,2,7,0,3,995,0,995,0,0,0,1,5,0,0,1,0,0,995,2,1,14,0,0,995,1,2,1,995,995,995,995,995,1,995,995,14,0,2,0,3,995
19409723001,194097230,995,1,0,995,995,1,1,3,1,0,995,995,0,995,2843.1954584121,1,3,0,4,0,1,995,1,1,2,1,1,995,995,9,0,995,0,0,0,6,0,0,2,995,0,995,1,0,0,1,5,1,0,0,0,0,995,5,1,8,0,0,995,995,4,995,4,1,1,995,995,1,995,995,8,1,1,1,1,995
1975124401,19751244,995,995,995,995,995,1,0,2,1,0,2,995,0,995,10253.3631063122,1,3,1,0,0,3,995,997,6,2,2,995,995,995,5,995,995,0,995,995,4,0,0,1,995,0,995,0,0,0,0,2,2,0,0,0,995,995,3,0,995,995,0,995,995,1,995,995,995,995,995,995,5,995,995,995,0,6,995,1,995
1953018301,19530183,995,995,995,995,995,2,0,3,0,999,995,995,0,997,8577.39272565076,1,3,1,0,0,3,5,1,3,2,2,995,0,995,9,995,995,0,995,995,999,3,0,2,995,0,995,0,0,0,999,4,0,0,0,0,995,995,1,0,8,995,0,995,995,2,995,995,995,995,995,995,4,995,995,995,0,5,995,2,995
