math_level_2_1,ell_french_2,ell_bengali_2,male_2,math_level_1_2,ela_level_1_1,math_level_2_2,ell_other_1,female_1,total_enrollment,black_1,ela_level_4_2
70.0,,,0.6752701080432173,0.7941176470588235,276.0,0.1871657754010695,,541,1666,450,s
242.0,,,0.4381415451107509,0.2968099861303744,187.0,0.3356449375866852,,2080,3702,878,0.07976190476190476
24.0,,,0.5385714285714286,0.3773584905660377,17.0,0.4528301886792453,,323,700,60,s
10.0,,,0.4772065955383123,0.6976744186046512,22.0,0.2325581395348837,,539,1031,304,s
20.0,,,0.5218340611353712,0.6307692307692307,33.0,0.3076923076923077,,219,458,171,0.08108108108108109
415.0,,,0.525940996948118,0.4919583727530747,397.0,0.3926206244087039,,2330,4915,699,0.023121387283236993
161.0,0.058435438265786996,0.02639019792648445,0.5589066918001885,0.6838810641627543,468.0,0.2519561815336463,256,1404,3183,365,s
234.0,,,0.5170068027210885,0.4265842349304482,221.0,0.3616692426584235,,1846,3822,1864,0.10630407911001236
729.0,,,0.4873554573657986,0.3365487674169346,557.0,0.3906752411575562,,5453,10637,2622,0.07905460472697637
151.0,,,0.6394805194805194,0.5895196506550219,257.0,0.3296943231441048,,694,1925,550,s
764.0,,,0.5378503167615162,0.2705555555555555,512.0,0.4244444444444444,,4304,9313,573,0.04026115342763874
186.0,,,0.6381733021077284,0.7128072445019404,455.0,0.240620957309185,,1236,3416,677,0.009888751545117428
1205.0,,,0.5164841305319624,0.3517375771354336,783.0,0.3913608314387788,,8653,17896,2599,0.13283140629201398
21.0,,,0.6555819477434679,0.5538461538461539,29.0,0.3230769230769231,,145,421,122,s
16.0,,,0.5080147965474723,0.6935483870967742,33.0,0.2580645161290322,,399,811,283,s
796.0,,,0.5111431778098445,0.4893617021276595,978.0,0.3387234042553191,,6098,12474,2594,0.08661119515885023
18.0,s,s,0.5883575883575883,0.8080808080808081,73.0,0.1818181818181818,s,198,481,9,s
62.0,0.0101763907734057,s,0.5556309362279511,0.7807308970099668,200.0,0.2059800664451827,23,655,1474,33,s
680.0,,,0.4939782252625493,0.353737492642731,578.0,0.4002354326074161,,5252,10379,1752,0.1215443279313632
88.0,,,0.6890299184043518,0.6046511627906976,161.0,0.292358803986711,,343,1103,423,s
47.0,,,0.6265172735760971,0.7531914893617021,159.0,0.2,,400,1071,723,s
,,,0.4665605095541401,,,,,335,628,154,s
61.0,,,0.7133283693224125,0.7773972602739726,212.0,0.2089041095890411,,385,1343,471,s
37.0,,,0.4972273567467652,0.5233644859813084,38.0,0.3457943925233644,,272,541,170,0.06422018348623854
984.0,,,0.5330943647882628,0.3419055649241146,663.0,0.4148397976391231,,5601,11996,3583,0.0536
26.0,0.0519159456118665,0.038318912237330034,0.5772558714462299,0.7906976744186046,86.0,0.2015503875968992,103,342,809,390,s
223.0,,,0.5215325215325215,0.5316901408450704,247.0,0.3926056338028169,,1611,3367,2816,0.016556291390728478
493.0,,,0.4863348676639816,0.3455123113582208,444.0,0.3915806195393169,,3571,6952,1075,0.09912339851652056
2358.0,,,0.4502523929054147,0.3651866151866151,1716.0,0.3793436293436293,,19930,36253,8196,0.1337410263227865
924.0,,,0.5813139472267097,0.2677313292625646,575.0,0.43400657585721,,4665,11142,711,0.05517536355859709
608.0,,,0.5601371204701273,0.4967866323907455,657.0,0.390745501285347,,4491,10210,2948,0.05885311871227364
29.0,,,0.4745417515274949,0.4952380952380952,39.0,0.2761904761904762,,258,491,325,0.08130081300813008
34.0,,,0.5435540069686411,0.6956521739130435,84.0,0.2463768115942029,,262,574,177,s
351.0,,,0.5130748422001803,0.6330196749358425,590.0,0.3002566295979469,,3240,6654,1730,0.011844331641285956
1909.0,,,0.4384644913627639,0.3929796247730482,1526.0,0.3851119628807746,,14628,26050,6267,0.08852054311408923
416.0,,,0.5515015015015015,0.5764796310530361,626.0,0.3197540353574173,,2987,6660,1765,0.011577424023154847
65.0,,,0.5998914223669924,0.5870646766169154,96.0,0.3233830845771144,,737,1842,1553,s
44.0,,,0.6165839829907866,0.8471337579617835,243.0,0.1401273885350318,,541,1411,404,s
6.0,,,0.464,0.4090909090909091,7.0,0.2727272727272727,,134,250,78,s
35.0,,,0.678494623655914,0.7722222222222223,124.0,0.1944444444444444,,299,930,162,s
942.0,,,0.4985717132797449,0.3207236842105263,677.0,0.3873355263157895,,7548,15053,3720,0.08933002481389578
663.0,,,0.5130068304025578,0.2830459770114942,387.0,0.4762931034482758,,3351,6881,625,0.05412541254125412
27.0,,,0.5272952853598015,0.410958904109589,25.0,0.3698630136986301,,381,806,53,s
53.0,0.03183023872679045,0.02564102564102564,0.6339522546419099,0.7737226277372263,211.0,0.1934306569343065,50,414,1131,95,s
147.0,,,0.6447047340165935,0.6031746031746031,242.0,0.3333333333333333,,728,2049,214,s
