source_relation,modified_at,organization_id,campaign_name,campaign_id,campaign_status,start_at,end_at,is_most_recent_record
"",2021-12-27 00:33:15.302,3219110,Tap Away,973923054,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,t
"",2021-12-20 04:00:51.264,3219110,Tap Away,973923054,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,f
"",2021-12-10 19:17:21.119,3219110,Tap Away,973923054,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,f
"",2025-12-01 00:11:23.375291,3162550,Summer Special,973923055,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,t
"",2025-12-05 00:11:23.375341,3162550,Holiday Sale,973923056,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,t
"",2025-11-29 00:11:23.375371,3219110,Holiday Sale,973923057,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,t
"",2025-12-05 00:11:23.375396,3219110,Holiday Sale,973923058,ENABLED,2025-10-20 00:00:00,2025-12-01 23:59:00,t
"",2025-12-15 00:11:23.37542,3219110,Spring Launch,973923059,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,t
"",2025-12-20 00:11:23.375445,3219110,User Acquisition,973923060,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,t
"",2025-12-01 00:11:23.375475,3219111,New Feature,973923061,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,t
"",2025-12-18 00:11:23.3755,3219111,Holiday Sale,973923062,ENABLED,2025-10-09 00:00:00,2025-12-06 23:59:00,t
"",2025-11-28 00:11:23.375524,3219111,Summer Special,973923063,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,t
"",2025-11-27 00:11:23.375548,3219111,New Feature,973923064,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,t
"",2025-12-15 00:11:23.375573,3219112,Spring Launch,973923065,PAUSED,2025-11-12 00:00:00,2025-12-19 23:59:00,t
"",2025-11-27 00:11:23.375596,3219112,User Acquisition,973923066,ENABLED,2025-11-07 00:00:00,2025-12-21 23:59:00,t
"",2025-12-22 00:11:23.37562,3219112,Spring Launch,973923067,PAUSED,2025-11-06 00:00:00,2025-12-21 23:59:00,t
"",2025-12-21 00:11:23.375645,3219113,Summer Special,973923068,PAUSED,2025-10-02 00:00:00,2025-11-29 23:59:00,t
"",2025-12-15 00:11:23.375669,3219113,Spring Launch,973923069,ENABLED,2025-11-12 00:00:00,2025-12-12 23:59:00,t
"",2025-12-11 00:11:23.375696,3219113,User Acquisition,973923070,PAUSED,2025-10-12 00:00:00,2025-11-12 23:59:00,t
"",2025-12-03 00:11:23.375721,3219114,Summer Special,973923071,PAUSED,2025-10-12 00:00:00,2025-11-30 23:59:00,t
"",2025-12-08 00:11:23.375744,3219114,New Feature,973923072,PAUSED,2025-10-05 00:00:00,2025-12-02 23:59:00,t
"",2025-12-14 00:11:23.37577,3219115,Spring Launch,973923073,ENABLED,2025-11-05 00:00:00,2025-12-06 23:59:00,t
"",2025-12-25 00:11:23.375796,3219115,Summer Special,973923074,ENABLED,2025-11-12 00:00:00,2025-12-25 23:59:00,t
