source_relation,date_day,account_name,account_id,campaign_name,campaign_id,ad_group_name,ad_group_id,ad_name,ad_id,keyword_name,keyword_id,match_type,device_os,device_type,network,currency_code,clicks,impressions,spend,conversions,conversions_value,all_conversions,all_conversions_value
"",2019-05-15,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-11-21,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-25,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,1,1,12.9,0,0,0,0
"",2019-04-29,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-13,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-30,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-04,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-24,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-08,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-28,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Get Clicks,83700472809436,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-02-11,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-06,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,1,1,9.87,0,0,0,0
"",2019-04-01,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2018-12-18,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-07,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-03,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-27,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-11,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-05-08,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2018-12-06,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-10,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-09,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,5,6,0.0,1,0.01,3,0.02
"",2019-04-29,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-14,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-27,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-16,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-04-10,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-28,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-02,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Unknown,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-02-10,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-21,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-14,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-09,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-01-04,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Unknown,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-30,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-11-26,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-02,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2018-12-03,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-19,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-02-07,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-03,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-24,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-04,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-08,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-02-11,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-16,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-01,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-02-14,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-20,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-05,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-04-11,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,1,1,15.53,0,0,0,0
"",2019-05-02,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Clicccckme,83700472809459,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
