source_relation,date_day,account_name,account_id,campaign_name,campaign_id,ad_group_name,ad_group_id,ad_name,ad_id,keyword_name,keyword_id,match_type,device_os,device_type,network,currency_code,clicks,impressions,spend,conversions,conversions_value,all_conversions,all_conversions_value
"",2018-11-21,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-25,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,1,1,12.9,0,0,0,0
"",2019-04-10,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2021-08-01,TechAdvertiser,150175882,Tech Product Launch,359751136,Tech Product Group 1,1350000001111111,New Tech Product Launch,83769087188950,+tech +product +launch,83700472809470,Broad,Windows,Computer,Bing and Yahoo! search,USD,32,720,38.50,2,280,2,280
"",2019-04-16,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2019-03-14,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-03-04,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-24,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-28,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Get Clicks,83700472809436,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-04,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-07,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2021-08-01,MarketingPro,150175883,Marketing Campaign Q3,359751137,Marketing Campaign Ads,1350000001111113,Marketing Solutions,83769087188952,+marketing +automation,83700472809472,Broad,Windows,Computer,Bing and Yahoo! search,USD,68,1480,75.80,3,480,3,480
"",2019-03-20,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-03,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-11,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,2,0.0,0,0,0,0
"",2018-12-18,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-06,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-29,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2021-08-02,TechAdvertiser,150175882,Tech Product Launch,359751136,Tech Product Group 1,1350000001111111,New Tech Product Launch,83769087188950,+tech +product +launch,83700472809470,Broad,iOS,Smartphone,Bing and Yahoo! search,USD,24,560,28.75,1,190,1,190
"",2019-04-29,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2018-12-19,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-24,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-05-27,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927,,83700472809459,,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
"",2019-04-10,Fivetran,150175881,,349886459,,1339205395433736,,83700362987927, +etl +Keywoooords,83700472809445,Broad,Windows,Computer,Bing and Yahoo! search,USD,0,1,0.0,0,0,0,0
