date,id,avg_cpa_amount,avg_cpa_currency,avg_cpt_amount,avg_cpt_currency,conversion_rate,conversions,impressions,lat_off_installs,lat_on_installs,local_spend_amount,local_spend_currency,new_downloads,redownloads,tap_through_rate,taps,tap_installs,tap_new_downloads,tap_redownloads
2021-12-19,976093312,0.4967,USD,0.298,USD,0.6,3,56,0,0,1.49,USD,3,0,0.0892999991774559,5,3,3,0
2021-12-15,976093304,0.42,USD,0.28,USD,0.6667,2,33,0,0,0.84,USD,2,0,0.0908999964594841,3,2,2,0
2021-12-18,976093312,0.25,USD,0.125,USD,0.5,2,49,0,0,0.5,USD,2,0,0.08160000294446945,4,2,2,0
2021-12-10,976093312,0.43,USD,0.43,USD,1,2,139,0,0,0.86,USD,2,0,0.014399999752640724,2,2,2,0
2021-12-11,976093308,1.39,USD,1.39,USD,1,1,35,0,0,1.39,USD,1,0,0.028599999845027924,1,1,1,0
2021-12-10,976093308,2.53,USD,0.6325,USD,0.25,1,188,0,0,2.53,USD,1,0,0.021299999207258224,4,1,1,0
2021-12-14,976093308,0.12,USD,0.12,USD,1,1,15,0,0,0.12,USD,1,0,0.06669999659061432,1,1,1,0
2021-12-12,976093308,0.12,USD,0.12,USD,1,1,16,0,0,0.12,USD,1,0,0.0625,1,1,1,0
2021-12-10,976093310,1.7,USD,0.85,USD,0.5,1,86,0,0,1.7,USD,1,0,0.02329999953508377,2,1,1,0
2021-12-14,976093310,0.38,USD,0.38,USD,1,1,29,0,0,0.38,USD,1,0,0.03449999913573265,1,1,1,0
2021-12-18,976093304,0,USD,0,USD,0,0,35,0,0,0,USD,0,0,0,0,0,0,0
2021-12-14,976093304,0,USD,0,USD,0,0,6,0,0,0,USD,0,0,0,0,0,0,0
2021-12-17,976093304,0,USD,0,USD,0,0,12,0,0,0,USD,0,0,0,0,0,0,0
2021-12-11,976093304,0,USD,0,USD,0,0,3,0,0,0,USD,0,0,0,0,0,0,0
2021-12-19,976093304,0,USD,0,USD,0,0,33,0,0,0,USD,0,0,0,0,0,0,0
2021-12-12,976093304,0,USD,0,USD,0,0,18,0,0,0,USD,0,0,0,0,0,0,0
2021-12-16,976093304,0,USD,0,USD,0,0,42,0,0,0,USD,0,0,0,0,0,0,0
2021-12-13,976093304,0,USD,0.16,USD,0,0,45,0,0,0.16,USD,0,0,0.022199999541044235,1,0,0,0
2021-12-09,976093304,0,USD,0.606,USD,0,0,101,0,0,3.03,USD,0,0,0.0494999997317791,5,0,0,0
2021-12-10,976093304,0,USD,0.57,USD,0,0,39,0,0,0.57,USD,0,0,0.025599999353289604,1,0,0,0
2021-12-20,976093304,0,USD,0.13,USD,0,0,12,0,0,0.13,USD,0,0,0.08330000191926956,1,0,0,0
2021-12-09,976093305,0,USD,0,USD,0,0,23,0,0,0,USD,0,0,0,0,0,0,0
2021-12-14,976093305,0,USD,0,USD,0,0,20,0,0,0,USD,0,0,0,0,0,0,0
2021-12-18,976093305,0,USD,0,USD,0,0,50,0,0,0,USD,0,0,0,0,0,0,0
2021-12-17,976093305,0,USD,0,USD,0,0,6,0,0,0,USD,0,0,0,0,0,0,0
2021-12-20,976093305,0,USD,0,USD,0,0,3,0,0,0,USD,0,0,0,0,0,0,0
2021-12-11,976093305,0,USD,0,USD,0,0,19,0,0,0,USD,0,0,0,0,0,0,0
2021-12-16,976093305,0,USD,0.48,USD,0,0,27,0,0,0.48,USD,0,0,0.03700000047683716,1,0,0,0
2021-12-19,976093305,0,USD,0.49,USD,0,0,38,0,0,0.49,USD,0,0,0.02630000002682209,1,0,0,0
2021-12-15,976093305,0,USD,1.47,USD,0,0,39,0,0,1.47,USD,0,0,0.025599999353289604,1,0,0,0
2021-12-10,976093305,0,USD,1.47,USD,0,0,49,0,0,1.47,USD,0,0,0.020400000736117363,1,0,0,0
2021-12-13,976093305,0,USD,0.9,USD,0,0,41,0,0,0.9,USD,0,0,0.024399999529123306,1,0,0,0
2021-12-12,976093305,0,USD,0.91,USD,0,0,19,0,0,0.91,USD,0,0,0.05260000005364418,1,0,0,0
2021-12-11,976093306,0,USD,0,USD,0,0,1,0,0,0,USD,0,0,0,0,0,0,0
2021-12-14,976093306,0,USD,0,USD,0,0,3,0,0,0,USD,0,0,0,0,0,0,0
2021-12-12,976093306,0,USD,0,USD,0,0,2,0,0,0,USD,0,0,0,0,0,0,0
2021-12-16,976093306,0,USD,0,USD,0,0,1,0,0,0,USD,0,0,0,0,0,0,0
2021-12-19,976093306,0,USD,0,USD,0,0,5,0,0,0,USD,0,0,0,0,0,0,0
2021-12-13,976093306,0,USD,0,USD,0,0,28,0,0,0,USD,0,0,0,0,0,0,0
2021-12-10,976093307,0,USD,0,USD,0,0,3,0,0,0,USD,0,0,0,0,0,0,0
2021-12-11,976093307,0,USD,0,USD,0,0,2,0,0,0,USD,0,0,0,0,0,0,0
2021-12-15,976093307,0,USD,0,USD,0,0,2,0,0,0,USD,0,0,0,0,0,0,0
2021-12-16,976093307,0,USD,0,USD,0,0,3,0,0,0,USD,0,0,0,0,0,0,0
2021-12-12,976093307,0,USD,0,USD,0,0,6,0,0,0,USD,0,0,0,0,0,0,0
2021-12-18,976093307,0,USD,0,USD,0,0,1,0,0,0,USD,0,0,0,0,0,0,0
2021-12-09,976093307,0,USD,0,USD,0,0,3,0,0,0,USD,0,0,0,0,0,0,0
2021-12-20,976093307,0,USD,0,USD,0,0,1,0,0,0,USD,0,0,0,0,0,0,0
2021-12-13,976093307,0,USD,0,USD,0,0,21,0,0,0,USD,0,0,0,0,0,0,0
2021-12-19,976093307,0,USD,0,USD,0,0,7,0,0,0,USD,0,0,0,0,0,0,0
2021-12-14,976093307,0,USD,0,USD,0,0,8,0,0,0,USD,0,0,0,0,0,0,0
2021-12-20,976093308,0,USD,0,USD,0,0,6,0,0,0,USD,0,0,0,0,0,0,0
2021-12-19,976093308,0,USD,0,USD,0,0,25,0,0,0,USD,0,0,0,0,0,0,0
2021-12-16,976093308,0,USD,0,USD,0,0,18,0,0,0,USD,0,0,0,0,0,0,0
2021-12-13,976093308,0,USD,0,USD,0,0,49,0,0,0,USD,0,0,0,0,0,0,0
2021-12-18,976093308,0,USD,0,USD,0,0,29,0,0,0,USD,0,0,0,0,0,0,0
2021-12-09,976093308,0,USD,0.6175,USD,0,0,119,0,0,2.47,USD,0,0,0.03359999880194664,4,0,0,0
2021-12-15,976093308,0,USD,0.82,USD,0,0,56,0,0,0.82,USD,0,0,0.017899999395012856,1,0,0,0
2021-12-17,976093308,0,USD,1.49,USD,0,0,7,0,0,1.49,USD,0,0,0.1429000049829483,1,0,0,0
2021-12-13,976093309,0,USD,0,USD,0,0,35,0,0,0,USD,0,0,0,0,0,0,0
2021-12-14,976093309,0,USD,0,USD,0,0,1,0,0,0,USD,0,0,0,0,0,0,0
2021-12-15,976093309,0,USD,0,USD,0,0,34,0,0,0,USD,0,0,0,0,0,0,0
2021-12-16,976093309,0,USD,0,USD,0,0,49,0,0,0,USD,0,0,0,0,0,0,0
2021-12-09,976093309,0,USD,0,USD,0,0,10,0,0,0,USD,0,0,0,0,0,0,0
2021-12-11,976093309,0,USD,0,USD,0,0,15,0,0,0,USD,0,0,0,0,0,0,0
2021-12-19,976093309,0,USD,0,USD,0,0,11,0,0,0,USD,0,0,0,0,0,0,0
2021-12-12,976093309,0,USD,0,USD,0,0,25,0,0,0,USD,0,0,0,0,0,0,0
2021-12-17,976093309,0,USD,0,USD,0,0,7,0,0,0,USD,0,0,0,0,0,0,0
2021-12-18,976093309,0,USD,0.13,USD,0,0,28,0,0,0.13,USD,0,0,0.0357000008225441,1,0,0,0
2021-12-10,976093309,0,USD,0.77,USD,0,0,23,0,0,0.77,USD,0,0,0.04349999874830246,1,0,0,0
2021-12-15,976093310,0,USD,0,USD,0,0,45,0,0,0,USD,0,0,0,0,0,0,0
2021-12-18,976093310,0,USD,0,USD,0,0,38,0,0,0,USD,0,0,0,0,0,0,0
2021-12-12,976093310,0,USD,0,USD,0,0,30,0,0,0,USD,0,0,0,0,0,0,0
2021-12-17,976093310,0,USD,0,USD,0,0,5,0,0,0,USD,0,0,0,0,0,0,0
2021-12-13,976093310,0,USD,0,USD,0,0,74,0,0,0,USD,0,0,0,0,0,0,0
2021-12-20,976093310,0,USD,0,USD,0,0,9,0,0,0,USD,0,0,0,0,0,0,0
2021-12-19,976093310,0,USD,0,USD,0,0,57,0,0,0,USD,0,0,0,0,0,0,0
2021-12-16,976093310,0,USD,0.97,USD,0,0,49,0,0,0.97,USD,0,0,0.020400000736117363,1,0,0,0
2021-12-11,976093310,0,USD,1.14,USD,0,0,28,0,0,1.14,USD,0,0,0.0357000008225441,1,0,0,0
2021-12-09,976093310,0,USD,0.39,USD,0,0,134,0,0,0.78,USD,0,0,0.01489999983459711,2,0,0,0
2021-12-11,976093311,0,USD,0,USD,0,0,1,0,0,0,USD,0,0,0,0,0,0,0
2021-12-19,976093311,0,USD,0,USD,0,0,2,0,0,0,USD,0,0,0,0,0,0,0
2021-12-16,976093311,0,USD,0,USD,0,0,4,0,0,0,USD,0,0,0,0,0,0,0
2021-12-15,976093311,0,USD,0,USD,0,0,1,0,0,0,USD,0,0,0,0,0,0,0
2021-12-10,976093311,0,USD,0,USD,0,0,7,0,0,0,USD,0,0,0,0,0,0,0
2021-12-09,976093311,0,USD,0,USD,0,0,14,0,0,0,USD,0,0,0,0,0,0,0
2021-12-18,976093311,0,USD,0,USD,0,0,1,0,0,0,USD,0,0,0,0,0,0,0
2021-12-13,976093311,0,USD,1,USD,0,0,11,0,0,1,USD,0,0,0.0908999964594841,1,0,0,0
2021-12-12,976093311,0,USD,1.39,USD,0,0,5,0,0,1.39,USD,0,0,0.20000000298023224,1,0,0,0
2021-12-12,976093312,0,USD,0,USD,0,0,6,0,0,0,USD,0,0,0,0,0,0,0
2021-12-13,976093312,0,USD,0,USD,0,0,38,0,0,0,USD,0,0,0,0,0,0,0
2021-12-15,976093312,0,USD,0.33,USD,0,0,57,0,0,0.66,USD,0,0,0.035100001841783524,2,0,0,0
2021-12-14,976093312,0,USD,0.05,USD,0,0,29,0,0,0.05,USD,0,0,0.03449999913573265,1,0,0,0
2021-12-11,976093312,0,USD,0.56,USD,0,0,13,0,0,0.56,USD,0,0,0.07689999788999557,1,0,0,0
2021-12-09,976093312,0,USD,1.06,USD,0,0,199,0,0,4.24,USD,0,0,0.020099999383091927,4,0,0,0
2021-12-20,976093312,0,USD,0.13,USD,0,0,10,0,0,0.13,USD,0,0,0.10000000149011612,1,0,0,0
2021-12-17,976093312,0,USD,0.13,USD,0,0,8,0,0,0.13,USD,0,0,0.125,1,0,0,0
2021-12-16,976093312,0,USD,1.43,USD,0,0,31,0,0,1.43,USD,0,0,0.03229999914765358,1,0,0,0
2021-12-15,976093314,0,USD,0,USD,0,0,1,0,0,0,USD,0,0,0,0,0,0,0
2021-12-19,983951492,0,USD,0,USD,0,0,1,0,0,0,USD,0,0,0,0,0,0,0
2023-06-08,976093308,2.485,USD,1.065,USD,0.4286,6,112,0,0,14.91,USD,6,0,0.125,14,6,6,0
2024-12-03,976093308,2.188,USD,1.094,USD,0.5,5,81,0,0,10.94,USD,5,0,0.1235,10,5,5,0
2023-05-14,976093308,2.2667,USD,1.1333,USD,0.5,6,139,0,0,13.6,USD,6,0,0.0863,12,6,6,0
2021-12-17,976093308,8.31,USD,4.155,USD,0.5,1,28,0,0,8.31,USD,1,0,0.0714,2,1,1,0
2024-12-23,976093308,7.95,USD,3.18,USD,0.4,2,72,0,0,15.9,USD,2,0,0.0694,5,2,2,0
2025-06-27,976093308,2.01,USD,1.005,USD,0.5,3,115,0,0,6.03,USD,3,0,0.0522,6,3,3,0
2023-04-17,976093308,11.83,USD,11.83,USD,1,1,19,0,0,11.83,USD,1,0,0.0526,1,1,1,0
