id,modification_time,automated_keywords_opt_in,campaign_id,cpa_goal_amount,cpa_goal_currency,default_cpc_bid_amount,default_cpc_bid_currency,deleted,end_time,name,organization_id,serving_state_reasons,serving_status,start_time,status,storefronts
976005125,2021-12-15 20:26:38.94,t,973923054,,,,,f,2022-01-31 23:59:00,Kitty Cat Tap,3219110,,RUNNING,2021-12-09 00:00:00,ENABLED,
983960442,2021-12-15 20:27:55.112,t,973923054,,,,,f,2022-01-14 23:59:59.999,Bored Ad Group,3219110,,RUNNING,2021-12-14 00:00:00,ENABLED,
976005125,2021-12-09 23:39:28.469,t,973923054,,,,,f,2022-01-31 23:59:00,Kitty Cat Tap,3219110,,RUNNING,2021-12-09 00:00:00,ENABLED,
983960442,2021-12-14 22:20:08.559,t,973923054,,,,,f,2022-01-14 23:59:59.999,Bored Ad Group,3219110,,RUNNING,2021-12-14 00:00:00,ENABLED,
983960443,2025-12-15 00:11:43.722498,f,973923054,,,,,f,2022-01-31 23:59:00,Retargeting,3219110,,RUNNING,2021-12-09 00:00:00,PAUSED,
983960444,2025-12-18 00:11:43.722541,f,973923054,,,,,f,2022-01-31 23:59:00,Retargeting,3219110,,NOT_RUNNING,2021-12-09 00:00:00,PAUSED,
983960445,2025-12-17 00:11:43.72256,t,973923054,,,,,f,2022-01-31 23:59:00,Budget Segment,3219110,,RUNNING,2021-12-09 00:00:00,ENABLED,
983960446,2025-12-23 00:11:43.722573,t,973923054,,,,,f,2022-01-31 23:59:00,Premium Users,3219110,,RUNNING,2021-12-09 00:00:00,PAUSED,
983960447,2025-12-18 00:11:43.722588,t,973923054,,,,,f,2022-01-31 23:59:00,Retargeting,3219110,,NOT_RUNNING,2021-12-09 00:00:00,PAUSED,
983960448,2025-12-02 00:11:43.722602,f,973923055,,,,,f,2026-01-15 23:59:00,High Value,3162550,,NOT_RUNNING,2025-11-20 00:00:00,PAUSED,
983960449,2025-12-24 00:11:43.722614,f,973923055,,,,,f,2026-01-15 23:59:00,High Value,3162550,,NOT_RUNNING,2025-11-20 00:00:00,ENABLED,
983960450,2025-12-22 00:11:43.722628,f,973923056,,,,,f,2025-12-07 23:59:00,Premium Users,3162550,,RUNNING,2025-10-17 00:00:00,ENABLED,
