id,modification_time,ad_group_id,bid_amount,bid_currency,campaign_id,deleted,match_type,status,text
976093308,2021-12-09 15:36:51.6,976005125,1.5,USD,973923054,f,BROAD,ACTIVE,cat
976093309,2021-12-09 15:36:51.607,976005125,1.5,USD,973923054,f,BROAD,ACTIVE,cat games for cats
976093310,2021-12-09 15:36:51.618,976005125,1.5,USD,973923054,f,BROAD,ACTIVE,tap tap
976093307,2021-12-09 15:36:51.588,976005125,1.5,USD,973923054,f,BROAD,ACTIVE,kitty
976093306,2021-12-09 15:36:51.583,976005125,1.5,USD,973923054,f,BROAD,ACTIVE,kitty games
976093305,2021-12-09 15:36:51.578,976005125,1.5,USD,973923054,f,BROAD,ACTIVE,pet cat
976093304,2021-12-09 15:36:51.571,976005125,1.5,USD,973923054,f,BROAD,ACTIVE,kitten
976093313,2021-12-09 15:36:51.633,976005125,1.5,USD,973923054,f,BROAD,ACTIVE,tip cat
976093314,2021-12-09 15:36:51.647,976005125,1.5,USD,973923054,f,BROAD,ACTIVE,tip tap cat
976093312,2021-12-09 15:36:51.627,976005125,1.5,USD,973923054,f,BROAD,ACTIVE,games for cats
976093311,2021-12-09 15:36:51.622,976005125,1.5,USD,973923054,f,BROAD,ACTIVE,cat game
983951490,2021-12-14 22:20:07.763,983960442,1.42,USD,973923054,f,BROAD,ACTIVE,dumb games
983951494,2021-12-14 22:20:07.78,983960442,1.42,USD,973923054,f,BROAD,ACTIVE,bored
983951492,2021-12-14 22:20:07.773,983960442,1.42,USD,973923054,f,BROAD,ACTIVE,relax games
983951491,2021-12-14 22:20:07.77,983960442,1.42,USD,973923054,f,BROAD,ACTIVE,im bored
983951493,2021-12-14 22:20:07.777,983960442,1.42,USD,973923054,f,BROAD,ACTIVE,time wasters
983951495,2025-12-07 00:12:27.006428,976005125,1.78,USD,973923054,f,BROAD,PAUSED,sports
983951496,2025-11-30 00:12:27.006473,976005125,2.14,USD,973923054,f,BROAD,ACTIVE,strategy
983951497,2025-12-07 00:12:27.00649,976005125,1.24,USD,973923054,f,BROAD,PAUSED,play
983951498,2025-12-05 00:12:27.006505,983960442,0.71,USD,973923054,f,BROAD,ACTIVE,education
983951499,2025-12-14 00:12:27.006522,983960442,2.8,USD,973923054,f,EXACT,PAUSED,photo
983951500,2025-12-09 00:12:27.006534,983960442,0.67,USD,973923054,f,EXACT,PAUSED,app
983951501,2025-12-09 00:12:27.006545,983960442,2.43,USD,973923054,f,BROAD,PAUSED,casual
983951502,2025-12-12 00:12:27.006558,976005125,1.43,USD,973923054,f,EXACT,PAUSED,sports
983951503,2025-12-07 00:12:27.006569,976005125,1.2,USD,973923054,f,BROAD,PAUSED,arcade
983951504,2025-12-24 00:12:27.006579,976005125,1.13,USD,973923054,f,BROAD,ACTIVE,game
983951505,2025-11-27 00:12:27.006592,983960442,0.85,USD,973923054,f,EXACT,PAUSED,puzzle
983951506,2025-11-28 00:12:27.006604,983960442,1.75,USD,973923054,f,BROAD,ACTIVE,strategy
983951507,2025-12-13 00:12:27.006616,983960443,1.26,USD,973923054,f,BROAD,ACTIVE,action
983951508,2025-12-26 00:12:27.006635,983960443,2.97,USD,973923054,f,EXACT,PAUSED,family
983951509,2025-11-30 00:12:27.006645,983960443,0.74,USD,973923054,f,EXACT,ACTIVE,play
983951510,2025-12-26 00:12:27.006657,983960443,1.28,USD,973923054,f,BROAD,ACTIVE,fun
983951511,2025-12-02 00:12:27.006674,983960444,1.31,USD,973923054,f,EXACT,ACTIVE,racing
983951512,2025-12-22 00:12:27.006685,983960444,1.04,USD,973923054,f,BROAD,PAUSED,kids
983951513,2025-12-09 00:12:27.006697,983960445,2.94,USD,973923054,f,BROAD,ACTIVE,music
983951514,2025-12-07 00:12:27.006708,983960445,2.37,USD,973923054,f,EXACT,ACTIVE,kids
983951515,2025-12-26 00:12:27.006719,983960445,1.61,USD,973923054,f,EXACT,PAUSED,adventure
983951516,2025-12-23 00:12:27.006729,983960445,2.92,USD,973923054,f,EXACT,ACTIVE,action
983951517,2025-11-29 00:12:27.006741,983960446,2.18,USD,973923054,f,EXACT,PAUSED,kids
983951518,2025-12-05 00:12:27.006752,983960446,1.03,USD,973923054,f,EXACT,ACTIVE,casual
983951519,2025-12-07 00:12:27.006763,983960446,2.85,USD,973923054,f,EXACT,ACTIVE,game
983951520,2025-12-25 00:12:27.006775,983960447,0.89,USD,973923054,f,BROAD,ACTIVE,fun
983951521,2025-11-29 00:12:27.006789,983960447,0.94,USD,973923054,f,BROAD,ACTIVE,action
983951522,2025-12-04 00:12:27.006801,983960448,2.97,USD,973923055,f,EXACT,ACTIVE,fun
