ad_group_id,date,avg_cpa_amount,avg_cpa_currency,avg_cpt_amount,avg_cpt_currency,conversion_rate,conversions,impressions,lat_off_installs,lat_on_installs,local_spend_amount,local_spend_currency,new_downloads,redownloads,tap_through_rate,taps,tap_installs,tap_new_downloads,tap_redownloads
976005125,2021-12-20,0,USD,0.1067,USD,0,0,63,0,0,0.32,USD,0,0,0.047600001096725464,3,0,0,0
976005125,2021-12-17,0,USD,1.018,USD,0,0,100,0,0,5.09,USD,0,0,0.05000000074505806,5,0,0,0
983960442,2021-12-19,0,USD,0,USD,0,0,2,0,0,0,USD,0,0,0,0,0,0,0
976005125,2021-12-12,2.78,USD,0.7943,USD,0.2857,2,249,0,0,5.56,USD,2,0,0.02810000069439411,7,2,2,0
976005125,2021-12-09,25.08,USD,0.809,USD,0.0323,1,1605,0,0,25.08,USD,1,0,0.019300000742077827,31,1,1,0
976005125,2021-12-13,5.26,USD,0.7514,USD,0.1429,1,492,0,0,5.26,USD,1,0,0.0142000000923872,7,1,1,0
976005125,2021-12-11,5.71,USD,1.142,USD,0.2,1,290,0,0,5.71,USD,1,0,0.01720000058412552,5,1,1,0
976005125,2021-12-16,5.07,USD,1.014,USD,0.2,1,318,0,0,5.07,USD,1,0,0.015699999406933784,5,1,1,0
976005125,2021-12-14,1.2575,USD,0.4573,USD,0.3636,4,350,0,0,5.03,USD,4,0,0.03139999881386757,11,4,4,0
976005125,2021-12-19,1.4875,USD,0.6611,USD,0.4444,4,424,0,0,5.95,USD,4,0,0.021199999377131462,9,4,4,0
976005125,2021-12-18,2.5,USD,0.5556,USD,0.2222,2,403,0,0,5,USD,2,0,0.022299999371170998,9,2,2,0
976005125,2021-12-10,4.3133,USD,0.9585,USD,0.2222,6,1494,1,0,25.88,USD,6,0,0.01810000091791153,27,6,6,0
976005125,2021-12-15,2.0167,USD,0.605,USD,0.3,3,546,0,1,6.05,USD,3,0,0.018300000578165054,10,3,3,0
976005125,2025-01-29,3.31,USD,0.0338,USD,0.0102,1,719,0,0,3.31,USD,1,0,0.1363,98,1,1,0
976005125,2022-01-05,0.1255,USD,0.0533,USD,0.4247,31,489,0,0,3.89,USD,31,0,0.1493,73,31,31,0
976005125,2025-10-18,8.69,USD,0.869,USD,0.1,1,606,0,0,8.69,USD,1,0,0.0165,10,1,1,0
976005125,2023-11-13,5.7567,USD,0.2432,USD,0.0423,3,821,0,0,17.27,USD,3,0,0.0865,71,3,3,0
976005125,2023-01-02,24.65,USD,3.5214,USD,0.1429,1,353,0,0,24.65,USD,1,0,0.0198,7,1,1,0
983960442,2024-04-24,0.4428,USD,0.1712,USD,0.3866,46,806,0,0,20.37,USD,46,0,0.1476,119,46,46,0
983960442,2022-07-31,2.1767,USD,0.332,USD,0.1525,9,394,0,0,19.59,USD,9,0,0.1497,59,9,9,0
983960442,2022-12-13,1.4689,USD,0.5748,USD,0.3913,18,826,0,0,26.44,USD,18,0,0.0557,46,18,18,0
983960442,2025-03-26,17.54,USD,1.9489,USD,0.1111,2,128,0,0,35.08,USD,2,0,0.1406,18,2,2,0
983960442,2025-03-08,1.2656,USD,0.4056,USD,0.3205,25,590,0,0,31.64,USD,25,0,0.1322,78,25,25,0
983960442,2024-03-13,12.955,USD,2.3555,USD,0.1818,2,408,0,0,25.91,USD,2,0,0.027,11,2,2,0
976005125,2025-05-04,5.39,USD,2.31,USD,0.4286,3,152,0,0,16.17,USD,3,0,0.0461,7,3,3,0
976005125,2024-04-29,0.6903,USD,0.3297,USD,0.4776,32,854,0,0,22.09,USD,32,0,0.0785,67,32,32,0
976005125,2023-04-07,1.8478,USD,0.1421,USD,0.0769,9,794,0,0,16.63,USD,9,0,0.1474,117,9,9,0
976005125,2022-10-17,29.33,USD,3.6662,USD,0.125,1,125,0,0,29.33,USD,1,0,0.064,8,1,1,0
976005125,2024-12-08,1.188,USD,0.3791,USD,0.3191,15,787,0,0,17.82,USD,15,0,0.0597,47,15,15,0
976005125,2024-10-23,3.19,USD,0.3544,USD,0.1111,5,307,0,0,15.95,USD,5,0,0.1466,45,5,5,0
976005125,2022-06-30,0.5105,USD,0.2023,USD,0.3962,21,521,0,0,10.72,USD,21,0,0.1017,53,21,21,0
976005125,2024-05-28,2.8767,USD,1.1064,USD,0.3846,15,304,0,0,43.15,USD,15,0,0.1283,39,15,15,0
983960442,2024-08-21,16.1,USD,0.8944,USD,0.0556,1,809,0,0,16.1,USD,1,0,0.0222,18,1,1,0
983960442,2022-05-26,4.914,USD,2.0475,USD,0.4167,5,692,0,0,24.57,USD,5,0,0.0173,12,5,5,0
983960442,2022-12-19,10.3033,USD,2.2079,USD,0.2143,3,518,0,0,30.91,USD,3,0,0.027,14,3,3,0
983960442,2025-02-26,10.08,USD,0.9164,USD,0.0909,1,118,0,0,10.08,USD,1,0,0.0932,11,1,1,0
983960442,2023-02-28,2.4846,USD,0.5383,USD,0.2167,13,929,0,0,32.3,USD,13,0,0.0646,60,13,13,0
983960442,2025-11-17,1.455,USD,0.3233,USD,0.2222,2,312,0,0,2.91,USD,2,0,0.0288,9,2,2,0
983960442,2025-12-15,1.9053,USD,0.4582,USD,0.2405,19,538,0,0,36.2,USD,19,0,0.1468,79,19,19,0
983960442,2023-01-17,6.3567,USD,2.1189,USD,0.3333,6,487,0,0,38.14,USD,6,0,0.037,18,6,6,0
983960443,2025-05-16,1.297,USD,0.6485,USD,0.5,37,923,0,0,47.99,USD,37,0,0.0802,74,37,37,0
983960443,2022-12-12,5.62,USD,1.686,USD,0.3,6,601,0,0,33.72,USD,6,0,0.0333,20,6,6,0
983960443,2022-11-22,1.8271,USD,0.203,USD,0.1111,7,817,0,0,12.79,USD,7,0,0.0771,63,7,7,0
983960443,2023-02-18,0.4275,USD,0.2064,USD,0.4828,28,983,0,0,11.97,USD,28,0,0.059,58,28,28,0
983960443,2023-04-02,10.6967,USD,0.8023,USD,0.075,3,589,0,0,32.09,USD,3,0,0.0679,40,3,3,0
983960443,2021-12-21,0.3674,USD,0.1651,USD,0.4493,62,920,0,0,22.78,USD,62,0,0.15,138,62,62,0
983960443,2022-01-25,0,USD,5.7012,USD,0,0,81,0,0,45.61,USD,0,0,0.0988,8,0,0,0
983960443,2024-09-25,1.9808,USD,0.4598,USD,0.2321,13,392,0,0,25.75,USD,13,0,0.1429,56,13,13,0
983960444,2024-12-26,1.08,USD,0.432,USD,0.4,2,131,0,0,2.16,USD,2,0,0.0382,5,2,2,0
983960444,2024-10-08,3.3089,USD,1.4181,USD,0.4286,9,193,0,0,29.78,USD,9,0,0.1088,21,9,9,0
983960444,2023-04-10,15.6667,USD,6.7143,USD,0.4286,3,135,0,0,47,USD,3,0,0.0519,7,3,3,0
983960444,2023-07-05,8.674,USD,3.6142,USD,0.4167,5,510,0,0,43.37,USD,5,0,0.0235,12,5,5,0
983960444,2022-10-10,7.11,USD,3.0471,USD,0.4286,3,64,0,0,21.33,USD,3,0,0.1094,7,3,3,0
983960445,2022-09-09,3.9829,USD,1.9914,USD,0.5,7,528,0,0,27.88,USD,7,0,0.0265,14,7,7,0
983960445,2023-08-23,3.3664,USD,1.1221,USD,0.3333,11,837,0,0,37.03,USD,11,0,0.0394,33,11,11,0
983960445,2024-08-13,13.1267,USD,3.58,USD,0.2727,3,97,0,0,39.38,USD,3,0,0.1134,11,3,3,0
983960445,2024-07-05,5.4783,USD,1.9335,USD,0.3529,6,333,0,0,32.87,USD,6,0,0.0511,17,6,6,0
983960445,2023-08-15,5.3483,USD,1.6045,USD,0.3,6,222,0,0,32.09,USD,6,0,0.0901,20,6,6,0
983960445,2025-03-06,0,USD,0.1154,USD,0,0,420,0,0,7.27,USD,0,0,0.15,63,0,0,0
983960445,2023-12-03,0.92,USD,0.2658,USD,0.2889,26,689,0,0,23.92,USD,26,0,0.1306,90,26,26,0
983960445,2024-07-28,18.81,USD,1.254,USD,0.0667,1,353,0,0,18.81,USD,1,0,0.0425,15,1,1,0
983960445,2022-01-16,10.0067,USD,3.3356,USD,0.3333,3,144,0,0,30.02,USD,3,0,0.0625,9,3,3,0
983960445,2025-08-06,2.5685,USD,1.0771,USD,0.4194,13,971,0,0,33.39,USD,13,0,0.0319,31,13,13,0
983960446,2025-11-27,1.5622,USD,0.4261,USD,0.2727,9,345,0,0,14.06,USD,9,0,0.0957,33,9,9,0
983960446,2025-12-26,3.4629,USD,0.9323,USD,0.2692,7,249,0,0,24.24,USD,7,0,0.1044,26,7,7,0
983960446,2023-01-18,2.4525,USD,0.8457,USD,0.3448,20,443,0,0,49.05,USD,20,0,0.1309,58,20,20,0
983960446,2023-12-17,29.61,USD,0.987,USD,0.0333,1,556,0,0,29.61,USD,1,0,0.054,30,1,1,0
983960446,2022-03-14,16.625,USD,1.75,USD,0.1053,2,130,0,0,33.25,USD,2,0,0.1462,19,2,2,0
983960446,2024-03-27,0.5671,USD,0.1527,USD,0.2692,7,198,0,0,3.97,USD,7,0,0.1313,26,7,7,0
983960446,2022-09-18,1.4873,USD,0.4363,USD,0.2933,22,548,0,0,32.72,USD,22,0,0.1369,75,22,22,0
983960447,2022-11-03,0.9128,USD,0.2653,USD,0.2907,25,707,0,0,22.82,USD,25,0,0.1216,86,25,25,0
983960447,2025-01-13,1.759,USD,0.6765,USD,0.3846,20,610,0,0,35.18,USD,20,0,0.0852,52,20,20,0
