source_relation,date_day,campaign_id,campaign_name,campaign_type,created_at,country_code,advertiser_id,advertiser_name,currency,objective_type,status,split_test_variable,budget,budget_mode,clicks,impressions,spend,conversion,daily_cpc,daily_cpm,daily_ctr,real_time_conversion
"",2025-04-18,4,campaign name four,REGULAR_CAMPAIGN,2021-08-16 20:29:06.000,AU,,,,CONVERSIONS,,,300,BUDGET_MODE_DAY,200,9900,145.9,66,0.7295,14.737373737373739,0,62
"",2025-04-13,2,campaign name two,REGULAR_CAMPAIGN,2021-08-16 20:29:06.000,US,2,Canada,CAN,CONVERSIONS,,,300,BUDGET_MODE_DAY,100,5000,100,80,1,20,0,40
"",2025-04-19,1,campaign name one,REGULAR_CAMPAIGN,2021-08-16 20:40:15.000,US,1,US,USD,CONVERSIONS,,,450,BUDGET_MODE_DAY,230,10000,165.6,72,0.72,16.56,0,70
"",2025-04-20,2,campaign name two,REGULAR_CAMPAIGN,2021-08-16 20:29:06.000,CA,2,Canada,CAN,CONVERSIONS,,,300,BUDGET_MODE_DAY,195,9700,140,61,0.717948717948718,14.43298969072165,0,58
"",2025-04-17,3,campaign name three,REGULAR_CAMPAIGN,2021-08-16 20:40:15.000,GB,,,,CONVERSIONS,,,450,BUDGET_MODE_DAY,180,9500,138.2,58,0.7677777777777777,14.54736842105263,0,55
"",2025-04-13,2,campaign name two,REGULAR_CAMPAIGN,2021-08-16 20:29:06.000,CA,2,Canada,CAN,CONVERSIONS,,,300,BUDGET_MODE_DAY,225,10000,160,71,0.7111111111111111,16,0,68
"",2025-04-16,2,campaign name two,REGULAR_CAMPAIGN,2021-08-16 20:29:06.000,CA,2,Canada,CAN,CONVERSIONS,,,300,BUDGET_MODE_DAY,210,9800,150,65,0.7142857142857143,15.306122448979592,0,60
"",2025-04-10,3,campaign name three,REGULAR_CAMPAIGN,2021-08-16 20:40:15.000,GB,,,,CONVERSIONS,,,450,BUDGET_MODE_DAY,185,9600,135,59,0.7297297297297297,14.0625,0,56
"",2025-04-12,1,campaign name one,REGULAR_CAMPAIGN,2021-08-16 20:40:15.000,US,1,US,USD,CONVERSIONS,,,450,BUDGET_MODE_DAY,215,9900,150.9,69,0.7018604651162791,15.242424242424242,0,66
"",2025-04-15,1,campaign name one,REGULAR_CAMPAIGN,2021-08-16 20:40:15.000,US,1,US,USD,CONVERSIONS,,,450,BUDGET_MODE_DAY,220,10000,154.6,70,0.7027272727272728,15.459999999999999,0,65
"",2025-04-11,4,campaign name four,REGULAR_CAMPAIGN,2021-08-16 20:29:06.000,AU,,,,CONVERSIONS,,,300,BUDGET_MODE_DAY,205,9800,145.9,68,0.7117073170731708,14.887755102040817,0,64
