account_id,feature_id,remote_ip,server_name,timestamp,user_agent,visitor_id,_fivetran_synced,app_id,num_events,num_minutes,param_parameter,_fivetran_id
_winners_acc,bXVeoCb1HMYgp8qksMojl9wXhM4,95.29.54.102,fivetran.com,2021-06-21 08:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.106 Safari/537.36",nothing,2021-06-21 20:11:45.473,-323232,1,1,,
extinguished_cool,84eKv2U6eGlGgQ7NYYURCkfkSxU,103.247.78.54,fivetran.com,2021-06-03 05:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",billy_idol_again,2021-06-03 08:15:06.070,-323232,1,1,,
eclipse_doormat,61muxsf-RhA7TGh34twJZxGGJ7U,159.242.98.9,fivetran.com,2021-04-19 10:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36",billy_idol_again,2021-04-19 20:09:21.266,-323232,2,2,,
eclipse_doormat,FigN3vVXFCzXsH2qYlCerqmt8UY,159.242.98.9,fivetran.com,2021-04-19 11:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36",billy_idol_again,2021-04-19 20:09:37.502,-323232,1,1,,
eclipse_doormat,pm9oA1KlCYL-MEbPxsCXDixEo6U,159.242.98.9,fivetran.com,2021-04-27 13:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36",billy_idol_again,2021-04-27 20:10:34.257,-323232,1,1,,
RDV_00000001,PHW_00000000000000000000001,157.2426.98.93,FIvetRan.com,2021-05-22 00:00:00,"Mozilla/5.0 (Windows NT 10.0; WIn64; x64) AppleWebKit/587.36 (KHTmL, like Gecko) Chrome/89.0.4389.128 Safari/537.36",RVU_0000000001,2021-05-07 00:00:00.000,-323235,-6,4,val6170,val4531
RDV_00000002,PHW_00000000000000000000002,1497.242.98.91,fivetran.CoM4,2021-04-21 00:00:00,"mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) chrome/69.0.4389.128 Safari/537.363",RVU_0000000002,2021-05-08 00:00:00.000,-323237,-1,9,val2762,val2183
RDV_00000003,PHW_00000000000000000000003,1590.248.48.94,fivEtran.com,2021-05-19 00:00:00,"MozIlla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36",RVU_0000000003,2021-05-12 00:00:00.000,-323236,-3,-6,val5313,val4416
RDV_00000004,PHW_00000000000000000000004,903.287.78.541,fivetRan1.coM8,2021-05-04 00:00:00,"Mozilla/7.0 (windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36",RVU_0000000004,2021-06-06 00:00:00.000,-323228,-3,7,val7286,val3624
RDV_00000005,PHW_00000000000000000000005,159.242.78.95,Fivetran.com3,2021-05-26 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) appleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.106 Safari/537.363",RVU_0000000005,2021-05-01 00:00:00.000,-323226,-1,10,val2531,val1942
