account_id,app_id,feature_id,num_events,num_minutes,remote_ip,server_name,occurred_at,user_agent,visitor_id,_fivetran_synced,_fivetran_id,feature_event_key,previous_feature_id,previous_feature_event_at,previous_feature_num_minutes,previous_feature_num_events,feature_name,page_id,page_name,product_area_name,product_area_id,app_display_name,app_platform,previous_feature_name,previous_feature_page_id,previous_feature_page_name,previous_feature_product_area_name,previous_feature_product_area_id
RDV_00000001,-323235,PHW_00000000000000000000001,-6,4,157.2426.98.93,FIvetRan.com,2021-05-22 00:00:00,"Mozilla/5.0 (Windows NT 10.0; WIn64; x64) AppleWebKit/587.36 (KHTmL, like Gecko) Chrome/89.0.4389.128 Safari/537.36",RVU_0000000001,2021-05-07 00:00:00.000,val4531,e3979e998bc12bf67fbeca3a834c3e48,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000002,-323237,PHW_00000000000000000000002,-1,9,1497.242.98.91,fivetran.CoM4,2021-04-21 00:00:00,"mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) chrome/69.0.4389.128 Safari/537.363",RVU_0000000002,2021-05-08 00:00:00.000,val2183,93caed65fd140691e83af41b7c369b84,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000003,-323236,PHW_00000000000000000000003,-3,-6,1590.248.48.94,fivEtran.com,2021-05-19 00:00:00,"MozIlla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36",RVU_0000000003,2021-05-12 00:00:00.000,val4416,e096c61b1ebf822a4a5337daebf5e449,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000004,-323228,PHW_00000000000000000000004,-3,7,903.287.78.541,fivetRan1.coM8,2021-05-04 00:00:00,"Mozilla/7.0 (windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36",RVU_0000000004,2021-06-06 00:00:00.000,val3624,6b77d5f790fadcc562b5e007b13da0e5,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000005,-323226,PHW_00000000000000000000005,-1,10,159.242.78.95,Fivetran.com3,2021-05-26 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) appleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.106 Safari/537.363",RVU_0000000005,2021-05-01 00:00:00.000,val1942,2596e75a89bb75aa00513aff59759d8e,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000006,-323236,PHW_00000000000000000000006,8,12,1595.242.98.97,fivetran.com5,2021-05-13 00:00:00,"Mozilla5/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, likE GecKo) Chrome/89.0.4389.128 Safari/537.36",RVU_0000000006,2021-04-27 00:00:00.000,val6036,cb86377b211b18234caa10e97e7afc91,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000007,-323230,PHW_00000000000000000000007,-8,1,103.247.98.545,FivetRan.com2,2021-04-22 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) ApplEWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.106 Safari/537.36",RVU_0000000007,2021-04-24 00:00:00.000,val4202,325f040c8fbb19c19c7338c1682a7e87,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000008,-323238,PHW_00000000000000000000008,-3,5,159.442.98.96,fIvetran4.com3,2021-06-11 00:00:00,"Mozilla/5.0 (MaciNtosh; Intel Mac OS X 18_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.105 Safari/537.361",RVU_0000000008,2021-06-14 00:00:00.000,val4794,9996d6b2ee49e7f04f01c069a680cb10,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000009,-323240,PHW_00000000000000000000009,-2,9,103.1471.78.545,fivetraN.com3,2021-04-27 00:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko6) Version/14.0.3 Safari/6052.1.159",RVU_0000000009,2021-06-17 00:00:00.000,val5346,cfcf04dd193893147d85bff0545c0a0c,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
RDV_00000010,-323240,PHW_00000000000000000000010,10,1,103.246.78.54,fivEtran09.com9,2021-05-30 00:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppLeWebKit/537.36 (KHTML, like GecKo) Chrome/89.0.4389.128 Safari/537.369",RVU_0000000010,2021-05-19 00:00:00.000,val1354,7316284edc8c47f41f532e73ec35b5c1,,,,,Close Modal,MhndMcBS3TD14daYe45awBDyR6E,,shirts,j6xX765pPxBI6UxXkmDQElkkDDo,Fivetran,web,,,,,
