issue_id,merged_at,hours_request_review_to_first_review,hours_request_review_to_first_action,hours_request_review_to_merge
595308957,,,,
593405717,2019-03-23 17:07:10,,,
593545222,2020-10-02 05:54:02,50536.12583333333,-1998.1447222222223,7035.779444444444
593405944,2019-03-14 01:57:38,,,
601235304,2020-07-05 17:47:01,,,
691499711,2020-08-30 04:55:29,,,
664094723,2019-03-02 20:51:57,,,
598690872,2020-03-28 01:52:47,,,
592244306,2019-11-11 21:57:16,,,
592217404,2019-03-18 20:51:34,,,
598151020,2019-07-31 17:18:23,,,
733253082,,,,
600709296,2020-02-04 00:05:28,,,
601229239,2019-12-23 04:58:04,,,
730744434,,,,
738056063,2019-09-22 16:51:15,,,
657391532,2020-05-03 13:49:38,,,
730743652,,,,
729690697,,,,
744751079,,,,
659229868,2020-11-03 17:22:25,51377.083333333336,-1439.9822222222222,8656.21
654096159,2019-05-06 02:58:14,42447.680555555555,-14296.182777777778,-13415.595833333333
691502772,2019-06-11 19:48:47,,,
702316961,,,,
702318418,,,,
733399073,2019-12-28 03:55:46,47665.760833333334,1483.6033333333332,-2532.5566666666664
691078355,,,,
712073391,,,,
731862171,,,,
739072340,2020-01-25 06:19:45,,,
668172419,2019-12-09 01:04:18,,,
691503449,2019-05-26 04:26:48,,,
664080586,2020-09-23 17:41:14,,,
735713335,2020-08-08 13:01:04,47545.00916666666,398.7316666666667,2731.7799999999997
737281848,,50052.41722222222,3320.8005555555555,
630214855,2019-05-14 20:08:12,46908.1925,-11183.827777777777,-8745.917777777777
701304119,2019-03-16 13:55:00,,,
701487122,2020-11-18 13:12:45,,,
737973625,2019-04-05 07:03:28,,,
744085387,,42554.71472222222,-4824.419722222223,
691504898,2020-10-06 03:01:56,,,
680566004,2019-03-11 02:17:31,,,
734807956,2020-02-06 04:03:13,51172.72388888888,-1044.4055555555556,1934.5305555555556
691496932,2018-12-03 12:16:07,,,
668173207,2019-05-29 00:00:17,,,
664076505,2018-12-24 11:55:52,,,
732576322,2020-10-15 13:50:42,53778.33416666666,6353.4175,10597.932222222222
737143762,2020-04-13 10:34:20,6185.931111111111,4298.155833333333,1590.0613888888888
649624367,2019-11-24 20:50:07,,,
648650816,2020-06-15 01:12:02,46984.33666666667,-4066.8469444444445,863.2902777777778
691506072,2019-05-04 08:23:12,,,
668159689,2020-07-11 23:23:53,,,
737970186,2020-03-08 11:02:14,,,
682984652,,,,
680564070,2019-01-19 01:46:56,,,
691504581,2020-10-06 05:54:46,,,
734825910,2019-09-21 18:41:46,3914.0091666666663,9519.332499999999,4384.820000000001
737277551,2019-05-18 02:19:41,7547.879722222222,5666.699444444444,1838.4252777777776
733250315,,,,
729681422,,,,
729625451,,,,
654086346,2020-01-19 04:22:56,11960.983611111113,7511.135833333334,6287.655555555555
724900537,,,,
729594218,,,,
729624003,,,,
729622528,,,,
724894172,,,,
729698249,,,,
724898085,,,,
724900357,,,,
729689549,,,,
659226780,2019-12-11 22:29:45,48906.67277777778,2077.3994444444443,-1681.0783333333334
729657004,,,,
729597457,,,,
724899130,,,,
729655860,,,,
654204792,2020-11-04 15:13:40,48679.785833333335,-1023.8858333333334,5980.766666666666
729624810,,,,
726833187,,,,
738053884,2019-08-01 04:48:46,,,
724897596,,,,
724898299,,,,
691502161,2019-02-11 19:46:22,,,
702346151,,,,
733448638,2020-02-19 23:12:08,998.6619444444444,998.6619444444444,914.6530555555556
734898419,,,,
737989014,2019-04-23 09:53:19,,,
733177534,,,,
744094089,,,,
668169714,2019-11-17 01:58:47,,,
690506150,2019-05-25 19:49:52,,,
733568113,2019-11-27 20:53:19,10442.034444444444,7489.330555555555,3801.682777777778
733271787,,,,
733268017,,,,
733298843,,,,
733247560,,,,
733276475,,,,
733296734,,,,
733259157,,,,
733282236,,,,
733318574,,,,
604895305,,51827.26888888889,-6046.615000000001,
634817251,,,,
605103563,2019-12-21 22:24:07,8727.054444444444,-3712.7277777777776,3709.2566666666667
605763043,,44629.52611111112,-7701.756666666667,
734898540,,,,
604134302,2019-03-22 14:11:39,45273.61888888889,-5252.921111111111,-11658.433888888889
604776877,2019-03-17 10:24:44,12944.659444444444,9421.215833333332,-671.7433333333333
634815579,,,,
605786801,2020-05-18 07:24:44,6596.676388888888,2770.2916666666665,5414.866944444444
600302582,2020-01-07 21:02:47,438.9761111111111,438.9761111111111,5316.143611111111
664087829,2020-09-20 18:23:34,,,
691499047,2020-01-12 11:39:12,,,
608659581,2020-05-09 05:40:30,51058.416666666664,-6294.125277777778,4053.844722222222
608615350,,3111.1366666666668,3111.1366666666668,
691500142,2020-04-03 09:28:16,,,
664104451,2019-01-08 10:20:25,,,
728448560,2019-01-18 11:15:35,,,
612957012,2019-11-09 20:10:51,,,
603478587,2018-12-10 22:21:47,,,
614918129,2020-08-10 02:51:25,,,
667304782,2019-08-13 18:53:09,,,
622020839,2020-07-13 05:14:03,48605.533055555556,-2474.138888888889,3160.520277777778
625260610,2019-06-12 19:41:52,6714.295,9257.29,-662.92
668166304,2020-05-15 06:49:09,,,
664066261,,,,
691500760,2020-03-15 02:26:05,,,
664069293,,,,
613626693,2020-09-15 14:21:50,,,
618506552,2020-01-25 19:02:38,,,
619850603,2019-08-04 20:05:59,,,
619296196,2019-04-17 15:18:05,,,
620385496,2020-11-16 06:29:06,,,
728366138,2019-02-04 15:51:01,,,
738009591,2020-01-21 06:59:41,,,
682971733,2019-10-07 22:31:24,46005.851111111115,1729.1811111111112,-6141.8724999999995
690505271,2020-07-25 02:36:55,,,
668167341,2020-02-27 21:26:11,,,
737274099,2018-11-26 00:38:49,46952.279444444444,-7671.958611111111,-12777.320555555554
733569129,2019-09-16 13:51:01,1367.6930555555555,-2897.867222222222,-2580.9205555555554
691497306,2019-06-16 08:06:02,,,
664078614,2019-05-03 13:33:02,,,
637185604,2019-03-25 18:10:40,,,
732470440,2019-01-04 20:38:13,42556.12361111111,-12552.390277777777,-16217.486388888889
