pull_request_id,issue_id,head_repo_id,head_user_id
495615447,712073391,,30538294
477867451,691078355,291142554,30538294
515760816,736570836,310168126,49537605
431299735,634815579,,10001014
431301063,634817251,,10001014
423514367,625260610,267170600,46937486
423523914,625272241,267170108,46937486
478236231,691497306,281792258,54036902
455378855,664078614,281792258,54036902
458710017,668169714,283604768,54036902
477383960,690506150,283604768,54036902
486935284,701487122,295491881,54036902
486782772,701304119,295491881,54036902
469099817,680564070,288299061,54036902
478242382,691504581,288299061,54036902
466361150,677204748,286846264,54036902
478237304,691498590,286846264,54036902
467054681,678034934,286846264,54036902
455392265,664094723,281796952,54036902
478238244,691499711,281796952,54036902
458707875,668167341,283604334,54036902
477383210,690505271,283604334,54036902
478242654,691504898,288300143,54036902
469101406,680566004,288300143,54036902
478235916,691496932,281790835,54036902
458713125,668173207,281790835,54036902
455377099,664076505,281790835,54036902
458701118,668159689,283602305,54036902
478243658,691506072,283602305,54036902
455371261,664069293,281788048,54036902
455368769,664066261,281788048,54036902
478239147,691500760,281788048,54036902
458706950,668166304,281788048,54036902
458703543,668162462,283603616,54036902
478243269,691505631,283603616,54036902
478240878,691502772,292416181,54036902
478241453,691503449,281792697,54036902
455380483,664080586,281792697,54036902
458712426,668172419,281792697,54036902
478240347,691502161,292415940,54036902
478239545,691501216,281789906,54036902
455373179,664071612,281789906,54036902
486789941,701313136,295496151,54036902
455400389,664104451,281800665,54036902
478238619,691500142,281800665,54036902
455382188,664082678,281793505,54036902
478241770,691503822,281793505,54036902
478237677,691499047,281794303,54036902
455386494,664087829,281794303,54036902
487616583,702318418,295511053,7435452
487615389,702316961,295511053,7435452
487639908,702346151,295870081,7435452
399806580,595308957,249819935,2722259
404525850,601235304,249819935,2722259
513065218,733253082,249819935,2722259
404087461,600709296,249819935,2722259
404520796,601229239,249819935,2722259
398193029,593405717,249819935,2722259
397243513,592217404,249819935,2722259
402111998,598151020,249819935,2722259
398193226,593405944,249819935,2722259
397265768,592244306,249819935,2722259
398307573,593545222,249819935,2722259
402486686,598690872,249819935,2722259
516990667,738056063,270778658,2722259
446889435,654096159,270778658,2722259
510132811,729690697,270778658,2722259
451101939,659229868,270778658,2722259
449514986,657391532,270778658,2722259
510997806,730743652,270778658,2722259
513186968,733399073,270778658,2722259
510998467,730744434,270778658,2722259
522422726,744751079,270778658,2722259
511898493,731862171,270778658,2722259
517800453,739072340,259738665,2722259
427371354,630214855,259738665,2722259
515055172,735713335,259738665,2722259
516351583,737281848,259738665,2722259
514307531,734807956,283548256,2722259
516921766,737973625,283548256,2722259
521867065,744085387,283548256,2722259
512495423,732576322,267084139,2722259
443264815,649624367,267084139,2722259
442423917,648650816,267084139,2722259
516236540,737143762,267084139,2722259
471146568,682984652,283548022,2722259
516347967,737277551,283548022,2722259
514322474,734825910,283548022,2722259
516919031,737970186,283548022,2722259
513062958,733250315,283548022,2722259
507838188,726833187,270778238,2722259
510125345,729681422,270778238,2722259
506213591,724899130,270778238,2722259
513228215,733448638,270778238,2722259
506209397,724894172,270778238,2722259
446976630,654204792,270778238,2722259
510105602,729657004,270778238,2722259
506212716,724898085,270778238,2722259
506214774,724900537,270778238,2722259
510079712,729625451,270778238,2722259
506212897,724898299,270778238,2722259
506212321,724897596,270778238,2722259
506214621,724900357,270778238,2722259
446881428,654086346,270778238,2722259
510054427,729594218,270778238,2722259
510077316,729622528,270778238,2722259
510131899,729689549,270778238,2722259
510104665,729655860,270778238,2722259
510078486,729624003,270778238,2722259
451099299,659226780,270778238,2722259
510138911,729698249,270778238,2722259
510079173,729624810,270778238,2722259
516988925,738053884,270778238,2722259
510057091,729597457,270778238,2722259
514384119,734898419,257334154,2722259
513060714,733247560,279995295,2722259
513102367,733298843,279995295,2722259
521874268,744094089,279995295,2722259
513117785,733318574,279995295,2722259
513089546,733282236,279995295,2722259
516934444,737989014,279995295,2722259
513077774,733268017,279995295,2722259
513325989,733568113,279995295,2722259
513000267,733177534,279995295,2722259
513070383,733259157,279995295,2722259
513084883,733276475,279995295,2722259
513100711,733296734,279995295,2722259
513080892,733271787,279995295,2722259
407306468,604776877,255745202,2722259
407571247,605103563,255745202,2722259
408125009,605786801,255745202,2722259
407401898,604895305,255745202,2722259
408105961,605763043,255745202,2722259
403763510,600302582,255745202,2722259
410360774,608615350,255745202,2722259
410396941,608659581,255745202,2722259
406785281,604134302,255745202,2722259
514384214,734898540,255745202,2722259
406256175,603478587,256633524,2722259
413803527,612957012,256633524,2722259
415376683,614918129,256633524,2722259
509155238,728448560,256633524,2722259
457997459,667304782,256633524,2722259
414345293,613626693,259715014,2722259
418852874,619296196,259715014,2722259
509086287,728366138,259715014,2722259
418222616,618506552,259715014,2722259
420966958,622020839,259715014,2722259
419643437,620385496,259715014,2722259
419213216,619850603,259715014,2722259
516345075,737274099,279995085,2722259
513326833,733569129,279995085,2722259
471134918,682971733,279995085,2722259
516951685,738009591,279995085,2722259
512405831,732470440,267086285,2722259
433219683,637185604,267086285,2722259
436709462,641484964,267086285,2722259
515034612,735687734,262427854,2722259
518860614,740357555,261600209,2722259
514402778,734920581,261609176,2722259
523426455,745950516,261609176,2722259
426881751,629582418,261609176,2722259
517796897,739068016,261609176,2722259
421641117,622855044,264264416,2722259
508577154,727742921,264264416,2722259
418259162,618550828,263788005,2722259
511869012,731828083,274959352,2722259
