issue_id,merged_at
601235304,2020-07-05 17:47:01
737973625,2019-04-05 07:03:28
600302582,2020-01-07 21:02:47
737970186,2020-03-08 11:02:14
739072340,2020-01-25 06:19:45
738056063,2019-09-22 16:51:15
682971733,2019-10-07 22:31:24
605103563,2019-12-21 22:24:07
737989014,2019-04-23 09:53:19
604134302,2019-03-22 14:11:39
605786801,2020-05-18 07:24:44
739068016,2019-08-30 18:26:43
604776877,2019-03-17 10:24:44
738053884,2019-08-01 04:48:46
738009591,2020-01-21 06:59:41
734807956,2020-02-06 04:03:13
668173207,2019-05-29 00:00:17
732576322,2020-10-15 13:50:42
732470440,2019-01-04 20:38:13
737274099,2018-11-26 00:38:49
678034934,2020-09-22 06:24:20
734920581,2020-10-11 07:33:26
733569129,2019-09-16 13:51:01
691498590,2019-02-13 21:20:21
641484964,2019-08-03 16:31:47
733448638,2020-02-19 23:12:08
737143762,2020-04-13 10:34:20
677204748,2020-11-14 03:22:50
733568113,2019-11-27 20:53:19
733399073,2019-12-28 03:55:46
637185604,2019-03-25 18:10:40
649624367,2019-11-24 20:50:07
735713335,2020-08-08 13:01:04
731828083,2020-08-21 12:35:58
737277551,2019-05-18 02:19:41
734825910,2019-09-21 18:41:46
613626693,2020-09-15 14:21:50
622855044,2020-02-05 15:48:05
618506552,2020-01-25 19:02:38
691502772,2019-06-11 19:48:47
593545222,2020-10-02 05:54:02
620385496,2020-11-16 06:29:06
664104451,2019-01-08 10:20:25
664094723,2019-03-02 20:51:57
668172419,2019-12-09 01:04:18
735687734,2018-12-23 23:57:29
598151020,2019-07-31 17:18:23
593405944,2019-03-14 01:57:38
691505631,2019-04-26 04:13:46
691500760,2020-03-15 02:26:05
630214855,2019-05-14 20:08:12
648650816,2020-06-15 01:12:02
740357555,2019-08-16 02:09:37
701487122,2020-11-18 13:12:45
680564070,2019-01-19 01:46:56
603478587,2018-12-10 22:21:47
691499047,2020-01-12 11:39:12
622020839,2020-07-13 05:14:03
654204792,2020-11-04 15:13:40
664078614,2019-05-03 13:33:02
625272241,2020-05-07 10:24:57
728366138,2019-02-04 15:51:01
667304782,2019-08-13 18:53:09
691502161,2019-02-11 19:46:22
691501216,2019-04-13 16:05:11
664087829,2020-09-20 18:23:34
598690872,2020-03-28 01:52:47
600709296,2020-02-04 00:05:28
592244306,2019-11-11 21:57:16
668166304,2020-05-15 06:49:09
690506150,2019-05-25 19:49:52
701304119,2019-03-16 13:55:00
592217404,2019-03-18 20:51:34
701313136,2019-04-23 00:02:46
680566004,2019-03-11 02:17:31
654096159,2019-05-06 02:58:14
664080586,2020-09-23 17:41:14
625260610,2019-06-12 19:41:52
668162462,2020-04-19 03:02:03
629582418,2020-02-06 22:41:08
668167341,2020-02-27 21:26:11
690505271,2020-07-25 02:36:55
657391532,2020-05-03 13:49:38
659229868,2020-11-03 17:22:25
664076505,2018-12-24 11:55:52
691504898,2020-10-06 03:01:56
691497306,2019-06-16 08:06:02
691499711,2020-08-30 04:55:29
659226780,2019-12-11 22:29:45
727742921,2019-10-22 02:38:03
654086346,2020-01-19 04:22:56
691504581,2020-10-06 05:54:46
691496932,2018-12-03 12:16:07
614918129,2020-08-10 02:51:25
728448560,2019-01-18 11:15:35
618550828,2020-07-27 18:28:20
608659581,2020-05-09 05:40:30
664082678,2019-06-13 23:50:49
601229239,2019-12-23 04:58:04
619850603,2019-08-04 20:05:59
691503449,2019-05-26 04:26:48
668159689,2020-07-11 23:23:53
619296196,2019-04-17 15:18:05
593405717,2019-03-23 17:07:10
612957012,2019-11-09 20:10:51
691506072,2019-05-04 08:23:12
691500142,2020-04-03 09:28:16
664071612,2019-03-04 22:57:17
691503822,2020-02-23 04:08:54
668169714,2019-11-17 01:58:47
