pull_request_id,created_at,requested_id,removed
398307573,2019-12-14 02:07:16,54283769,f
423523914,2019-03-03 12:58:01,54283769,f
423514367,2020-10-20 22:56:23,10001014,f
423514367,2019-07-10 10:37:04,54283769,f
446976630,2020-02-29 10:27:40,54283769,f
420966958,2020-03-03 12:42:50,54283769,f
471134918,2020-06-19 20:23:45,54283769,f
408125009,2019-10-05 16:32:43,54283769,f
446889435,2020-11-15 02:33:59,54283769,f
407401898,2019-10-21 06:58:41,54283769,f
521867065,2020-11-10 15:31:56,54283769,f
408105961,2020-08-16 04:43:15,54283769,f
403763510,2019-05-31 08:54:10,54283769,f
451099299,2020-02-19 23:34:27,54283769,f
451101939,2019-11-09 01:09:49,54283769,f
406785281,2020-07-20 08:37:41,54283769,f
407571247,2019-07-20 09:08:43,54283769,f
407306468,2020-10-13 16:15:00,54283769,f
446881428,2019-05-02 04:43:36,54283769,f
512495423,2019-07-31 23:54:46,54283769,f
513326833,2020-01-02 02:46:15,54283769,f
513325989,2019-06-22 11:12:21,54283769,f
512405831,2020-11-10 14:07:24,54283769,f
513186968,2020-04-11 16:29:10,54283769,f
516345075,2020-05-11 09:58:03,54283769,f
516347967,2019-03-02 11:54:10,54283769,f
518860614,2020-07-10 08:20:54,65564846,f
514402778,2019-10-30 15:52:38,54283769,f
515055172,2020-04-16 17:14:16,54283769,f
514307531,2019-11-17 13:31:23,54283769,f
513228215,2020-01-12 20:32:57,54283769,f
516351583,2020-01-03 05:49:47,54283769,f
516236540,2020-02-07 04:30:39,54283769,f
514322474,2019-03-23 01:52:34,54283769,f
410396941,2019-11-22 07:49:49,10001014,f
436709462,2020-02-04 13:52:56,65564846,f
407306468,2019-04-14 10:09:20,54283769,f
410360774,2019-04-04 17:11:36,10001014,f
426881751,2019-01-11 10:17:31,10001014,f
427371354,2020-05-13 06:03:16,10001014,f
442423917,2020-05-10 01:54:37,65564846,f
