ad_group_id,ad_id,campaign_id,date,_fivetran_synced,campaign_budget_amount,campaign_budget_currency_code,campaign_budget_type,clicks,cost,impressions,advertised_asin,advertised_sku
421,77,2187,2022-07-12,2022-10-14 12:07:22.93,2000,USD,DAILY_BUDGET,25,42.5,18500,DEF456,
421,77,2187,2022-07-13,2022-10-14 12:07:22.961,2000,USD,DAILY_BUDGET,28,47.6,20100,DEF456,
421,77,2187,2022-08-16,2022-10-14 12:05:39.966,2000,USD,DAILY_BUDGET,8,13.6,4200,DEF456,
421,77,2187,2022-08-17,2022-10-14 11:39:04.433,2000,USD,DAILY_BUDGET,7,11.9,3800,DEF456,
421,77,2187,2022-08-19,2022-10-14 11:39:03.336,2000,USD,DAILY_BUDGET,5,8.5,3200,DEF456,
421,77,2187,2022-08-20,2022-10-14 11:39:03.648,2000,USD,DAILY_BUDGET,9,15.3,4500,DEF456,
421,77,2187,2022-08-24,2022-10-14 11:40:58.005,2000,USD,DAILY_BUDGET,11,18.7,5100,DEF456,
421,88,2187,2022-07-13,2022-10-14 12:07:22.961,2000,USD,DAILY_BUDGET,18,30.6,8200,GHI789,
421,88,2187,2022-07-15,2022-10-14 12:07:22.961,2000,USD,DAILY_BUDGET,15,25.5,7100,GHI789,
421,88,2187,2022-08-18,2022-10-14 11:39:04.433,2000,USD,DAILY_BUDGET,12,20.4,5800,GHI789,
421,88,2187,2022-08-22,2022-10-14 11:40:58.005,2000,USD,DAILY_BUDGET,14,23.8,6500,GHI789,
422,89,2187,2022-07-14,2022-10-14 12:07:22.961,2000,USD,DAILY_BUDGET,10,17,4800,JKL012,
422,89,2187,2022-07-20,2022-10-14 11:39:04.433,2000,USD,DAILY_BUDGET,13,22.1,5600,JKL012,
422,90,2187,2022-07-16,2022-10-14 12:07:22.961,2000,USD,DAILY_BUDGET,11,18.7,5100,MNO345,
422,90,2187,2022-07-22,2022-10-14 11:39:04.433,2000,USD,DAILY_BUDGET,14,23.8,5900,MNO345,
423,91,2187,2022-07-17,2022-10-14 12:07:22.961,2000,USD,DAILY_BUDGET,12,20.4,5300,PQR678,
423,91,2187,2022-07-23,2022-10-14 11:39:04.433,2000,USD,DAILY_BUDGET,15,25.5,6200,PQR678,
423,92,2187,2022-07-19,2022-10-14 12:07:22.961,2000,USD,DAILY_BUDGET,13,22.1,5700,STU901,
423,92,2187,2022-07-25,2022-10-14 11:39:04.433,2000,USD,DAILY_BUDGET,16,27.2,6600,STU901,
501,8108,5555,2022-11-20,2022-12-13 17:17:13.167,250,USD,DAILY_BUDGET,14,23.8,5100,ABC123,
501,8108,5555,2022-11-25,2022-12-13 17:17:13.167,250,USD,DAILY_BUDGET,17,28.9,6200,ABC123,
501,8108,5555,2022-12-01,2022-12-13 17:17:13.017,250,USD,DAILY_BUDGET,15,25.5,5600,ABC123,
501,8108,5555,2022-12-06,2022-12-13 17:17:13.017,250,USD,DAILY_BUDGET,19,32.3,6800,ABC123,
501,8108,5555,2022-12-10,2022-12-13 17:17:13.167,250,USD,DAILY_BUDGET,18,30.6,6500,ABC123,
502,8109,5555,2022-11-22,2022-12-13 17:17:13.167,250,USD,DAILY_BUDGET,13,22.1,4900,VWX234,
502,8109,5555,2022-11-28,2022-12-13 17:17:13.167,250,USD,DAILY_BUDGET,16,27.2,5700,VWX234,
502,8109,5555,2022-12-03,2022-12-13 17:17:13.017,250,USD,DAILY_BUDGET,14,23.8,5300,VWX234,
502,8110,5555,2022-11-24,2022-12-13 17:17:13.167,250,USD,DAILY_BUDGET,12,20.4,4700,YZA567,
502,8110,5555,2022-11-30,2022-12-13 17:17:13.167,250,USD,DAILY_BUDGET,15,25.5,5500,YZA567,
502,8110,5555,2022-12-05,2022-12-13 17:17:13.017,250,USD,DAILY_BUDGET,13,22.1,5100,YZA567,
503,8111,2188,2022-07-22,2022-10-14 12:07:22.961,1500,USD,DAILY_BUDGET,16,27.2,6100,BCD890,
503,8111,2188,2022-07-28,2022-10-14 11:39:04.433,1800,USD,DAILY_BUDGET,19,32.3,7200,BCD890,
503,8112,2188,2022-07-24,2022-10-14 12:07:22.961,1500,USD,DAILY_BUDGET,14,23.8,5700,EFG123,
503,8112,2188,2022-07-30,2022-10-14 11:39:04.433,1800,USD,DAILY_BUDGET,17,28.9,6800,EFG123,
504,8113,2188,2022-07-25,2022-10-14 12:07:22.961,1500,USD,DAILY_BUDGET,13,22.1,5400,HIJ456,
504,8113,2188,2022-08-01,2022-10-14 11:39:04.433,1800,USD,DAILY_BUDGET,16,27.2,6500,HIJ456,
504,8114,2188,2022-07-27,2022-10-14 12:07:22.961,1500,USD,DAILY_BUDGET,15,25.5,5900,KLM789,
504,8114,2188,2022-08-03,2022-10-14 11:39:04.433,1800,USD,DAILY_BUDGET,18,30.6,7000,KLM789,
