source_relation,date_day,account_name,account_id,country_code,profile_id,portfolio_name,portfolio_id,campaign_name,campaign_id,ad_group_name,ad_group_id,ad_id,serving_status,state,advertised_asin,advertised_sku,campaign_budget_amount,campaign_budget_currency_code,campaign_budget_type,cost,clicks,impressions,purchases_30_d,sales_30_d
"",2022-07-22,Palpatine,ENTITY31174,US,66,Rebellion,1139,Blue Leader,2188,Blue 1,503,8111,AD_STATUS_LIVE,enabled,BCD890,,1500,USD,DAILY_BUDGET,27.2,16,6100,,
"",2022-07-25,Palpatine,ENTITY31174,US,66,Rebellion,1139,Blue Leader,2188,Blue 2,504,8113,AD_STATUS_LIVE,enabled,HIJ456,,1500,USD,DAILY_BUDGET,22.1,13,5400,,
"",2022-07-23,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,91,AD_STATUS_LIVE,enabled,PQR678,,2000,USD,DAILY_BUDGET,25.5,15,6200,,
"",2022-07-17,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,91,AD_STATUS_LIVE,enabled,PQR678,,2000,USD,DAILY_BUDGET,20.4,12,5300,,
"",2022-07-27,Palpatine,ENTITY31174,US,66,Rebellion,1139,Blue Leader,2188,Blue 2,504,8114,AD_STATUS_LIVE,enabled,KLM789,,1500,USD,DAILY_BUDGET,25.5,15,5900,,
"",2022-11-24,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,8110,AD_STATUS_LIVE,enabled,YZA567,,250,USD,DAILY_BUDGET,20.4,12,4700,,
"",2022-11-25,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,8108,AD_STATUS_LIVE,enabled,ABC123,,250,USD,DAILY_BUDGET,28.9,17,6200,,
"",2022-08-01,Palpatine,ENTITY31174,US,66,Rebellion,1139,Blue Leader,2188,Blue 2,504,8113,AD_STATUS_LIVE,enabled,HIJ456,,1800,USD,DAILY_BUDGET,27.2,16,6500,,
"",2022-08-18,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,88,CAMPAIGN_PAUSED,enabled,GHI789,,2000,USD,DAILY_BUDGET,20.4,12,5800,,
"",2022-07-14,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,89,AD_STATUS_LIVE,enabled,JKL012,,2000,USD,DAILY_BUDGET,17,10,4800,,
"",2022-12-01,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,8108,AD_STATUS_LIVE,enabled,ABC123,,250,USD,DAILY_BUDGET,25.5,15,5600,,
"",2022-07-19,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,92,AD_STATUS_LIVE,enabled,STU901,,2000,USD,DAILY_BUDGET,22.1,13,5700,,
"",2022-07-22,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,90,AD_STATUS_LIVE,enabled,MNO345,,2000,USD,DAILY_BUDGET,23.8,14,5900,,
"",2022-11-22,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,8109,AD_STATUS_LIVE,enabled,VWX234,,250,USD,DAILY_BUDGET,22.1,13,4900,,
"",2022-12-06,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,8108,AD_STATUS_LIVE,enabled,ABC123,,250,USD,DAILY_BUDGET,32.3,19,6800,,
"",2022-08-16,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,77,CAMPAIGN_PAUSED,enabled,DEF456,,2000,USD,DAILY_BUDGET,13.6,8,4200,,
"",2022-08-24,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,77,CAMPAIGN_PAUSED,enabled,DEF456,,2000,USD,DAILY_BUDGET,18.7,11,5100,,
"",2022-07-25,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,92,AD_STATUS_LIVE,enabled,STU901,,2000,USD,DAILY_BUDGET,27.2,16,6600,,
"",2022-12-05,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,8110,AD_STATUS_LIVE,enabled,YZA567,,250,USD,DAILY_BUDGET,22.1,13,5100,,
"",2022-07-28,Palpatine,ENTITY31174,US,66,Rebellion,1139,Blue Leader,2188,Blue 1,503,8111,AD_STATUS_LIVE,enabled,BCD890,,1800,USD,DAILY_BUDGET,32.3,19,7200,,
"",2022-08-03,Palpatine,ENTITY31174,US,66,Rebellion,1139,Blue Leader,2188,Blue 2,504,8114,AD_STATUS_LIVE,enabled,KLM789,,1800,USD,DAILY_BUDGET,30.6,18,7000,,
"",2022-08-19,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,77,CAMPAIGN_PAUSED,enabled,DEF456,,2000,USD,DAILY_BUDGET,8.5,5,3200,,
"",2022-08-20,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,77,CAMPAIGN_PAUSED,enabled,DEF456,,2000,USD,DAILY_BUDGET,15.3,9,4500,,
