id,last_updated_date,_fivetran_synced,bidding_strategy,creation_date,budget,end_date,name,portfolio_id,profile_id,serving_status,start_date,state,targeting_type,budget_type,effective_budget
2187,2022-08-25 15:36:51.687000,2022-12-13 17:09:00.337,autoForSales,2022-07-11 22:38:16.327000,2000,,Gold Leader,1138,66,CAMPAIGN_PAUSED,2022-07-11,paused,manual,daily,
2187,2022-07-14 11:58:58.857000,2022-08-09 11:09:43.874,autoForSales,2022-07-11 22:38:16.327000,2000,,Gold Leader,1138,66,CAMPAIGN_PAUSED,2022-07-11,paused,manual,daily,
2187,2022-07-11 22:38:16.327000,2022-07-12 11:07:55.188,autoForSales,2022-07-11 22:38:16.327000,300,,Red Leader,1138,66,CAMPAIGN_STATUS_ENABLED,2022-07-11,enabled,manual,daily,
2187,2022-07-12 21:19:35.684000,2022-07-14 11:08:04.632,autoForSales,2022-07-11 22:38:16.327000,2000,,Gold Leader,1138,66,CAMPAIGN_STATUS_ENABLED,2022-07-11,enabled,manual,daily,
2187,2022-07-12 16:31:38.031000,2022-07-12 17:07:58.108,autoForSales,2022-07-11 22:38:16.327000,1000,,Gold Leader,1138,66,CAMPAIGN_STATUS_ENABLED,2022-07-11,enabled,manual,daily,
2187,2022-08-09 12:31:52.823000,2022-08-25 11:14:09.762,autoForSales,2022-07-11 22:38:16.327000,2000,,Gold Leader,1138,66,CAMPAIGN_STATUS_ENABLED,2022-07-11,enabled,manual,daily,
5555,2022-11-09 14:37:05.332000,2022-12-13 17:11:08.594,legacyForSales,2022-11-09 14:37:05.332000,250,,Millennium Falcon,1138,66,CAMPAIGN_STATUS_ENABLED,2022-11-09,enabled,manual,daily,
5555,2022-11-09 14:37:05.332000,2022-11-15 11:11:08.594,legacyForSales,2022-11-09 14:37:05.332000,300,,Millennium Falcon,1138,66,CAMPAIGN_STATUS_ENABLED,2022-11-09,enabled,manual,daily,
2188,2022-07-15 10:20:00.000000,2022-12-13 17:09:00.337,autoForSales,2022-07-15 10:20:00.000000,1500,,Blue Leader,1139,66,CAMPAIGN_STATUS_ENABLED,2022-07-15,enabled,manual,daily,
2188,2022-08-01 12:30:00.000000,2022-12-13 17:09:00.337,autoForSales,2022-07-15 10:20:00.000000,1800,,Blue Leader,1139,66,CAMPAIGN_STATUS_ENABLED,2022-07-15,enabled,manual,daily,
2189,2022-07-20 14:00:00.000000,2022-12-13 17:09:00.337,autoForSales,2022-07-20 14:00:00.000000,1200,,Green Squadron,1139,66,CAMPAIGN_STATUS_ENABLED,2022-07-20,enabled,auto,daily,
2190,2022-08-01 09:00:00.000000,2022-12-13 17:09:00.337,legacyForSales,2022-08-01 09:00:00.000000,2500,,Rogue One,1140,66,CAMPAIGN_STATUS_ENABLED,2022-08-01,enabled,manual,daily,
2191,2022-08-05 11:00:00.000000,2022-12-13 17:09:00.337,autoForSales,2022-08-05 11:00:00.000000,3000,,AT-AT Walker,1141,67,CAMPAIGN_STATUS_ENABLED,2022-08-05,enabled,manual,daily,
2192,2022-08-10 13:00:00.000000,2022-12-13 17:09:00.337,autoForSales,2022-08-10 13:00:00.000000,1800,,TIE Fighter,1141,67,CAMPAIGN_STATUS_ENABLED,2022-08-10,enabled,manual,daily,
2193,2022-08-12 15:00:00.000000,2022-12-13 17:09:00.337,legacyForSales,2022-08-12 15:00:00.000000,2200,,Star Destroyer,1142,67,CAMPAIGN_STATUS_ENABLED,2022-08-12,enabled,manual,daily,
2194,2022-08-15 10:00:00.000000,2022-12-13 17:09:00.337,autoForSales,2022-08-15 10:00:00.000000,1600,,Death Star,1143,68,CAMPAIGN_STATUS_ENABLED,2022-08-15,enabled,auto,daily,
2195,2022-08-18 12:00:00.000000,2022-12-13 17:09:00.337,legacyForSales,2022-08-18 12:00:00.000000,1900,,Lightsaber,1144,68,CAMPAIGN_STATUS_ENABLED,2022-08-18,enabled,manual,daily,
2196,2022-08-20 14:00:00.000000,2022-12-13 17:09:00.337,autoForSales,2022-08-20 14:00:00.000000,2100,,Force Powers,1145,69,CAMPAIGN_STATUS_ENABLED,2022-08-20,enabled,manual,daily,
2197,2022-08-22 16:00:00.000000,2022-12-13 17:09:00.337,autoForSales,2022-08-22 16:00:00.000000,1700,,Jedi Training,1146,69,CAMPAIGN_STATUS_ENABLED,2022-08-22,enabled,manual,daily,
2198,2022-08-25 11:00:00.000000,2022-12-13 17:09:00.337,legacyForSales,2022-08-25 11:00:00.000000,2800,,Clone Army,1147,70,CAMPAIGN_STATUS_ENABLED,2022-08-25,enabled,manual,daily,
