job__,bin__,total_est_fee,owner_type,initial_cost,fee_status,sign_dist_from_highway,pre_filing_date,sign_illumination,job_description,job_type,sign_height_curb,sign_non_conforming,sign_sq_footage,sign_projection,house__
321609559,3088276,120.0,2,3744,STANDARD,0,2017-09-14T00:00:00.000,Y,"ERECT ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NOT WITHIN VIEW/200' OF ARTERIAL HIGHWAY OR PUBLIC PARK OF 1/2 ACRE OR MORE.  NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,192, ,32,0,2800        
321503556,3179521,212.1,2,11400,STANDARD,0,2017-08-11T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN OCCUPANCY, USE OR EGRESS.",SG,240, ,76,3,1223        
123330378,1037555,100.0,2,2552,STANDARD,0,2017-10-12T00:00:00.000,,"NON ILLUMINATED NON ADVERTISING ACCESSORY SIGN. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",SG,179, ,58,2,685         
123347592,1022569,304.8,2,21000,STANDARD,0,2017-08-18T00:00:00.000,Y,"EXTERIOR SIGNAGE AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, OCCUPANCY AND EGRESS.",SG,120, ,124,73,1441        
421554053,4223565,100.0,3,1000,STANDARD,0,2017-09-14T00:00:00.000,,PROPOSE TO INSTALL SIGN ON EXISTING BUILDING. SIGN-TO GO FACING HILLSIDE AVE. ALL AS PER PLANS FILED HEREWITH. NO CHANGE IN USE EGRESS OR OCCUPANCY IS PROPOSED UNDER THIS APPLICATION.,SG,120, ,10,0,202-06      
421545929,4111794,100.0,3,1000,STANDARD,0,2017-08-28T00:00:00.000,Y,PROPOSE TO INSTALL SIGN ON EXISTING BUILDING FACING FRANCIS LEWIS BLVD AS PER PLANS FILED HEREWITH.  NO CHANGE IN EGRESS OCCUPANCY OR USE IS PROPOSED UNDER THIS APPLICATION.,SG,180, ,15,0,29-16       
421544029,4086903,150.3,2,5133,STANDARD,0,2017-08-24T00:00:00.000,,"INSTALLATION OF A NON ILLUMINATED SIGN WORDING 'GLENDALE GOURMET DELI INC HOT & COLD SANDWICHES' ON 64 PLACE. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,144, ,59,12,64-20       
321624266,3062364,100.0,2,375,STANDARD,0,2017-08-29T00:00:00.000,,"INSTALL NON-ILLUMINATED D/F ACCESSORY BUSINESS SIGN (BANNER) ON WALL. NO CHANGE TO USE, EGRESS, OR OCCUPANCY",SG,160, ,5,18,76          
123307484,1083718,1118.5,3,100000,STANDARD,0,2017-08-09T00:00:00.000,Y,"FILING FOR A EXTERIOR SIGN AS PER PLANS FILED HEREWITH. NO CHANGE IN EGRESS,USE OR OCCUPANCY UNDER THIS APPLICATION.",SG,325, ,959,0,701         
220591615,2011752,294.5,2,19500,STANDARD,0,2017-08-23T00:00:00.000,Y,"INSTALL ILLUMINATED ACCESSORY BUSINESS SIGN ON WALL. NO CHANGE IN USE, EGRESS, OR OCCUPANCY",SG,200, ,130,10,4660        
421546535,4307241,100.0,1,792,STANDARD,0,2017-08-29T00:00:00.000,,"ERECT A NON ILLUMINATED BUSINESS ACCESSORY SIGN ON EXTERIOR WALL. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,162, ,18,2,42-27       
421552171,4462612,150.3,3,5499,STANDARD,0,2017-09-06T00:00:00.000,Y,"ERECT AN ILLUMINATED BUSINESS ACCESSORY WALL SIGN. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",SG,144, ,47,0,80-00       
