person_id,r_ethnicity,telework_freq,no_bike_share_3,disability_follow_2,home_park_pay,school_scooter_park,tnc_purp,citi_bike_freq,remote_class_freq,work_mode_rail,r_telework_freq,disability_follow_4,school_county,age,ethnicity_5,carshare_freq,harassment_change_9,citi_bike_pay,education,ethnicity_2,harassment,no_bike_nyc_9,work_bike_park,race_997,r_kid_mode,work_mode_taxi,disability_follow_6,race_6,work_park_loc,kid_mode_rail,harassment_change_2,work_mode_scooter,home_park_amount,school_park_cost,no_freq_bike_nyc_2,school_mode_own,no_bike_nyc_4,no_freq_bike_nyc_997,employment,r_school_type,school_mode_auto,bike_purp_4,bike_freq,disability_follow_999,tnc_freq,work_park_cost,num_days_complete,phone_type,bike_stolen,industry,ethnicity_3,micromobility_devices_73
2201030601,5,996,995,995,0,995,4,995,995,30,996,995,,4,1,995,1,995,6,0,3,0,995,0,995,995,995,0,995,995,0,995,,995,995,995,1,995,2,995,995,995,996,995,5,995,7,995,995,8,0,0
2202933401,1,995,995,995,1,995,995,995,995,995,995,995,,10,0,995,995,995,7,0,4,0,995,0,995,995,995,0,995,995,995,995,101.0,995,995,995,0,995,5,995,995,995,996,995,995,995,7,1,995,995,0,0
2203285601,1,995,995,995,995,995,995,2,995,995,995,995,,10,0,995,995,1,6,0,4,995,995,0,995,995,995,0,995,995,995,995,,995,995,995,995,995,5,995,995,0,1,995,995,995,1,0,0,995,0,0
2206522701,1,1,1,995,995,995,995,1,995,995,1,995,,8,0,995,995,995,7,0,4,995,995,0,995,995,995,0,995,995,995,995,,995,0,995,995,0,1,995,995,0,6,995,995,995,1,1,0,8,0,0
2204413101,1,995,995,995,0,995,995,5,995,995,996,995,,6,0,995,995,1,7,0,4,995,8,0,995,995,995,0,995,995,995,995,,995,995,995,995,995,1,995,995,1,2,995,6,995,1,2,0,1,0,0
2204268101,1,995,995,995,995,995,4,2,995,995,1,995,,7,0,995,0,4,2,0,2,995,995,0,995,995,995,0,995,995,0,995,,995,995,995,995,995,3,995,995,0,4,995,3,995,6,995,1,4,0,0
2204482601,1,3,995,995,995,995,1,4,995,30,3,995,,5,0,995,1,1,6,0,1,995,995,0,995,995,995,0,995,995,1,995,,995,995,995,995,995,1,995,995,0,3,995,4,995,7,995,0,16,0,0
2204895001,1,3,0,995,0,995,1,6,995,30,3,995,,6,0,995,995,995,6,0,4,995,995,0,995,995,995,0,995,995,995,995,,995,1,995,995,0,1,995,995,0,6,995,5,995,1,2,0,15,0,0
2205701701,1,995,1,995,995,995,99,1,995,995,1,995,,5,0,995,0,995,6,0,3,995,995,0,995,995,995,0,995,995,0,995,,995,995,995,995,995,1,995,995,1,1,995,5,995,1,2,0,15,0,0
2201155501,999,995,995,995,0,995,995,995,995,995,996,995,,5,0,995,995,995,5,0,4,0,995,0,995,995,995,0,4,995,995,995,,995,995,995,0,995,1,995,995,995,996,995,995,995,1,2,995,16,0,0
2205404901,1,1,995,995,995,995,1,3,995,995,1,995,,5,0,995,1,2,6,0,1,995,997,0,995,995,995,0,995,995,0,995,,995,995,995,995,995,1,995,995,0,1,995,5,995,7,995,0,17,0,0
2203565501,999,995,995,995,1,995,995,995,995,995,996,995,,7,0,995,995,995,999,0,4,0,995,0,995,995,995,0,995,995,995,995,,995,995,995,0,995,1,995,995,995,996,995,995,995,7,2,995,8,0,0
2206074001,1,995,995,0,0,995,995,995,995,995,995,1,,10,0,995,995,995,6,0,4,1,995,0,995,995,0,0,995,995,995,995,,995,995,995,0,995,5,995,995,995,996,0,995,995,7,995,995,995,0,0
2204477101,5,995,995,995,995,995,2,995,995,995,996,995,,4,1,995,0,995,6,0,2,0,995,0,995,995,995,0,4,995,0,995,,995,995,995,0,995,1,995,995,995,996,995,2,998,2,995,995,15,0,0
2200395301,1,1,995,995,995,995,1,995,995,995,1,995,,5,0,995,1,995,6,0,1,0,995,0,995,995,995,0,995,995,0,995,,995,995,995,0,995,1,995,995,995,996,995,3,995,1,2,995,1,0,0
2203045401,1,995,995,995,995,995,995,995,995,995,995,995,,9,0,995,1,995,6,0,1,0,995,0,995,995,995,0,995,995,0,995,,995,995,995,0,995,5,995,995,995,996,995,6,995,1,2,995,995,0,0
2204605001,1,995,995,995,995,995,995,995,995,30,996,995,,8,0,995,995,995,7,0,4,0,995,1,995,995,995,0,995,995,995,995,,995,995,995,0,995,1,995,995,995,996,995,6,995,1,1,995,14,0,0
2200088901,1,3,995,995,995,995,995,995,995,30,3,995,,5,0,995,1,995,6,0,1,0,995,0,995,995,995,0,995,995,1,995,,995,995,995,1,995,1,995,995,995,996,995,6,995,1,2,995,4,0,0
2201569201,1,995,995,995,0,995,995,995,995,995,996,995,,8,0,995,995,995,3,0,4,0,995,0,995,995,995,0,4,995,995,995,,995,995,995,0,995,1,995,995,995,996,995,6,995,7,995,0,7,0,0
2206512601,1,995,995,995,995,995,995,995,995,995,995,995,,10,0,995,995,995,6,0,4,1,995,0,995,995,995,0,995,995,995,995,,995,995,995,0,995,5,995,995,995,996,995,995,995,1,1,995,995,0,0
2205045801,1,3,995,995,0,995,50,2,995,30,3,995,,6,0,995,995,2,7,0,4,995,995,0,995,995,995,0,995,995,995,995,,995,995,995,995,995,1,995,995,1,3,995,5,995,6,995,0,9,0,0
2201114901,3,995,995,0,995,995,1,995,995,995,995,0,,4,0,995,0,995,1,0,1,1,995,1,995,995,0,0,995,995,0,995,,995,995,995,0,995,5,995,995,995,996,0,3,995,5,995,995,995,1,0
2204824401,1,3,1,995,995,995,7,1,995,30,3,995,,6,0,995,0,995,6,0,2,995,995,0,995,995,995,0,995,995,0,995,,995,0,995,995,0,1,995,995,0,6,995,4,995,1,2,0,1,0,0
2205233801,1,995,995,995,995,995,1,995,995,995,995,995,,5,0,995,0,995,6,0,1,0,995,0,995,995,995,0,995,995,1,995,,995,995,995,0,995,6,995,995,995,996,995,3,995,7,995,995,995,0,0
2203109201,5,995,995,995,995,995,995,995,995,995,995,995,,4,1,995,995,995,6,0,4,0,995,0,995,995,995,0,995,995,995,995,,995,995,995,0,995,8,995,995,995,996,995,6,995,5,995,995,8,0,0
2201702901,1,995,995,995,995,995,5,995,995,995,996,995,,6,0,995,0,995,6,0,3,1,995,0,995,995,995,0,995,995,1,995,,995,995,995,0,995,1,995,995,995,996,995,3,995,7,2,995,997,0,0
2202636201,1,995,995,995,995,995,995,995,995,995,995,995,,10,0,995,995,995,7,0,4,0,995,0,995,995,995,0,995,995,995,995,,995,995,995,0,995,5,995,995,995,996,995,995,995,6,995,995,995,0,0
2204928801,1,995,995,995,0,995,995,4,995,995,1,995,,7,0,995,995,2,6,0,4,995,995,0,995,995,995,0,995,995,995,995,,995,995,995,995,995,1,995,995,0,4,995,6,995,7,995,0,8,0,0
2200556401,1,995,0,995,995,995,5,6,995,995,995,995,,5,0,995,1,995,6,0,3,995,995,0,995,995,995,0,995,995,1,995,,995,1,995,995,0,6,995,995,1,5,995,5,995,7,995,1,995,0,0
2205978001,6,995,995,995,995,995,995,995,995,995,996,995,,5,0,995,1,995,6,0,3,0,995,0,995,995,995,0,995,995,1,995,,995,995,995,0,995,1,995,995,995,996,995,995,995,7,995,995,10,0,0
2205340301,1,995,995,995,995,995,995,995,995,30,996,995,,5,0,995,1,995,7,0,3,0,995,0,995,995,995,0,995,995,0,995,,995,995,995,0,995,1,995,995,995,996,995,6,995,6,995,0,14,0,0
2204474001,6,995,995,995,995,995,2,4,4,30,996,995,36047.0,5,0,995,1,1,7,0,3,995,995,0,995,995,995,0,995,995,1,995,,995,0,995,995,1,1,6,995,0,6,995,5,995,7,2,0,7,0,0
2202105501,5,995,995,995,995,995,995,995,996,995,995,995,36005.0,4,1,995,995,995,1,0,4,0,995,1,995,995,995,0,995,995,995,995,,995,995,995,0,995,6,2,995,995,996,995,995,995,7,995,995,995,0,0
2202768501,3,995,995,995,995,995,995,995,995,995,995,995,,9,0,995,995,995,6,0,4,0,995,1,995,995,995,0,995,995,995,995,,995,995,995,0,995,5,995,995,995,996,995,6,995,7,995,995,995,1,0
2202929401,1,995,995,995,995,995,995,995,995,30,996,995,,6,0,6,1,995,7,0,1,0,995,0,995,995,995,0,995,995,0,995,,995,995,995,1,995,1,995,995,995,996,995,6,995,7,995,995,7,0,0
2200564801,1,995,995,995,0,995,2,995,995,995,996,995,,7,0,995,995,995,3,0,4,0,995,0,995,49,995,0,995,995,995,995,,995,995,995,0,995,3,995,995,995,996,995,1,995,7,1,995,12,0,0
2202776501,1,995,995,995,0,995,995,5,995,995,996,995,,8,0,995,0,1,7,0,2,995,997,0,995,995,995,0,995,995,0,995,,995,995,995,995,995,1,995,995,1,1,995,995,995,6,995,0,15,0,0
2203043701,1,996,995,995,0,995,1,995,996,995,996,995,36061.0,5,0,995,1,995,6,0,1,0,995,0,995,995,995,0,995,995,1,995,,995,995,995,0,995,1,6,995,995,996,995,5,995,6,995,995,7,0,0
2202126801,1,3,995,995,0,995,1,2,995,30,3,995,,6,0,6,1,2,7,0,1,995,995,0,995,995,995,0,995,995,0,995,,995,0,995,995,0,1,995,995,0,6,995,4,995,7,995,0,15,0,0
2206658901,1,995,995,995,1,995,995,4,995,30,996,995,,6,0,995,1,1,7,0,3,995,995,0,995,995,995,0,995,995,1,995,200.0,995,0,995,995,0,1,995,995,1,6,995,6,995,1,1,0,14,0,0
