account_id,name,class,_fivetran_synced,code-type
3e2f5871-9eca-46a6-899a-4417043ab5ae,Business American Express,ASSET,2021-01-31 19:13:19.638 UTC,110-BANK
ee053c0a-ebdc-4d02-bb9c-b58baef1b572,BMO Business,ASSET,2021-01-31 19:13:19.640 UTC,433-BANK
4ff74dc8-82ac-42ad-8a65-0582792fa195,Computer Hardware,ASSET,2021-01-31 19:13:19.642 UTC,310-FIXED
2de52e27-a979-4725-ab95-ea606288e4bd,Computer Hardware -Accumulated,ASSET,2021-01-31 19:13:19.643 UTC,200-FIXED
57f1a37e-2981-433c-b2e9-779744f10b0e,Furniture & Fixtures,ASSET,2021-01-31 19:13:19.643 UTC,260-FIXED
e350c254-d177-433f-b630-53b71cf54edf,Furniture & Fixtures - Accumulated,ASSET,2021-01-31 19:13:19.644 UTC,493-FIXED
eed98927-e2d7-4cba-9807-ba8de99521f1,Computer Equipment,ASSET,2021-01-31 19:13:19.667 UTC,441-FIXED
528c3dbb-2867-4fbf-ab80-bf2e2022c248,Office Equipment,ASSET,2021-01-31 19:13:19.666 UTC,410-FIXED
faf9f2b1-9b35-4897-8b95-19c27bdc1117,Less Accumulated Depreciation on Computer Equipment,ASSET,2021-01-31 19:13:19.667 UTC,412-FIXED
cd92a9b8-6816-464d-b938-727648a3f705,Less Accumulated Depreciation on Office Equipment,ASSET,2021-01-31 19:13:19.667 UTC,420-FIXED
bc5948ad-72b7-4e3e-b66b-faefe4f86bfa,Dividends Declared/Paid,EQUITY,2021-01-31 19:13:19.641 UTC,1005-EQUITY
ba62dd51-182a-403c-83c2-2030354f486f,Retained Earnings,EQUITY,2021-01-31 19:13:19.673 UTC,960-EQUITY
5c88f9a4-3e6c-443f-84e4-14dd7d5fc504,Owner A Share Capital,EQUITY,2021-01-31 19:13:19.673 UTC,970-EQUITY
c5960fa0-020e-490b-92a0-58fc98643beb,Wealthsimple Investments,ASSET,2021-03-18 12:00:18.724 UTC,640-CURRENT
2ca1e602-978e-4829-ae97-7a7440c8627c,Prepayments,ASSET,2021-01-31 19:13:19.665 UTC,620-CURRENT
b0860737-6dae-4403-8bc7-bfaa8a61a141,Accounts Receivable,ASSET,2021-01-31 19:13:19.665 UTC,610-CURRENT
3db43c72-000d-494e-8b64-a9e1d0dc50c6,Freight & Courier,EXPENSE,2021-01-31 19:13:19.651 UTC,425-EXPENSE
63b94eb1-911a-44a1-8d8b-efbae1e503f1,Advertising,EXPENSE,2021-01-31 19:13:19.647 UTC,400-EXPENSE
a7b81565-ae3b-48ef-8961-b929a701538a,Amortization,EXPENSE,2021-01-31 19:13:19.651 UTC,422-EXPENSE
d458d8e1-e5ac-4d74-8c3d-966c7c45c866,General Expenses,EXPENSE,2021-01-31 19:13:19.652 UTC,429-EXPENSE
