section_id,task_id,_fivetran_synced
1140999307427051,1138074657603006,2021-02-04 02:24:35
1140999307427051,1138074657605006,2021-02-04 02:24:35
1140999307427051,1138074657606006,2021-02-04 02:24:35
1140999307926262,1138074657607006,2021-02-04 02:24:35
1140999428608188,1138074657612006,2021-02-04 02:24:35
1140999424217513,1138074657613006,2021-02-04 02:24:35
1140999422113332,1138074657620006,2021-02-04 02:24:35
1140999307201834,1138074657622006,2021-02-04 02:24:35
1140999307201834,1138074657623006,2021-02-04 02:24:35
1140999422113332,1138074657624006,2021-02-04 02:24:35
1140999307201834,1138074657625006,2021-02-04 02:24:35
1140999307926262,1138074657628006,2021-02-04 02:24:35
1140999305179192,1138074657631006,2021-02-04 02:24:35
1140999422113332,1138074657632006,2021-02-04 02:24:35
1140999307646897,1138074657633006,2021-02-04 02:24:35
1140999307427051,1138074657634006,2021-02-04 02:24:35
1140999422113332,1138074657635006,2021-02-04 02:24:35
1140999305179192,1138074657636006,2021-02-04 02:24:35
1140999307427051,1138074657637006,2021-02-04 02:24:35
1140999306720518,1138074657638006,2021-02-04 02:24:35
1140999424217513,1138074657639006,2021-02-04 02:24:35
1140999307427051,1138074657642006,2021-02-04 02:24:35
1140999423455392,1138074657643006,2021-02-04 02:24:35
1140999307926262,1138074657644006,2021-02-04 02:24:35
1140999427143974,1138074657645006,2021-02-04 02:24:35
1140999427143974,1138074657646006,2021-02-04 02:24:35
1140999307201834,1138074657648006,2021-02-04 02:24:35
1140999428608188,1138074657649006,2021-02-04 02:24:35
1140999307926262,1138074657650006,2021-02-04 02:24:35
1140999422113332,1138074657651006,2021-02-04 02:24:35
1140999428608188,1138074657652006,2021-02-04 02:24:35
1140999427143974,1138074657653006,2021-02-04 02:24:35
1140999307201834,1138074657655006,2021-02-04 02:24:35
1140999427143974,1138074657657006,2021-02-04 02:24:35
1140999307201834,1138074657659006,2021-02-04 02:24:35
1140999307646896,1138074657661006,2021-02-04 02:24:35
1140999305179192,1138074657662006,2021-02-04 02:24:35
1140999423455392,1138074657663006,2021-02-04 02:24:35
1140999307926262,1138074657664006,2021-02-04 02:24:35
1140999428608188,1138074657665006,2021-02-04 02:24:35
1140999423455392,1138074657668006,2021-02-04 02:24:35
