ad_id,date,impressions,spend,swipes,conversion_purchases_value,conversion_add_billing,conversion_add_cart,conversion_app_opens,conversion_level_completes,conversion_page_views,conversion_purchases,conversion_save,conversion_searches,conversion_sign_ups,conversion_start_checkout,conversion_view_content
a225b31a-157b-4948-a66f-487a9abc03f2,2021-03-31 11:00:00,42,1353,1,0.01,1,1,1,1,2,1,1,1,1,1,1
bd69a443-36f6-490f-a0a6-9ee6d2fe41b5,2021-04-01 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e710498d-b8aa-49e8-89d2-583a5cab085a,2021-03-31 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0eff8246-5024-49a2-a0b0-dbf9491d4e07,2021-03-31 07:00:00,43,441359,1,0,0,0,0,0,0,0,0,0,0,0,0
af1f12d5-59fd-4b79-95a4-a7d0827bdb3f,2021-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1f7bffec-a31d-4a65-8944-4eb13218a8ef,2021-03-30 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0eff8246-5024-49a2-a0b0-dbf9491d4e07,2021-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f7e6fc2f-c171-4de8-ab8e-56d5104218ab,2021-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504b8515-0a3e-4473-a0b4-44a449fd6902,2021-03-31 08:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0eff8246-5024-49a2-a0b0-dbf9491d4e07,2021-03-31 09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b33d3124-2195-4aa3-9b78-5b689f154676,2021-03-31 19:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af1f12d5-59fd-4b79-95a4-a7d0827bdb3f,2021-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504b8515-0a3e-4473-a0b4-44a449fd6902,2021-03-31 22:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
af1f12d5-59fd-4b79-95a4-a7d0827bdb3f,2021-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576f072-7d5d-4b23-a607-7263ee1b1bde,2021-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653de295-a2ab-46b8-84c0-e1e529be7963,2021-03-31 14:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a8e2757-a1b3-4e1a-99fe-a902217d44ba,2021-03-31 07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654f9dfc-cc8f-43c8-bd1b-b9aa88d16bb8,2021-03-31 06:00:00,67,820650,0,0,0,0,0,0,0,0,0,0,0,0,0
e20071eb-8e7f-44eb-9114-66a45f5f30f2,2021-03-31 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0eff8246-5024-49a2-a0b0-dbf9491d4e07,2021-03-31 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e20071eb-8e7f-44eb-9114-66a45f5f30f2,2021-04-01 05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576f072-7d5d-4b23-a607-7263ee1b1bde,2021-03-30 10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1f7bffec-a31d-4a65-8944-4eb13218a8ef,2021-03-30 17:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e710498d-b8aa-49e8-89d2-583a5cab085a,2021-03-31 18:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e20071eb-8e7f-44eb-9114-66a45f5f30f2,2021-04-01 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576f072-7d5d-4b23-a607-7263ee1b1bde,2021-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1f7bffec-a31d-4a65-8944-4eb13218a8ef,2021-03-31 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a8e2757-a1b3-4e1a-99fe-a902217d44ba,2021-03-31 16:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a17b8593-314a-4988-9046-477129372936,2021-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654f9dfc-cc8f-43c8-bd1b-b9aa88d16bb8,2021-03-31 21:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654f9dfc-cc8f-43c8-bd1b-b9aa88d16bb8,2021-03-31 20:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
