source_relation,_fivetran_synced,is_adult_product,asin,is_autographed,brand,classification_id,color,contributors,display_name,item_classification,item_name,manufacturer,marketplace_id,is_memorabilia,model_number,package_quantity,part_number,release_date,size,style,is_trade_in_eligible,website_display_group,website_display_group_name
amazon_selling_partner.public,2024-04-12 06:55:44,t,B0E7STG6605,f,Waystar Royco,100534784,Gold,,product_1,BASE_PRODUCT,flatscreen TV,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534784,1,GHP-BGGF-100534784,2024-07-11,Gifting Sizing Kit,Brutalist,f,amazon.com/GHP-BGGF-100534784,Stuff
amazon_selling_partner.public,2024-07-11 07:45:16,t,B0E7STG6684,f,Waystar Royco,100534785,Tan,,product_1,OTHER,massage chair,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534785,1,GHP-BGGF-100534785,2024-07-11,Sizing Kit,Minimalist,f,amazon.com/GHP-BGGF-100534785,Stuff
amazon_selling_partner.public,2024-02-08 06:24:11,t,B0E7STG4721,f,Waystar Royco,100534786,Charteuse,,product_1,PRODUCT_BUNDLE,jacket,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534786,1,GHP-BGGF-100534786,2024-07-11,1,Maximilist,f,amazon.com/GHP-BGGF-100534786,Stuff
amazon_selling_partner.public,2024-07-31 11:21:12,t,B0E7STG7286,f,Waystar Royco,100534787,ginger,,product_1,VARIATION_PARENT,cable subscription,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534787,1,GHP-BGGF-100534787,2024-07-11,2,Postmodern,f,amazon.com/GHP-BGGF-100534787,Stuff
amazon_selling_partner.public,2024-01-27 16:13:49,t,B0E7STG6845,f,Waystar Royco,100534788,cerulean,,product_1,BASE_PRODUCT,laptop,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534788,1,GHP-BGGF-100534788,2024-07-11,3,Elegant,f,amazon.com/GHP-BGGF-100534788,Stuff
amazon_selling_partner.public,2025-01-19 09:21:28,t,B0E7STG9922,f,Waystar Royco,100534789,oxblood,,product_1,OTHER,banker's lamp,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534789,1,GHP-BGGF-100534789,2024-07-11,4,Modern,f,amazon.com/GHP-BGGF-100534789,Stuff
amazon_selling_partner.public,2024-09-24 01:51:33,t,B0E7STG1865,f,Waystar Royco,100534790,banana,,product_1,PRODUCT_BUNDLE,standing desk,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534790,1,GHP-BGGF-100534790,2024-07-11,5,"Modern, Elegant",f,amazon.com/GHP-BGGF-100534790,Stuff
amazon_selling_partner.public,2024-12-29 02:34:50,t,B0E7STG4397,f,Waystar Royco,100534791,salmon,,product_1,VARIATION_PARENT,water bottle,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534791,1,GHP-BGGF-100534791,2024-07-11,6,Heritage,f,amazon.com/GHP-BGGF-100534791,Stuff
amazon_selling_partner.public,2024-09-26 06:32:51,t,B0E7STG6340,f,Waystar Royco,100534792,olive,,product_1,BASE_PRODUCT,iphone 16s,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534792,1,GHP-BGGF-100534792,2024-07-11,7,Traditional,f,amazon.com/GHP-BGGF-100534792,Stuff
amazon_selling_partner.public,2024-05-16 21:05:57,t,B0E7STG1461,f,Waystar Royco,100534793,merlot,,product_1,OTHER,golden doodle puppy,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534793,1,GHP-BGGF-100534793,2024-07-11,8,Horizon,f,amazon.com/GHP-BGGF-100534793,Stuff
amazon_selling_partner.public,2024-07-28 14:39:31,t,B0E7STG1446,f,Waystar Royco,100534794,puce,,product_1,PRODUCT_BUNDLE,flatscreen TV,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534794,1,GHP-BGGF-100534794,2024-07-11,8,Vertical,f,amazon.com/GHP-BGGF-100534794,Stuff
amazon_selling_partner.public,2025-01-07 08:17:22,t,B0E7STG5396,f,Waystar Royco,100534795,falu,,product_1,VARIATION_PARENT,massage chair,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534795,1,GHP-BGGF-100534795,2024-07-11,9,Ugly,f,amazon.com/GHP-BGGF-100534795,Stuff
amazon_selling_partner.public,2025-01-08 18:35:37,t,B0E7STG3434,f,Waystar Royco,100534796,smaragdine,,product_1,BASE_PRODUCT,jacket,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534796,1,GHP-BGGF-100534796,2024-07-11,10,Sleek,f,amazon.com/GHP-BGGF-100534796,Stuff
amazon_selling_partner.public,2024-09-05 20:08:07,t,B0E7STG5263,f,Waystar Royco,100534797,xanadu,,product_1,OTHER,cable subscription,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534797,1,GHP-BGGF-100534797,2024-07-11,11,"Cool, Sleek",f,amazon.com/GHP-BGGF-100534797,Stuff
amazon_selling_partner.public,2024-11-22 03:20:38,t,B0E7STG5688,f,Waystar Royco,100534798,taupe,,product_5,PRODUCT_BUNDLE,laptop,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534798,1,GHP-BGGF-100534798,2024-07-11,12,Awful,f,amazon.com/GHP-BGGF-100534798,Stuff
amazon_selling_partner.public,2024-07-24 01:40:40,t,B0E7STG7997,f,Waystar Royco,100534799,amaranth,,product_5,VARIATION_PARENT,banker's lamp,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534799,1,GHP-BGGF-100534799,2024-07-11,13,Smelly,f,amazon.com/GHP-BGGF-100534799,Stuff
amazon_selling_partner.public,2024-03-05 02:17:25,t,B0E7STG6585,f,Waystar Royco,100534800,vermillion,,product_5,BASE_PRODUCT,standing desk,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534800,1,GHP-BGGF-100534800,2024-07-11,14,Nice,f,amazon.com/GHP-BGGF-100534800,Stuff
amazon_selling_partner.public,2024-12-10 17:41:12,t,B0E7STG2159,f,Waystar Royco,100534801,white,,product_5,OTHER,water bottle,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534801,1,GHP-BGGF-100534801,2024-07-11,15,Brutalist,f,amazon.com/GHP-BGGF-100534801,Stuff
amazon_selling_partner.public,2025-01-03 05:20:51,t,B0E7STG5684,f,Waystar Royco,100534802,periwinkle,,product_5,PRODUCT_BUNDLE,iphone 16s,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534802,1,GHP-BGGF-100534802,2024-07-11,16,Minimalist,f,amazon.com/GHP-BGGF-100534802,Stuff
amazon_selling_partner.public,2024-10-11 00:58:35,t,B0E7STG6114,f,Waystar Royco,100534803,burnt orange,,product_5,VARIATION_PARENT,golden doodle puppy,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534803,1,GHP-BGGF-100534803,2024-07-11,17,Maximilist,f,amazon.com/GHP-BGGF-100534803,Stuff
amazon_selling_partner.public,2024-02-21 23:11:58,t,B0E7STG6075,f,Waystar Royco,100534804,purple,,product_5,BASE_PRODUCT,flatscreen TV,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534804,1,GHP-BGGF-100534804,2024-07-11,32,Postmodern,f,amazon.com/GHP-BGGF-100534804,Stuff
amazon_selling_partner.public,2024-05-21 13:25:55,t,B0E7STG7881,f,Waystar Royco,100534805,violet,,product_5,OTHER,massage chair,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534805,1,GHP-BGGF-100534805,2024-07-11,33,Elegant,f,amazon.com/GHP-BGGF-100534805,Stuff
amazon_selling_partner.public,2024-11-26 15:25:26,f,B0E7STG8292,f,Waystar Royco,100534806,blue,,product_5,PRODUCT_BUNDLE,jacket,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534806,1,GHP-BGGF-100534806,2024-07-11,Gifting Sizing Kit,Modern,f,amazon.com/GHP-BGGF-100534806,Stuff
amazon_selling_partner.public,2024-03-13 07:24:00,f,B0E7STG8471,f,Waystar Royco,100534807,turquoise,,product_5,VARIATION_PARENT,cable subscription,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534807,1,GHP-BGGF-100534807,2024-07-11,Sizing Kit,"Modern, Elegant",f,amazon.com/GHP-BGGF-100534807,Stuff
amazon_selling_partner.public,2024-11-30 01:09:45,f,B0E7STG9249,f,Waystar Royco,100534808,green,,product_5,BASE_PRODUCT,laptop,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534808,1,GHP-BGGF-100534808,2024-07-11,1,Heritage,f,amazon.com/GHP-BGGF-100534808,Stuff
amazon_selling_partner.public,2024-05-06 21:35:05,f,B0E7STG4870,f,Waystar Royco,100534809,yellow,,product_5,OTHER,banker's lamp,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534809,1,GHP-BGGF-100534809,2024-07-11,2,Traditional,f,amazon.com/GHP-BGGF-100534809,Stuff
amazon_selling_partner.public,2024-03-28 19:37:20,f,B0E7STG6228,f,Waystar Royco,100534810,beige,,product_5,PRODUCT_BUNDLE,standing desk,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534810,1,GHP-BGGF-100534810,2024-07-11,3,Horizon,f,amazon.com/GHP-BGGF-100534810,Stuff
amazon_selling_partner.public,2024-11-29 18:49:00,f,B0E7STG3370,f,Waystar Royco,100534811,brown,,product_1,VARIATION_PARENT,water bottle,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534811,1,GHP-BGGF-100534811,2024-07-11,4,Vertical,f,amazon.com/GHP-BGGF-100534811,Stuff
amazon_selling_partner.public,2024-07-24 01:56:30,f,B0E7STG6880,f,Waystar Royco,100534812,black,,product_1,BASE_PRODUCT,iphone 16s,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534812,1,GHP-BGGF-100534812,2024-07-11,5,Ugly,f,amazon.com/GHP-BGGF-100534812,Stuff
amazon_selling_partner.public,2025-01-23 09:51:48,f,B0E7STG6108,f,Waystar Royco,100534813,orange,,product_1,OTHER,golden doodle puppy,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534813,1,GHP-BGGF-100534813,2024-07-11,6,Sleek,f,amazon.com/GHP-BGGF-100534813,Stuff
amazon_selling_partner.public,2024-07-17 03:53:32,f,B0E7STG3881,f,Waystar Royco,100534814,topaz,,product_1,PRODUCT_BUNDLE,flatscreen TV,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534814,1,GHP-BGGF-100534814,2024-07-11,7,"Cool, Sleek",f,amazon.com/GHP-BGGF-100534814,Stuff
amazon_selling_partner.public,2024-05-28 06:18:32,f,B0E7STG6463,f,Waystar Royco,100534815,pearl,,product_1,VARIATION_PARENT,massage chair,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534815,1,GHP-BGGF-100534815,2024-07-11,8,Awful,t,amazon.com/GHP-BGGF-100534815,Stuff
amazon_selling_partner.public,2024-02-26 09:55:37,f,B0E7STG1307,f,Waystar Royco,100534816,teal,,product_1,BASE_PRODUCT,jacket,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534816,1,GHP-BGGF-100534816,2024-07-11,8,Smelly,t,amazon.com/GHP-BGGF-100534816,Stuff
amazon_selling_partner.public,2024-03-20 22:27:43,f,B0E2STG2962,f,Waystar Royco,100534817,sage,,product_1,OTHER,cable subscription,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534817,1,GHP-BGGF-100534817,2024-07-11,9,Nice,t,amazon.com/GHP-BGGF-100534817,Stuff
amazon_selling_partner.public,2024-07-31 00:34:22,f,B0E7STG4686,f,Waystar Royco,100534818,peach,,product_1,PRODUCT_BUNDLE,laptop,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534818,1,GHP-BGGF-100534818,2024-07-11,10,Brutalist,t,amazon.com/GHP-BGGF-100534818,Stuff
amazon_selling_partner.public,2024-04-03 06:52:49,f,B0E7STG7897,f,Waystar Royco,100534819,indigo,,product_1,VARIATION_PARENT,banker's lamp,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534819,1,GHP-BGGF-100534819,2024-07-11,11,Minimalist,t,amazon.com/GHP-BGGF-100534819,Stuff
amazon_selling_partner.public,2024-02-13 00:20:27,f,B0E7STG1150,f,Waystar Royco,100534820,navy blue,,product_1,BASE_PRODUCT,standing desk,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534820,1,GHP-BGGF-100534820,2024-07-11,12,Maximilist,t,amazon.com/GHP-BGGF-100534820,Stuff
amazon_selling_partner.public,2024-08-01 08:02:17,f,B0E7STG4612,f,Waystar Royco,100534821,royal blue,,product_2,OTHER,water bottle,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534821,1,GHP-BGGF-100534821,2024-07-11,13,Postmodern,t,amazon.com/GHP-BGGF-100534821,Stuff
amazon_selling_partner.public,2024-05-02 01:04:13,f,B0E7STG1246,f,Waystar Royco,100534822,pink,,product_2,PRODUCT_BUNDLE,iphone 16s,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534822,1,GHP-BGGF-100534822,2024-07-11,14,Elegant,t,amazon.com/GHP-BGGF-100534822,Stuff
amazon_selling_partner.public,2024-03-09 07:23:00,f,B0E7STG5474,f,Waystar Royco,100534823,baby blue,,product_2,VARIATION_PARENT,golden doodle puppy,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534823,1,GHP-BGGF-100534823,2024-07-11,15,Modern,t,amazon.com/GHP-BGGF-100534823,Stuff
amazon_selling_partner.public,2024-01-31 07:49:07,f,B0E7STG6072,f,Waystar Royco,100534824,rose,,product_2,BASE_PRODUCT,flatscreen TV,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534824,1,GHP-BGGF-100534824,2024-07-11,16,"Modern, Elegant",t,amazon.com/GHP-BGGF-100534824,Stuff
amazon_selling_partner.public,2024-12-05 23:01:44,f,B0E7STG4480,f,Waystar Royco,100534825,grey,,product_2,OTHER,massage chair,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534825,1,GHP-BGGF-100534825,2024-07-11,17,Heritage,t,amazon.com/GHP-BGGF-100534825,Stuff
amazon_selling_partner.public,2024-10-18 22:19:49,f,B0E7STG5204,f,Waystar Royco,100534826,citrine,,product_2,PRODUCT_BUNDLE,jacket,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534826,1,GHP-BGGF-100534826,2024-07-11,32,Traditional,t,amazon.com/GHP-BGGF-100534826,Stuff
amazon_selling_partner.public,2024-07-25 17:04:54,f,B0E7STG2857,f,Waystar Royco,100534827,coral,,product_2,VARIATION_PARENT,cable subscription,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534827,1,GHP-BGGF-100534827,2024-07-11,33,Horizon,t,amazon.com/GHP-BGGF-100534827,Stuff
amazon_selling_partner.public,2024-03-03 14:09:31,f,B0E7STG5913,f,Waystar Royco,100534828,brick,,product_2,BASE_PRODUCT,laptop,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534828,1,GHP-BGGF-100534828,2024-07-11,Gifting Sizing Kit,Vertical,t,amazon.com/GHP-BGGF-100534828,Stuff
amazon_selling_partner.public,2024-04-05 11:04:32,f,B0E7STG6775,f,Waystar Royco,100534829,magenta,,product_2,OTHER,banker's lamp,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534829,1,GHP-BGGF-100534829,2024-07-11,Sizing Kit,Ugly,t,amazon.com/GHP-BGGF-100534829,Stuff
amazon_selling_partner.public,2024-07-31 17:11:57,f,B0E7STG7251,f,Waystar Royco,100534830,garnet,,product_2,PRODUCT_BUNDLE,standing desk,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534830,1,GHP-BGGF-100534830,2024-07-11,1,Sleek,t,amazon.com/GHP-BGGF-100534830,Stuff
amazon_selling_partner.public,2024-08-30 16:31:46,f,B0E7STG3615,f,Waystar Royco,100534831,ruby,,product_2,VARIATION_PARENT,water bottle,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534831,1,GHP-BGGF-100534831,2024-07-11,2,"Cool, Sleek",t,amazon.com/GHP-BGGF-100534831,Stuff
amazon_selling_partner.public,2024-09-21 18:43:49,f,B0E7STG6802,f,Waystar Royco,100534832,raspberry,,product_2,BASE_PRODUCT,iphone 16s,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534832,1,GHP-BGGF-100534832,2024-07-11,3,Awful,t,amazon.com/GHP-BGGF-100534832,Stuff
amazon_selling_partner.public,2024-06-12 03:06:36,f,B0E7STG8958,f,Waystar Royco,100534833,goldenrod,,product_2,OTHER,golden doodle puppy,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534833,1,GHP-BGGF-100534833,2024-07-11,4,Smelly,t,amazon.com/GHP-BGGF-100534833,Stuff
amazon_selling_partner.public,2024-04-01 23:26:24,f,B0E7STG1102,f,Waystar Royco,100534834,saffron,,product_2,PRODUCT_BUNDLE,flatscreen TV,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534834,1,GHP-BGGF-100534834,2024-07-11,5,Nice,t,amazon.com/GHP-BGGF-100534834,Stuff
amazon_selling_partner.public,2024-03-28 23:56:54,f,B0E7STG9465,f,Waystar Royco,100534835,copper,,product_2,VARIATION_PARENT,massage chair,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534835,1,GHP-BGGF-100534835,2024-07-11,6,Brutalist,t,amazon.com/GHP-BGGF-100534835,Stuff
amazon_selling_partner.public,2024-07-08 05:59:48,f,B0E7STG3945,f,Waystar Royco,100534836,silver,,product_2,BASE_PRODUCT,jacket,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534836,1,GHP-BGGF-100534836,2024-07-11,7,Minimalist,t,amazon.com/GHP-BGGF-100534836,Stuff
amazon_selling_partner.public,2024-05-18 16:20:04,f,B0E7STG1846,f,Waystar Royco,100534837,platinum,,product_2,OTHER,cable subscription,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534837,1,GHP-BGGF-100534837,2024-07-11,8,Maximilist,t,amazon.com/GHP-BGGF-100534837,Stuff
amazon_selling_partner.public,2024-12-27 15:53:37,f,B0E7STG9963,f,Waystar Royco,100534838,rose gold,,product_2,PRODUCT_BUNDLE,laptop,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534838,1,GHP-BGGF-100534838,2024-07-11,8,Postmodern,t,amazon.com/GHP-BGGF-100534838,Stuff
amazon_selling_partner.public,2024-10-14 00:50:42,f,B0E7STG4464,f,Waystar Royco,100534839,amber,,product_2,VARIATION_PARENT,banker's lamp,waystar royco,MPIDRANDOM,f,GHP-BGGF-100534839,1,GHP-BGGF-100534839,2024-07-11,9,Elegant,t,amazon.com/GHP-BGGF-100534839,Stuff
