source_relation,inventory_summary_id,name,quantity
amazon_selling_partner.public,FIVETRAN-00000,researchingQuantityInShortTerm,36
amazon_selling_partner.public,FIVETRAN-00001,researchingQuantityInMidTerm,46
amazon_selling_partner.public,FIVETRAN-00002,researchingQuantityInShortTerm,6
amazon_selling_partner.public,FIVETRAN-00003,researchingQuantityInLongTerm,29
amazon_selling_partner.public,FIVETRAN-00004,researchingQuantityInLongTerm,32
amazon_selling_partner.public,FIVETRAN-00005,researchingQuantityInShortTerm,30
amazon_selling_partner.public,FIVETRAN-00006,researchingQuantityInMidTerm,15
amazon_selling_partner.public,FIVETRAN-00007,researchingQuantityInMidTerm,15
amazon_selling_partner.public,FIVETRAN-00008,researchingQuantityInShortTerm,38
amazon_selling_partner.public,FIVETRAN-00009,researchingQuantityInLongTerm,40
amazon_selling_partner.public,FIVETRAN-00010,researchingQuantityInMidTerm,37
amazon_selling_partner.public,FIVETRAN-00011,researchingQuantityInMidTerm,29
amazon_selling_partner.public,FIVETRAN-00012,researchingQuantityInShortTerm,22
amazon_selling_partner.public,FIVETRAN-00013,researchingQuantityInShortTerm,2
amazon_selling_partner.public,FIVETRAN-00014,researchingQuantityInShortTerm,15
amazon_selling_partner.public,FIVETRAN-00015,researchingQuantityInMidTerm,14
amazon_selling_partner.public,FIVETRAN-00016,researchingQuantityInLongTerm,25
amazon_selling_partner.public,FIVETRAN-00017,researchingQuantityInLongTerm,23
amazon_selling_partner.public,FIVETRAN-00018,researchingQuantityInLongTerm,1
amazon_selling_partner.public,FIVETRAN-00019,researchingQuantityInMidTerm,37
amazon_selling_partner.public,FIVETRAN-00020,researchingQuantityInShortTerm,38
amazon_selling_partner.public,FIVETRAN-00021,researchingQuantityInMidTerm,15
amazon_selling_partner.public,FIVETRAN-00022,researchingQuantityInLongTerm,34
amazon_selling_partner.public,FIVETRAN-00023,researchingQuantityInLongTerm,49
amazon_selling_partner.public,FIVETRAN-00024,researchingQuantityInMidTerm,40
amazon_selling_partner.public,FIVETRAN-00025,researchingQuantityInShortTerm,42
amazon_selling_partner.public,FIVETRAN-00026,researchingQuantityInShortTerm,47
amazon_selling_partner.public,FIVETRAN-00027,researchingQuantityInLongTerm,23
amazon_selling_partner.public,FIVETRAN-00028,researchingQuantityInMidTerm,21
amazon_selling_partner.public,FIVETRAN-00029,researchingQuantityInLongTerm,33
amazon_selling_partner.public,FIVETRAN-00030,researchingQuantityInLongTerm,27
amazon_selling_partner.public,FIVETRAN-00031,researchingQuantityInShortTerm,25
amazon_selling_partner.public,FIVETRAN-00032,researchingQuantityInShortTerm,3
amazon_selling_partner.public,FIVETRAN-00033,researchingQuantityInShortTerm,37
amazon_selling_partner.public,FIVETRAN-00034,researchingQuantityInMidTerm,31
amazon_selling_partner.public,FIVETRAN-00035,researchingQuantityInShortTerm,48
amazon_selling_partner.public,FIVETRAN-00036,researchingQuantityInLongTerm,19
amazon_selling_partner.public,FIVETRAN-00037,researchingQuantityInMidTerm,41
amazon_selling_partner.public,FIVETRAN-00038,researchingQuantityInLongTerm,28
amazon_selling_partner.public,FIVETRAN-00039,researchingQuantityInMidTerm,41
amazon_selling_partner.public,FIVETRAN-00040,researchingQuantityInLongTerm,35
amazon_selling_partner.public,FIVETRAN-00041,researchingQuantityInShortTerm,44
amazon_selling_partner.public,FIVETRAN-00042,researchingQuantityInShortTerm,47
amazon_selling_partner.public,FIVETRAN-00043,researchingQuantityInMidTerm,28
amazon_selling_partner.public,FIVETRAN-00044,researchingQuantityInLongTerm,24
amazon_selling_partner.public,FIVETRAN-00045,researchingQuantityInShortTerm,34
amazon_selling_partner.public,FIVETRAN-00046,researchingQuantityInMidTerm,42
amazon_selling_partner.public,FIVETRAN-00047,researchingQuantityInLongTerm,33
amazon_selling_partner.public,FIVETRAN-00048,researchingQuantityInShortTerm,36
amazon_selling_partner.public,FIVETRAN-00049,researchingQuantityInLongTerm,25
amazon_selling_partner.public,FIVETRAN-00050,researchingQuantityInMidTerm,27
amazon_selling_partner.public,FIVETRAN-00051,researchingQuantityInMidTerm,50
amazon_selling_partner.public,FIVETRAN-00052,researchingQuantityInMidTerm,26
amazon_selling_partner.public,FIVETRAN-00053,researchingQuantityInMidTerm,20
amazon_selling_partner.public,FIVETRAN-00054,researchingQuantityInShortTerm,13
amazon_selling_partner.public,FIVETRAN-00055,researchingQuantityInMidTerm,6
amazon_selling_partner.public,FIVETRAN-00056,researchingQuantityInLongTerm,50
amazon_selling_partner.public,FIVETRAN-00057,researchingQuantityInMidTerm,26
amazon_selling_partner.public,FIVETRAN-00058,researchingQuantityInLongTerm,22
amazon_selling_partner.public,FIVETRAN-00059,researchingQuantityInMidTerm,36
amazon_selling_partner.public,FIVETRAN-00060,researchingQuantityInShortTerm,45
amazon_selling_partner.public,FIVETRAN-00061,researchingQuantityInShortTerm,23
amazon_selling_partner.public,FIVETRAN-00062,researchingQuantityInMidTerm,37
amazon_selling_partner.public,FIVETRAN-00063,researchingQuantityInShortTerm,17
amazon_selling_partner.public,FIVETRAN-00064,researchingQuantityInMidTerm,11
amazon_selling_partner.public,FIVETRAN-00065,researchingQuantityInShortTerm,41
amazon_selling_partner.public,FIVETRAN-00066,researchingQuantityInMidTerm,30
amazon_selling_partner.public,FIVETRAN-00067,researchingQuantityInLongTerm,17
amazon_selling_partner.public,FIVETRAN-00068,researchingQuantityInMidTerm,39
amazon_selling_partner.public,FIVETRAN-00069,researchingQuantityInMidTerm,43
amazon_selling_partner.public,FIVETRAN-00070,researchingQuantityInMidTerm,15
amazon_selling_partner.public,FIVETRAN-00071,researchingQuantityInMidTerm,41
amazon_selling_partner.public,FIVETRAN-00072,researchingQuantityInShortTerm,12
amazon_selling_partner.public,FIVETRAN-00073,researchingQuantityInLongTerm,39
amazon_selling_partner.public,FIVETRAN-00074,researchingQuantityInShortTerm,35
amazon_selling_partner.public,FIVETRAN-00075,researchingQuantityInMidTerm,39
amazon_selling_partner.public,FIVETRAN-00076,researchingQuantityInMidTerm,20
amazon_selling_partner.public,FIVETRAN-00077,researchingQuantityInShortTerm,5
amazon_selling_partner.public,FIVETRAN-00078,researchingQuantityInLongTerm,27
amazon_selling_partner.public,FIVETRAN-00079,researchingQuantityInMidTerm,46
amazon_selling_partner.public,FIVETRAN-00080,researchingQuantityInLongTerm,46
amazon_selling_partner.public,FIVETRAN-00081,researchingQuantityInLongTerm,46
amazon_selling_partner.public,FIVETRAN-00082,researchingQuantityInMidTerm,49
amazon_selling_partner.public,FIVETRAN-00083,researchingQuantityInMidTerm,41
amazon_selling_partner.public,FIVETRAN-00084,researchingQuantityInShortTerm,39
amazon_selling_partner.public,FIVETRAN-00085,researchingQuantityInLongTerm,9
amazon_selling_partner.public,FIVETRAN-00086,researchingQuantityInMidTerm,23
amazon_selling_partner.public,FIVETRAN-00087,researchingQuantityInShortTerm,13
amazon_selling_partner.public,FIVETRAN-00088,researchingQuantityInLongTerm,9
amazon_selling_partner.public,FIVETRAN-00089,researchingQuantityInMidTerm,5
amazon_selling_partner.public,FIVETRAN-00090,researchingQuantityInShortTerm,50
amazon_selling_partner.public,FIVETRAN-00091,researchingQuantityInShortTerm,30
amazon_selling_partner.public,FIVETRAN-00092,researchingQuantityInLongTerm,44
amazon_selling_partner.public,FIVETRAN-00093,researchingQuantityInLongTerm,10
amazon_selling_partner.public,FIVETRAN-00094,researchingQuantityInShortTerm,14
amazon_selling_partner.public,FIVETRAN-00095,researchingQuantityInShortTerm,2
amazon_selling_partner.public,FIVETRAN-00096,researchingQuantityInShortTerm,43
amazon_selling_partner.public,FIVETRAN-00097,researchingQuantityInShortTerm,30
amazon_selling_partner.public,FIVETRAN-00098,researchingQuantityInLongTerm,6
amazon_selling_partner.public,FIVETRAN-00099,researchingQuantityInLongTerm,30
