source_relation,marketplace_id,asin,item_name,display_name,brand,color,size,style,package_quantity,manufacturer,contributors,product_type,item_classification,classification_id,classification_sales_rank_link,classification_sales_rank,website_display_group,website_display_group_name,website_display_group_sales_rank_link,website_display_group_sales_rank,release_date,is_memorabilia,is_adult_product,is_autographed,is_trade_in_eligible,model_number,part_number,parent_variation_asin,parent_package_container_asin,sku,ean,gtin,isbn,jan,minsan,upc,count_images,count_swatch_images,item_height_unit,item_height_value,item_length_unit,item_length_value,item_weight_unit,item_weight_value,item_width_unit,item_width_value,package_height_unit,package_height_value,package_length_unit,package_length_value,package_weight_unit,package_weight_value,package_width_unit,package_width_value
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4583,jacket,product_2,Waystar Royco,lime,16,Ugly,1,waystar royco,,ELECTRONIC_ADAPTER,PRODUCT_BUNDLE,100534846,,,amazon.com/GHP-BGGF-100534846,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534846,GHP-BGGF-100534846,B095PARENT,,5948047,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2857,cable subscription,product_2,Waystar Royco,coral,33,Horizon,1,waystar royco,,CLOTHING,VARIATION_PARENT,100534827,,,amazon.com/GHP-BGGF-100534827,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534827,GHP-BGGF-100534827,B095PARENT,,,,,5948028,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3532,banker's lamp,product_4,Waystar Royco,caramel,6,Vertical,1,waystar royco,,ELECTRONIC_ADAPTER,VARIATION_PARENT,100534879,,,amazon.com/GHP-BGGF-100534879,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534879,GHP-BGGF-100534879,,B095PARENT,,,,,,,5948080,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5913,laptop,product_2,Waystar Royco,brick,Gifting Sizing Kit,Vertical,1,waystar royco,,CAMPING,BASE_PRODUCT,100534828,,,amazon.com/GHP-BGGF-100534828,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534828,GHP-BGGF-100534828,B095PARENT,,,,,,5948029,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9963,laptop,product_2,Waystar Royco,rose gold,8,Postmodern,1,waystar royco,,CAMPING,PRODUCT_BUNDLE,100534838,,,amazon.com/GHP-BGGF-100534838,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534838,GHP-BGGF-100534838,B095PARENT,,5948039,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9249,laptop,product_5,Waystar Royco,green,1,Heritage,1,waystar royco,,ELECTRONIC_ADAPTER,BASE_PRODUCT,100534808,,,amazon.com/GHP-BGGF-100534808,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534808,GHP-BGGF-100534808,B095PARENT,,,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6072,flatscreen TV,product_2,Waystar Royco,rose,16,"Modern, Elegant",1,waystar royco,,FOOD,BASE_PRODUCT,100534824,,,amazon.com/GHP-BGGF-100534824,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534824,GHP-BGGF-100534824,B095PARENT,,,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6585,standing desk,product_5,Waystar Royco,vermillion,14,Nice,1,waystar royco,,FOOD,BASE_PRODUCT,100534800,,,amazon.com/GHP-BGGF-100534800,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534800,GHP-BGGF-100534800,B095PARENT,,,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG7997,banker's lamp,product_5,Waystar Royco,amaranth,13,Smelly,1,waystar royco,,CLOTHING,VARIATION_PARENT,100534799,,,amazon.com/GHP-BGGF-100534799,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534799,GHP-BGGF-100534799,B095PARENT,,,,,,,,5948000,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1865,standing desk,product_1,Waystar Royco,banana,5,"Modern, Elegant",1,waystar royco,,CLOTHING,PRODUCT_BUNDLE,100534790,,,amazon.com/GHP-BGGF-100534790,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534790,GHP-BGGF-100534790,B095PARENT,,5947991,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6340,iphone 16s,product_1,Waystar Royco,olive,7,Traditional,1,waystar royco,,CAMPING,BASE_PRODUCT,100534792,,,amazon.com/GHP-BGGF-100534792,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534792,GHP-BGGF-100534792,B095PARENT,,,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1843,golden doodle puppy,product_2,Waystar Royco,azure,13,Traditional,1,waystar royco,,CAMPING,VARIATION_PARENT,100534843,,,amazon.com/GHP-BGGF-100534843,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534843,GHP-BGGF-100534843,B095PARENT,,,,,5948044,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5684,iphone 16s,product_5,Waystar Royco,periwinkle,16,Minimalist,1,waystar royco,,PET_SUPPLIES,PRODUCT_BUNDLE,100534802,,,amazon.com/GHP-BGGF-100534802,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534802,GHP-BGGF-100534802,B095PARENT,,,,5948003,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2635,massage chair,product_3,Waystar Royco,eggplant,4,Postmodern,1,waystar royco,,CAMPING,VARIATION_PARENT,100534855,,,amazon.com/GHP-BGGF-100534855,Stuff,,,2024-07-11,t,t,t,t,GHP-BGGF-100534855,GHP-BGGF-100534855,B095PARENT,,,,,,,,5948056,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2159,water bottle,product_5,Waystar Royco,white,15,Brutalist,1,waystar royco,,CAMPING,OTHER,100534801,,,amazon.com/GHP-BGGF-100534801,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534801,GHP-BGGF-100534801,B095PARENT,,,5948002,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6668,iphone 16s,product_2,Waystar Royco,denim,1,Brutalist,1,waystar royco,,ELECTRONIC_ADAPTER,BASE_PRODUCT,100534852,,,amazon.com/GHP-BGGF-100534852,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534852,GHP-BGGF-100534852,B095PARENT,,,,,,5948053,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4846,massage chair,product_3,Waystar Royco,hyacinth,13,"Ugly, Sleek",1,waystar royco,,FOOD,OTHER,100534865,,,amazon.com/GHP-BGGF-100534865,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534865,GHP-BGGF-100534865,,B095PARENT,,5948066,,,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5474,golden doodle puppy,product_2,Waystar Royco,baby blue,15,Modern,1,waystar royco,,CLOTHING,VARIATION_PARENT,100534823,,,amazon.com/GHP-BGGF-100534823,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534823,GHP-BGGF-100534823,B095PARENT,,,,,,,,5948024,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3787,water bottle,product_4,Waystar Royco,khaki,8,Smelly,1,waystar royco,,PET_SUPPLIES,OTHER,100534881,,,amazon.com/GHP-BGGF-100534881,Stuff,,,2024-07-11,f,f,f,f,GHP-BGGF-100534881,GHP-BGGF-100534881,,B095PARENT,,,,,,5948082,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5
amazon_selling_partner.public,MPIDRANDOM,B0E7STG7881,massage chair,product_5,Waystar Royco,violet,33,Elegant,1,waystar royco,,ELECTRONIC_ADAPTER,OTHER,100534805,,,amazon.com/GHP-BGGF-100534805,Stuff,,,2024-07-11,f,t,f,f,GHP-BGGF-100534805,GHP-BGGF-100534805,B095PARENT,,,,,,,5948006,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1636,cable subscription,product_4,Waystar Royco,cotton candy,4,Traditional,1,waystar royco,,ELECTRONIC_ADAPTER,OTHER,100534877,,,amazon.com/GHP-BGGF-100534877,Stuff,,,2024-07-11,t,t,t,f,GHP-BGGF-100534877,GHP-BGGF-100534877,,B095PARENT,,,,,,5948078,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG6338,banker's lamp,product_3,Waystar Royco,amethyst,8,Heritage,1,waystar royco,,ELECTRONIC_ADAPTER,VARIATION_PARENT,100534859,,,amazon.com/GHP-BGGF-100534859,Stuff,,,2024-07-11,t,t,t,t,GHP-BGGF-100534859,GHP-BGGF-100534859,B095PARENT,,,,,5948060,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1150,standing desk,product_1,Waystar Royco,navy blue,12,Maximilist,1,waystar royco,,ELECTRONIC_ADAPTER,BASE_PRODUCT,100534820,,,amazon.com/GHP-BGGF-100534820,Stuff,,,2024-07-11,f,f,f,t,GHP-BGGF-100534820,GHP-BGGF-100534820,B095PARENT,,,,,,5948021,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4
