ticket_id,_fivetran_synced,_fivetran_deleted,assignee_id,brand_id,created_at,updated_at,description,due_at,group_id,external_id,is_public,organization_id,priority,recipient,requester_id,status,subject,problem_id,submitter_id,ticket_form_id,type,url,created_channel,source_from_id,source_from_title,source_rel,source_to_address,source_to_name,source_relation
1595,2020-03-20 02:32:49.426,,,360003529474,2020-02-19 01:54:52,2020-02-19 01:55:11,description1,,360006965034,,t,370295712714,,email@email.com,396331237134,deleted,subject1,,396331237134,360002048693,incident,https://zendesk.com/api/v2/tickets/1595.json,web,,,,example@email.com,,zendesk.public
16988,2021-01-13 20:09:16.325,,418284131934,360003529474,2020-12-22 00:19:23,2021-01-13 18:42:39,description1,,360013366274,,t,370469077513,,email@email.com,1500656884401,solved,subject1,,1500656884401,360002048693,,https://zendesk.com/api/v2/tickets/16988.json,email,,,,example@email.com,Support,zendesk.public
14173,2020-11-11 20:08:45.13,,396371699653,360003529474,2020-10-28 12:03:02,2020-11-11 17:01:32,description1,,360006965034,,t,370321120273,,email@email.com,424883466453,closed,subject1,,424883466453,360002048693,,https://zendesk.com/api/v2/tickets/14173.json,email,,,,example@email.com,Support,zendesk.public
11071,2020-10-02 14:08:33.216,,1111,360003529474,2020-08-28 18:06:36,2020-11-15 11:01:27,Ticket to test field history changes,,360006965034,,t,,urgent,email@email.com,2222,closed,subject1,,2222,360002048693,,https://zendesk.com/api/v2/tickets/11071.json,email,,,,X,Support,zendesk.public
1966,2020-03-25 20:32:23.617,,396315360434,360003529474,2020-02-27 06:05:08,2020-03-25 16:03:26,description1,,360006965034,,t,370295721514,,email@email.com,402813302773,closed,subject1,,402813302773,360002048693,,https://zendesk.com/api/v2/tickets/1966.json,email,,,,example@email.com,Support,zendesk.public
11013,2020-10-02 20:08:20.449,,402851697393,360003529474,2020-08-27 23:09:52,2020-09-02 15:53:16,description1,,360008376313,,t,370297881854,,email@email.com,419688934974,deleted,subject1,,419688934974,360002048693,,https://zendesk.com/api/v2/tickets/11013.json,email,,,,X,Support,zendesk.public
1404,2020-03-05 04:53:46.466,,396371699653,360003529474,2020-02-13 21:43:58,2020-02-28 01:01:57,description1,,360006965034,,t,370295709874,,email@email.com,403125197514,closed,subject1,,403125197514,360002048693,,https://zendesk.com/api/v2/tickets/1404.json,email,,,,example@email.com,Support,zendesk.public
4721,2020-05-14 20:12:36.297,,396371706773,360003529474,2020-04-20 14:31:46,2020-05-14 20:04:34,description1,,360006965034,,t,370295719414,,email@email.com,402862357193,closed,subject1,,402862357193,360002048693,,https://zendesk.com/api/v2/tickets/4721.json,email,,,,example@email.com,Support,zendesk.public
6171,2020-06-01 02:11:39.76,,396334400494,360003529474,2020-05-17 17:50:31,2020-05-31 23:03:46,description1,,360006965034,,t,370295713034,,email@email.com,410930434074,closed,subject1,,410930434074,360002048693,,https://zendesk.com/api/v2/tickets/6171.json,email,,,,example@email.com,Support,zendesk.public
6605,2020-06-10 02:10:24.202,,396315360434,360003529474,2020-05-26 22:29:50,2020-06-09 23:03:49,description1,,360006965034,,t,370295719754,,email@email.com,410416672973,closed,subject1,,410416672973,360002048693,,https://zendesk.com/api/v2/tickets/6605.json,email,,,,example@email.com,Support,zendesk.public
