source_relation,date_day,campaign_id,campaign_name,region,ad_account_id,ad_account_name,created_at,campaign_daily_budget,start_time,end_time,status,objective,campaign_lifetime_spend_cap,currency,swipes,impressions,spend,shares,saves,total_conversions,conversion_purchases_value,conversion_purchases
"",2021-03-01 00:00:00,5985d83b-7b7a-4aa7-8580-53cead3975ab,06966fb40e4b38a11e064b890ad60f8b,SOUTHEAST,07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,,,,,350,950,0.02,10,5,0,0.00,0
"",2021-03-01 00:00:00,4d454286-06e2-4b67-94cd-f0506fabb7db,19068a7dcdd98d1c5c07b3dbdd6f82ee,CENTRAL,07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,,,,,380,920,0.22,13,2,0,0.00,0
"",2021-03-01 00:00:00,f276341a-07d9-42ce-8edb-bd00f0fb8b46,5be70f6e17a55e4b6a8905fc6e41799f,NORTHEAST,07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,,,,,300,1000,0.00,5,10,0,0.00,0
"",2021-03-01 00:00:00,03ba548f-f6b3-482c-b158-f2f0563b4083,2a0f2997b1634ba8e04a9ff84e8c1824,MID-ATLANTIC,07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,,,,,390,910,0.02,14,1,0,0.00,0
"",2021-03-01 00:00:00,eed5046b-21a4-4dc3-b3a7-1b9c1529f1d2,eb26baefc87ee2abf1c960c40f7b07b2,SOUTHWEST,07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,,,,,360,940,0.22,11,4,0,0.00,0
"",2021-03-01 00:00:00,c53c83e6-92dd-44f9-8bc5-3f906473d756,b091346b755049a391942fa3f09f620d,MIDWEST,07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,,,,,310,990,0.02,6,9,0,0.00,0
"",2021-03-01 00:00:00,352fd7b0-d71c-4807-839c-5c927a42677b,1639dbfe4c8892af849d9ae939030bf1,WEST,07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,,,,,330,970,0.02,8,7,0,0.00,0
"",2021-03-01 00:00:00,cd859715-855e-408c-bb98-4bad4b88cf3e,f00e73b90c59baf11e801b1090be13ad,NORTHWEST,07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,,,,,370,930,0.02,12,3,0,0.00,0
"",2021-03-01 00:00:00,77bdfd81-da31-45a7-83c6-b3ec0d84be77,19068a7dcdd98d1c5c07b3dbdd6f82ee,PACIFIC,07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,,,,,340,960,0.21,9,6,0,0.00,0
"",2021-03-01 00:00:00,0369fe44-a5b0-49b4-a710-1c8d6f45587b,fb244e89aa7f5b375f5ed4bc32cc5d3f,SOUTH,07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,,,,,320,980,0.02,7,8,0,0.00,0
