source_relation,ad_account_id,ad_account_name,created_at,advertiser,currency,timezone,_fivetran_synced,updated_at,is_most_recent_record
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-31 07:43:17.595,,t
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-30 07:43:24.418,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-29 07:43:39.904,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-28 07:43:15.966,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-27 07:43:17.426,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-26 07:43:15.069,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-25 07:43:25.573,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-24 07:43:18.153,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-23 07:43:20.598,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-22 07:43:22.963,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-21 07:43:13.589,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-20 07:43:23.279,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-19 07:43:18.106,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-18 07:43:20.442,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-17 07:43:18.427,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-16 07:43:23.636,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-15 07:43:18.344,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-14 07:43:17.223,,f
"",07da269a-5965-4b8c-8deb-c6b773b5fb9d,a21a74284f13d11781ecde24fac9d30b,,,,,2021-03-13 07:43:15.335,,f
