appseq,curtxyrate,calctxpsf,mintxyrate,precnsttax,yrenddt,owner_rndt,appliedabt,rate_pct,baseyrtxbl,installcost
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,14.39,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
4,0.0,7.888,0.0,0.0,2024-04-30T00:00:00.000,,8249.14,0.0,0,0.0
15,0.0,8.3211,0.0,0.0,2024-11-30T00:00:00.000,2022-04-19T00:00:00.000,37519.75,0.0,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
7,0.0,8.2212,0.0,0.0,2024-06-30T00:00:00.000,2022-04-19T00:00:00.000,10115.06,0.0,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
1,0.0,9.6082,0.0,0.0,2026-03-31T00:00:00.000,2022-04-19T00:00:00.000,53582.5,0.0,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.25,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
0,0.0,0.0,0.0,0.0,,,0.0,0.175,0,0.0
