list_membership_id,prospect_id,list_id,created_timestamp,updated_timestamp,has_opted_out,_fivetran_synced
829013424,413642462,119889,2020-03-11 17:22:29 UTC,2020-03-11 17:22:29 UTC,f,2020-03-12 01:08:30.260 UTC
674826313,402942173,107736,2019-07-12 03:23:14 UTC,2019-07-12 03:23:14 UTC,f,2019-07-12 11:08:10.274 UTC
740554945,407366515,121635,2019-10-18 12:28:08 UTC,2019-10-18 12:28:08 UTC,f,2019-10-18 20:08:05.781 UTC
487886767,386924569,100915,2018-11-07 17:02:51 UTC,2018-11-07 17:02:51 UTC,f,2018-11-08 01:09:59.063 UTC
489763372,394642945,101472,2018-11-15 09:37:09 UTC,2018-11-15 09:37:09 UTC,f,2018-11-15 18:08:03.949 UTC
726831463,394608391,119889,2019-09-23 12:52:20 UTC,2019-09-23 12:52:20 UTC,f,2019-09-23 20:08:24.955 UTC
776393553,403093957,125107,2019-12-17 14:25:20 UTC,2019-12-17 14:25:20 UTC,f,2019-12-17 23:08:36.169 UTC
671737205,397772996,115191,2019-07-01 16:44:10 UTC,2019-07-01 16:44:10 UTC,f,2019-07-02 00:08:07.475 UTC
672264705,397672462,115413,2019-07-03 12:02:10 UTC,2019-07-03 12:02:10 UTC,f,2019-07-03 19:09:02.719 UTC
755738475,407942829,123295,2019-11-14 17:01:32 UTC,2019-11-14 17:01:32 UTC,f,2019-11-15 01:08:21.926 UTC
489768404,394835352,101472,2018-11-15 09:37:17 UTC,2018-11-15 09:37:17 UTC,f,2018-11-15 18:08:05.436 UTC
827662454,410622681,115601,2020-03-07 08:58:18 UTC,2020-03-07 08:58:18 UTC,f,2020-03-07 17:08:28.351 UTC
733589903,407146431,106602,2019-10-08 15:28:15 UTC,2019-10-08 15:28:15 UTC,f,2019-10-08 23:08:13.820 UTC
726822957,397588574,119889,2019-09-23 12:51:40 UTC,2019-09-23 12:51:40 UTC,f,2019-09-23 20:08:21.715 UTC
670323609,402302431,107398,2019-07-01 01:12:56 UTC,2019-07-01 01:12:56 UTC,f,2019-07-01 09:08:09.864 UTC
755683589,393028813,123293,2019-11-14 16:29:34 UTC,2019-11-14 16:29:34 UTC,f,2019-11-15 01:08:21.158 UTC
758295783,409728091,115191,2019-11-22 01:10:44 UTC,2019-11-22 01:10:44 UTC,f,2019-11-22 09:17:05.442 UTC
487885243,386933753,100915,2018-11-07 17:02:38 UTC,2018-11-07 17:02:38 UTC,f,2018-11-08 01:09:58.582 UTC
722922903,386922521,119577,2019-09-18 11:00:29 UTC,2019-09-18 11:00:29 UTC,f,2019-09-18 18:08:18.481 UTC
488082951,386923119,100983,2018-11-08 13:48:30 UTC,2018-11-08 13:48:30 UTC,f,2018-11-08 22:08:03.219 UTC
758683305,386629505,113427,2019-11-23 20:23:33 UTC,2019-11-23 20:23:33 UTC,f,2019-11-24 05:08:22.236 UTC
