campaign_id,campaign_name,cost,_fivetran_deleted,_fivetran_synced
66341,jE06lGofzeLe1+F2Uf0O1w==,,f,2020-11-30 18:08:06.120 UTC
58530,gsPtW86osTxU/VIrnYbIjw==,,f,2020-11-30 18:08:06.053 UTC
94583,okTY6/I/f4xNmnNKyF4dtQ==,,f,2020-11-30 18:08:06.722 UTC
58532,QBah/jMyTG2YGU7avrv/sA==,,f,2020-11-30 18:08:06.114 UTC
79551,OW+TOneS/OikDkGyDNLh3g==,,f,2020-11-30 18:08:06.330 UTC
66357,PaLLhurSWJ1iOZVgcltMQw==,,f,2020-11-30 18:08:06.121 UTC
66351,QwjacrVZjYkRFJoYLkqtcA==,,f,2020-11-30 18:08:06.121 UTC
74387,onvuRP1VQr+ptgmSQglXMg==,,f,2020-11-30 18:08:06.144 UTC
74311,kZGk2TvukE+Uu3xPp5N08Q==,,f,2020-11-30 18:08:06.144 UTC
74493,W/6zy1gZ4BUsdp2WFRiIuA==,,f,2020-11-30 18:08:06.144 UTC
74339,3tNV7TF/K2221K30fgZB/g==,,f,2020-11-30 18:08:06.144 UTC
74399,a0Mc53K4CGtJP22JqFTZJg==,,f,2020-11-30 18:08:06.144 UTC
74317,luduQiiX2LhLGDZ/Ao02pw==,,f,2020-11-30 18:08:06.144 UTC
81895,i5ZOqliK96I6u4nwbmUpWg==,,f,2020-11-30 18:08:06.336 UTC
81843,k2ue6WGRUyJfI+Club3DCg==,,f,2020-11-30 18:08:06.336 UTC
81997,pRhTuJxQcSGP8r6OpVJKhQ==,,f,2020-11-30 18:08:06.336 UTC
81815,SecSSTqAAeqcAGKVv3SQAg==,,f,2020-11-30 18:08:06.336 UTC
81975,Kk6Zh602yR/MJor8cVmV/Q==,,f,2020-11-30 18:08:06.336 UTC
81823,P85ytKYxhqaKNUAAoOOwKA==,,f,2020-11-30 18:08:06.336 UTC
81931,27jjJ6hCwWqlbiIprajGug==,,f,2020-11-30 18:08:06.336 UTC
81819,lpUcw1Z/EjDDDE7Ce38Q0w==,,f,2020-11-30 18:08:06.336 UTC
94090,V2Zp4/51fBZpCfjpZaB3Zw==,,f,2020-11-30 18:08:06.549 UTC
94268,htKM+D+TtelywqhhHcNxVQ==,,f,2020-11-30 18:08:06.549 UTC
94124,qZ3GLQF9BM9nJmWT+cN2Hg==,,f,2020-11-30 18:08:06.549 UTC
94439,d4JxpjIT9wDlaQ2ZZXZrFQ==,,f,2020-11-30 18:08:06.549 UTC
93948,1XDb4avJGky+AsWigJELgg==,,f,2020-11-30 18:08:06.549 UTC
94441,TO9zdx0Kn1i/t0/kaJ6mzw==,,f,2020-11-30 18:08:06.549 UTC
94270,21OjRMs+YUP4zbhJg7n6ww==,,f,2020-11-30 18:08:06.549 UTC
94425,kiQ4bvcAUHUqVdyzAkVgfw==,,f,2020-11-30 18:08:06.549 UTC
94120,sclMovvD54/DAGnI0PAWgA==,,f,2020-11-30 18:08:06.549 UTC
94222,NiZfU8L4k5kWaet66v+vDA==,,f,2020-11-30 18:08:06.549 UTC
93942,uAEY7tRp0deliIuE6z1Y+w==,,f,2020-11-30 18:08:06.549 UTC
71029,ui4dk7omdtZy9HvexHqbFA==,,f,2020-11-30 18:08:06.133 UTC
71081,JhwohV0ZVWP4mBki1ElyQg==,,f,2020-11-30 18:08:06.133 UTC
70675,ZjVt24W3yWd1IR9SYh52BA==,,f,2020-11-30 18:08:06.133 UTC
70725,g+gZULaHRG05iqIxiiUE6g==,,f,2020-11-30 18:08:06.133 UTC
70975,Ior9eKpmFr7tR8tV+LB1Ng==,,f,2020-11-30 18:08:06.133 UTC
88705,/5S54gMo9IrcwC+7HzYcQA==,,f,2020-11-30 18:08:06.538 UTC
88721,lYFT8bi5bsTE6yFHQpEF2Q==,,f,2020-11-30 18:08:06.538 UTC
88715,zMTDG4PBqL0X8kHJQUYPFg==,,f,2020-11-30 18:08:06.538 UTC
88887,my6cgU7dY2OuQLgtvIluig==,,f,2020-11-30 18:08:06.538 UTC
88429,CtA867xZBIAXELDiGq4LaA==,,f,2020-11-30 18:08:06.538 UTC
88573,paJ4IsUL99RQvnzXCerXUg==,,f,2020-11-30 18:08:06.538 UTC
84371,ggR9z8EbhZVgaMPKEwoQMg==,,f,2020-11-30 18:08:06.346 UTC
84495,vpPbS8GWN76HL6Jf0R5UIg==,,f,2020-11-30 18:08:06.346 UTC
84359,BTlFkpfSa3AuXJK2IUc0jw==,,f,2020-11-30 18:08:06.346 UTC
84365,9t7WeVhwiFxGCclfNV+J6w==,,f,2020-11-30 18:08:06.346 UTC
84377,wH1oiEqXUNT3WLplNXTFjQ==,,f,2020-11-30 18:08:06.346 UTC
84367,lywJ5OK8mE6MJH32DTp7WA==,,f,2020-11-30 18:08:06.346 UTC
84505,MbZWzuP9ou/HvFxDEOtnHQ==,,f,2020-11-30 18:08:06.346 UTC
84351,Qa6SmequFEo6Ns7jECz4pw==,,f,2020-11-30 18:08:06.346 UTC
84493,U4POy4uyBPpfvNj4rFa2nw==,,f,2020-11-30 18:08:06.346 UTC
84503,9SKjsBSVhiembLJqnKDLaw==,,f,2020-11-30 18:08:06.346 UTC
66403,Lo93fe6/Tcf1sY3TFNIafg==,,f,2020-11-30 18:08:06.122 UTC
66639,fM3SWWMMkgVZaMdtaPIkGQ==,,f,2020-11-30 18:08:06.122 UTC
66477,WnUAH7HxyPGoukTbe58ZEA==,,f,2020-11-30 18:08:06.122 UTC
66431,KI3wFFVd9FJ0v4zyRuRApQ==,,f,2020-11-30 18:08:06.122 UTC
97751,pLFLSRR9qaNIHnotbWUjYg==,,f,2020-11-30 18:08:06.730 UTC
97747,Oht3Wf+XDUFqUWtgnej1tA==,,f,2020-11-30 18:08:06.730 UTC
97743,sjw08tSWcHCQz2lt2HImrA==,,f,2020-11-30 18:08:06.730 UTC
97749,OnyxS3aHRWeKiJE/Lo4G8g==,,f,2020-11-30 18:08:06.730 UTC
97741,TTJJMEi2eyR/DqbVnTFkmg==,,f,2020-11-30 18:08:06.730 UTC
97759,SM/56LLULPnxrZOstS3nmg==,,f,2020-11-30 18:08:06.730 UTC
97755,fy3V0dLs6iqNtU+/geSv4Q==,,f,2020-11-30 18:08:06.730 UTC
97745,FKxpV3PDUr741AQjl43UYA==,,f,2020-11-30 18:08:06.730 UTC
97757,QtiMo9oNnA8d4R+1+RF9mg==,,f,2020-11-30 18:08:06.730 UTC
97737,hZPSzITRpHG6/GL7OJkpcw==,,f,2020-11-30 18:08:06.730 UTC
97753,81Ts5tmjSJaeE7yBTIy6Lg==,,f,2020-11-30 18:08:06.730 UTC
97739,kadYrgaOZMd1m/eZOdmclw==,,f,2020-11-30 18:08:06.730 UTC
81703,qyXsI6QyrlUxGD3jTw1qww==,,f,2020-11-30 18:08:06.335 UTC
81785,JOL1fNZj9FZOh9UzL16SfA==,,f,2020-11-30 18:08:06.335 UTC
81737,+KUmq5L147U6S0XZEA7q2g==,,f,2020-11-30 18:08:06.335 UTC
80889,efPh9POTIsy4IVL5slmi8Q==,,f,2020-11-30 18:08:06.335 UTC
74159,G/kSntb2Qltr82y2qZ6GwA==,,f,2020-11-30 18:08:06.143 UTC
74133,EOs0GUkAtyV+wmRntS11Fw==,,f,2020-11-30 18:08:06.143 UTC
74235,POqnqCLcXNcj/Ft/E23jgw==,,f,2020-11-30 18:08:06.143 UTC
74119,u3UEKm0C1uiQmXcDokjb4A==,,f,2020-11-30 18:08:06.143 UTC
74123,SAL60TYYs+yzbZGA6YFwTw==,,f,2020-11-30 18:08:06.143 UTC
93634,1ZSzg0A98/rdLc0aYZxTlQ==,,f,2020-11-30 18:08:06.548 UTC
93644,iKx4AVsqegtTbH3WedYDLQ==,,f,2020-11-30 18:08:06.548 UTC
93598,kHXPpwawgj5wdoY/SBSBFQ==,,f,2020-11-30 18:08:06.548 UTC
93546,8rpMdBEfof55ouTKnZKB8A==,,f,2020-11-30 18:08:06.548 UTC
93524,rP9GsWGjt9btAbp5oDKsyQ==,,f,2020-11-30 18:08:06.548 UTC
93556,9osAzyaVPz+WSiAI0ShhFQ==,,f,2020-11-30 18:08:06.548 UTC
93086,+y6qhhGxNKIE/kgphJRcUw==,,f,2020-11-30 18:08:06.548 UTC
93642,sWtBDZA4rxBti/WEHQq/OA==,,f,2020-11-30 18:08:06.548 UTC
93798,w5ovmHlUPw2vDgR4B6yfVQ==,,f,2020-11-30 18:08:06.548 UTC
93940,QEeJibMBgxJYY0hBcvpDEA==,,f,2020-11-30 18:08:06.548 UTC
93938,Uzt1V9fGeov9TYmVe63zBA==,,f,2020-11-30 18:08:06.548 UTC
93638,nulcv2gGzCYM2QKfwzmfTA==,,f,2020-11-30 18:08:06.548 UTC
93592,7aKzgejxTWpc2KS17MTDwQ==,,f,2020-11-30 18:08:06.548 UTC
70557,noR7flVCy87TFtRAS6nSHg==,,f,2020-11-30 18:08:06.132 UTC
70529,vFmG679N3mYfIp/VJ62C9A==,,f,2020-11-30 18:08:06.132 UTC
70527,NnUjyqfA9auT9hlcsxkjhQ==,,f,2020-11-30 18:08:06.132 UTC
69821,Cey80ikbxEYNmO3lR5LNOA==,,f,2020-11-30 18:08:06.132 UTC
70379,3aSKTynCYQAd/u43j4wNhw==,,f,2020-11-30 18:08:06.132 UTC
70079,iOHR3gwwfJ4QKIm1J1aFAg==,,f,2020-11-30 18:08:06.132 UTC
84343,y2KWRlH2aOAle9kgG4MX6w==,,f,2020-11-30 18:08:06.345 UTC
