document_id,document_item_id,document_type,entry_date_at,entry_description,amount,currency,due_in_days,item_id,item_name,line_no,line_item,customer_id,customer_name,department_id,department_name,location_id,location_name,vendor_id,vendor_name,account_no,account_title,class_id,class_name,created_at,modified_at,total_due,total_entered,total_paid,number_of_items,total_item_paid,offset_gl_account_no,offset_gl_account_title,record_id
197946,1818344,bill,2021-12-15,1B2M2Y8AsgTpgAmY7PhCfg==,-27.47,USD,,1,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,1,1B2M2Y8AsgTpgAmY7PhCfg==,D-01000,5AuRnaQSgx5TggbPaurKXA==,L-106,10z4FNgTWlKAp15Bk9NrHw==,V-005187,Zn7gii2cqfO7PzNFR+/ZfA==,50300,BGg4yiWhmY+Xhq2gTHxyyA==,RL-100,5AuRnaQSgx5TggbPaurKXA==,2021-12-27 20:52:07,2022-01-10 03:04:11,,,,1,-27.47,20000,HtcR/HtKU0hM5hLuZcjjuA==,
242815,2208946,bill,2022-03-07,GzBNkcAXck0854sywor8MA==,2486.09,USD,,1,1B2M2Y8AsgTpgAmY7PhCfg==,2,t,1,1B2M2Y8AsgTpgAmY7PhCfg==,D-10000,nvFUFfQA0dGnssTT6IeRJA==,L-302,l3aPQx5MDi7xey9lcMblcg==,V-003382,ea8Il4DDG5eZMGPL9GhHqg==,75200,ZWywWU0ngFzcowDl+BHPIg==,1,1B2M2Y8AsgTpgAmY7PhCfg==,2022-03-07 15:43:01,2022-03-07 15:49:24,,,,2,2486.09,20000,HtcR/HtKU0hM5hLuZcjjuA==,
242815,2208944,bill,2022-03-07,GzBNkcAXck0854sywor8MA==,89810.67,USD,,1,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,1,1B2M2Y8AsgTpgAmY7PhCfg==,D-10000,nvFUFfQA0dGnssTT6IeRJA==,L-302,l3aPQx5MDi7xey9lcMblcg==,V-003382,ea8Il4DDG5eZMGPL9GhHqg==,21000,fxFEsoBNTjOKSqcN/mU7iA==,1,1B2M2Y8AsgTpgAmY7PhCfg==,2022-03-07 15:43:01,2022-03-07 15:49:24,,,,2,89810.67,20000,HtcR/HtKU0hM5hLuZcjjuA==,
242897,2209410,bill,2022-03-03,wNxQwWrEndyGUk3ucolzmA==,6.95,USD,,1,1B2M2Y8AsgTpgAmY7PhCfg==,4,t,1,1B2M2Y8AsgTpgAmY7PhCfg==,D-02000,BT4LyLlieyji7YApo0s1vQ==,L-377,akw3psgQTbo5JIoJhlomVg==,V-003041,pgUY6WNYDdtOnA5VWqOsyA==,67950,CgtlRzWIFrdM+XbpLkoW4A==,1,1B2M2Y8AsgTpgAmY7PhCfg==,2022-03-07 16:44:13,2022-03-07 17:28:31,,,,7,6.95,20000,HtcR/HtKU0hM5hLuZcjjuA==,
242897,2209408,bill,2022-03-03,Zd1faK0Jz9EVlCnw1NGHwg==,110,USD,,1,1B2M2Y8AsgTpgAmY7PhCfg==,3,t,1,1B2M2Y8AsgTpgAmY7PhCfg==,D-02000,BT4LyLlieyji7YApo0s1vQ==,L-377,akw3psgQTbo5JIoJhlomVg==,V-003041,pgUY6WNYDdtOnA5VWqOsyA==,67200,6Yf7N9vdlXSKd5l2CUm3sA==,1,1B2M2Y8AsgTpgAmY7PhCfg==,2022-03-07 16:44:13,2022-03-07 17:28:31,,,,7,110,20000,HtcR/HtKU0hM5hLuZcjjuA==,
242897,2209416,bill,2022-03-03,Xavc26VtGcECWh3cAsGWxg==,3256,USD,,1,1B2M2Y8AsgTpgAmY7PhCfg==,7,t,1,1B2M2Y8AsgTpgAmY7PhCfg==,D-10000,nvFUFfQA0dGnssTT6IeRJA==,L-302,l3aPQx5MDi7xey9lcMblcg==,V-003041,pgUY6WNYDdtOnA5VWqOsyA==,65200,cZ0GeyKRePA7z6HaSsTe3g==,1,1B2M2Y8AsgTpgAmY7PhCfg==,2022-03-07 16:44:13,2022-03-07 17:28:31,,,,7,3256,20000,HtcR/HtKU0hM5hLuZcjjuA==,
242897,2209404,bill,2022-03-03,wNxQwWrEndyGUk3ucolzmA==,12.26,USD,,1,1B2M2Y8AsgTpgAmY7PhCfg==,1,t,1,1B2M2Y8AsgTpgAmY7PhCfg==,D-10000,nvFUFfQA0dGnssTT6IeRJA==,L-302,l3aPQx5MDi7xey9lcMblcg==,V-003041,pgUY6WNYDdtOnA5VWqOsyA==,66100,y9TdszSQqTgLza8CMv3iVQ==,1,1B2M2Y8AsgTpgAmY7PhCfg==,2022-03-07 16:44:13,2022-03-07 17:28:31,,,,7,12.26,20000,HtcR/HtKU0hM5hLuZcjjuA==,
242897,2209406,bill,2022-03-03,wNxQwWrEndyGUk3ucolzmA==,5.5,USD,,1,1B2M2Y8AsgTpgAmY7PhCfg==,2,t,1,1B2M2Y8AsgTpgAmY7PhCfg==,D-10000,nvFUFfQA0dGnssTT6IeRJA==,L-302,l3aPQx5MDi7xey9lcMblcg==,V-003041,pgUY6WNYDdtOnA5VWqOsyA==,66100,y9TdszSQqTgLza8CMv3iVQ==,1,1B2M2Y8AsgTpgAmY7PhCfg==,2022-03-07 16:44:13,2022-03-07 17:28:31,,,,7,5.5,20000,HtcR/HtKU0hM5hLuZcjjuA==,
242897,2209414,bill,2022-03-03,wNxQwWrEndyGUk3ucolzmA==,13.96,USD,,1,1B2M2Y8AsgTpgAmY7PhCfg==,6,t,1,1B2M2Y8AsgTpgAmY7PhCfg==,D-10000,nvFUFfQA0dGnssTT6IeRJA==,L-302,l3aPQx5MDi7xey9lcMblcg==,V-003041,pgUY6WNYDdtOnA5VWqOsyA==,66100,y9TdszSQqTgLza8CMv3iVQ==,1,1B2M2Y8AsgTpgAmY7PhCfg==,2022-03-07 16:44:13,2022-03-07 17:28:31,,,,7,13.96,20000,HtcR/HtKU0hM5hLuZcjjuA==,
242897,2209412,bill,2022-03-03,BKxzgv6xoZXo8nax9VXbfQ==,80.46,USD,,1,1B2M2Y8AsgTpgAmY7PhCfg==,5,t,1,1B2M2Y8AsgTpgAmY7PhCfg==,D-02000,BT4LyLlieyji7YApo0s1vQ==,L-304,6hDi6yl+qwGDeYl6IVjhnA==,V-003041,pgUY6WNYDdtOnA5VWqOsyA==,66100,y9TdszSQqTgLza8CMv3iVQ==,1,1B2M2Y8AsgTpgAmY7PhCfg==,2022-03-07 16:44:13,2022-03-07 17:28:31,,,,7,80.46,20000,HtcR/HtKU0hM5hLuZcjjuA==,
