account_id,page_id,remote_ip,server_name,timestamp,user_agent,visitor_id,_fivetran_synced,app_id,num_events,num_minutes,param_parameter,_fivetran_id
new_viewpoint,Nhl1QSs4sqTTT-E6pHHuqhquY78,137.103.4.119,fivetran.com,2021-04-16 18:00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36",kettle_popcorn,2021-04-17 08:09:19.785,-323232,17,11,,
demurrer_cash,b_Gv4oSwPLbe3R2JSbhG9hmougY,68.225.251.129,fivetran.com,2021-05-03 19:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.128 Safari/537.36",people_affirming,2021-05-04 08:08:59.812,-323232,13,11,,
slingshot_unattended,cijvjacZy1UTLJpIoHlJ1Tvoblg,2607:fea8:8580:c700:f4e1:4a34:6ec6:7619,fivetran.com,2021-07-16 14:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.77 Safari/537.36 Edg/91.0.864.41",contradistinction_car,2021-07-16 20:09:26.279,-323232,25,12,,
vengeance_void,WqZ5tCLvtOrpUtcSDvN9EXHEYoM,167.98.197.195,fivetran.com,2020-11-23 11:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",poncho_semi,2020-11-23 20:12:59.19,-323232,12,14,,
ethereal_cigarette,hH9d9iEW7SUcJSUSkCG8TzSe49A,190.15.201.55,fivetran.com,2021-01-04 13:00:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Safari/605.1.15",looking_unconsciousness,2021-01-04 20:09:02.945,-323232,15,18,,
ant_who,Page_ID_001,45.123.67.89,fivetran.com,2021-07-29 11:00:00,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,commemoration_salient,2021-07-29 20:16:10.234,-323232,19,10,,
ant_who,Page_ID_002,45.123.67.89,fivetran.com,2021-07-28 10:00:00,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,commemoration_salient,2021-07-28 20:14:05.123,-323232,22,9,,
ant_who,Page_ID_003,45.123.67.89,fivetran.com,2021-07-27 09:00:00,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,commemoration_salient,2021-07-27 20:12:00.012,-323232,16,8,,
month_train,Page_ID_004,2804:18:8b7:a18:1:0:d9e8:45d5,fivetran.com,2021-07-29 13:00:00,Mozilla/5.0 (Android 10; Mobile; rv:90.0) Gecko/90.0 Firefox/90.0,psychosis_skeptical,2021-07-29 20:17:15.456,-323232,26,13,,
month_train,Page_ID_005,2804:18:8b7:a18:1:0:d9e8:45d5,fivetran.com,2021-07-28 12:00:00,Mozilla/5.0 (Android 10; Mobile; rv:90.0) Gecko/90.0 Firefox/90.0,psychosis_skeptical,2021-07-28 20:15:10.345,-323232,20,7,,
month_train,Page_ID_006,2804:18:8b7:a18:1:0:d9e8:45d5,fivetran.com,2021-07-27 11:00:00,Mozilla/5.0 (Android 10; Mobile; rv:90.0) Gecko/90.0 Firefox/90.0,psychosis_skeptical,2021-07-27 20:13:05.234,-323232,18,6,,
comedy_cras,Page_ID_007,192.168.1.100,fivetran.com,2020-12-26 12:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36,straddle_cloud,2020-12-26 20:11:00.234,-323232,15,9,,
comedy_cras,Page_ID_008,192.168.1.100,fivetran.com,2020-12-27 13:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36,straddle_cloud,2020-12-27 21:19:05.345,-323232,18,10,,
_etc_acc,Page_ID_009,10.20.30.40,fivetran.com,2020-12-12 11:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36,confident_face,2020-12-12 20:31:10.456,-323232,12,8,,
_etc_acc,Page_ID_010,10.20.30.40,fivetran.com,2020-12-13 12:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36,confident_face,2020-12-13 21:46:15.567,-323232,14,9,,
assemblies_class,Page_ID_011,50.60.70.80,fivetran.com,2021-06-19 10:00:00,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15,mountain_neighbouring,2021-06-19 20:13:20.678,-323232,21,11,,
assemblies_class,Page_ID_012,50.60.70.80,fivetran.com,2021-06-20 11:00:00,Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15,mountain_neighbouring,2021-06-20 21:26:25.789,-323232,24,12,,
famous_modification,Page_ID_013,90.100.110.120,fivetran.com,2021-04-15 10:00:00,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,river_deep,2021-04-15 20:41:30.89,-323232,17,10,,
famous_modification,Page_ID_014,90.100.110.120,fivetran.com,2021-04-16 11:00:00,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,river_deep,2021-04-16 20:56:35.901,-323232,20,11,,
clumsy_tentacle,Page_ID_015,130.140.150.160,fivetran.com,2021-03-30 20:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36,mountain_high,2021-03-31 08:16:40.012,-323232,13,8,,
clumsy_tentacle,Page_ID_016,130.140.150.160,fivetran.com,2021-03-31 21:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36,mountain_high,2021-04-01 09:31:00.123,-323232,16,9,,
1sk7ccaeau_acc,Page_ID_017,37.19.197.209,fivetran.com,2021-07-18 15:00:00,Mozilla/5.0 (Android 11; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0,do_over,2021-07-18 20:11:20.234,-323232,13,7,,
1sk7ccaeau_acc,Page_ID_018,37.19.197.209,fivetran.com,2021-07-19 16:00:00,Mozilla/5.0 (Android 11; Mobile; rv:89.0) Gecko/89.0 Firefox/89.0,do_over,2021-07-19 20:09:25.345,-323232,15,8,,
billy_idol,Page_ID_019,97.118.51.167,fivetran.com,2021-07-21 05:00:00,Mozilla/5.0 (Android 11; Mobile; rv:90.0) Gecko/90.0 Firefox/90.0,foots_stool,2021-07-21 08:18:10.456,-323232,17,9,,
billy_idol,Page_ID_020,97.118.51.167,fivetran.com,2021-07-22 06:00:00,Mozilla/5.0 (Android 11; Mobile; rv:90.0) Gecko/90.0 Firefox/90.0,foots_stool,2021-07-22 08:16:15.567,-323232,19,10,,
good_day,Page_ID_021,97.118.51.167,fivetran.com,2021-07-21 03:00:00,Mozilla/5.0 (Android 11; Mobile; rv:90.0) Gecko/90.0 Firefox/90.0,visitor_extra_1,2021-07-21 08:18:20.678,-323232,10,6,,
white_wedding,Page_ID_022,97.118.51.167,fivetran.com,2021-07-22 13:00:00,Mozilla/5.0 (Android 11; Mobile; rv:90.0) Gecko/90.0 Firefox/90.0,visitor_extra_2,2021-07-22 20:11:25.789,-323232,12,7,,
new_viewpoint,Page_ID_023,137.103.4.119,fivetran.com,2021-07-25 19:00:00,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,kettle_popcorn,2021-07-26 04:26:30.89,-323232,22,11,,
demurrer_cash,Page_ID_024,68.225.251.129,fivetran.com,2021-07-24 06:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36,people_affirming,2021-07-24 14:36:35.901,-323232,18,10,,
slingshot_unattended,Page_ID_025,2607:fea8:8580:c700:f4e1:4a34:6ec6:7619,fivetran.com,2021-07-23 08:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,contradistinction_car,2021-07-23 16:45:50.012,-323232,26,13,,
vengeance_void,Page_ID_026,167.98.197.195,fivetran.com,2021-07-22 10:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/537.36,poncho_semi,2021-07-22 18:46:00.123,-323232,14,9,,
ethereal_cigarette,Page_ID_027,190.15.201.55,fivetran.com,2021-07-21 12:00:00,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15,looking_unconsciousness,2021-07-21 20:56:10.234,-323232,17,11,,
