work_id,total_fee_amount,floor_id
00A6347E-0D45-E911-8120-005056B627E4,16770.0,0
0010DA2B-5921-E811-8117-005056B627E4,5.0,690C9775-5721-E811-8117-005056B627E4
009000AC-5D7A-E811-811A-005056B627E4,16770.0,0
0083AC4F-B9CC-E811-811B-005056B627E4,16770.0,0
00ED446D-ED44-E811-8117-005056B627E4,11.75,FFEC446D-ED44-E811-8117-005056B627E4
00D611FC-252A-E811-8117-005056B627E4,39.25,FFD511FC-252A-E811-8117-005056B627E4
00080E73-398A-E811-811A-005056B627E4,16770.0,0
00C19EAC-F153-E911-8120-005056B627E4,24.5,FFC09EAC-F153-E911-8120-005056B627E4
00C09DF4-D2F7-E811-811B-005056B627E4,16770.0,0
006E1696-565D-E911-8120-005056B627E6,16770.0,0
01176498-4302-E911-811C-005056B627E4,36.0,00176498-4302-E911-811C-005056B627E4
006A58EA-56E8-E811-811A-005056B627E6,16770.0,0
0095562C-3BC7-E811-811B-005056B627E4,51.25,D77CDDDF-3AC7-E811-811B-005056B627E4
0094CA44-FADD-E811-811A-005056B627E6,62.75,BF3D7914-FADD-E811-811A-005056B627E6
000BCB9A-BCED-E811-811A-005056B627E6,16770.0,0
000B46FA-1502-E911-811C-005056B627E4,16770.0,0
000FE78B-5164-E811-8119-005056B627E4,16770.0,0
0091011B-0D52-E911-8120-005056B627E4,42.25,FF90011B-0D52-E911-8120-005056B627E4
00086258-6E46-E911-8120-005056B627E4,16770.0,0
003D98CE-2B2E-E911-811E-005056B627E6,16770.0,0
0027432C-F231-E811-8117-005056B627E4,16770.0,0
013ACB35-B7FB-E711-8116-005056B627E6,16770.0,0
0100691A-79BB-E811-811A-005056B627E6,16770.0,0
007E1374-7C21-E811-8117-005056B627E4,7.25,91BCA85D-7C21-E811-8117-005056B627E4
000F544E-A0FF-E811-811C-005056B627E4,14.0,FF0E544E-A0FF-E811-811C-005056B627E4
005AB596-3934-E811-8117-005056B627E4,16770.0,0
011C487D-E341-E911-811F-005056B627E6,16770.0,0
00A989F5-81A0-E811-811B-005056B627E4,16770.0,0
00C1381B-DC17-E811-8117-005056B627E4,16770.0,0
00F63F75-1201-E811-8116-005056B627E6,16770.0,0
00D10360-6CEF-E811-811A-005056B627E6,16770.0,0
003A2ACF-6A2C-E811-8117-005056B627E4,16770.0,0
012BC4C4-C0A0-E811-811B-005056B627E4,16770.0,0
00B19FB8-2294-E811-8119-005056B627E6,16770.0,0
008D27F6-0B5A-E911-8120-005056B627E6,36.5,F78C27F6-0B5A-E911-8120-005056B627E6
010745B3-030D-E911-811C-005056B627E4,16770.0,0
00F962A4-580B-E811-8117-005056B627E4,16770.0,0
00C4AABE-8D55-E911-8120-005056B627E4,124.25,FFC3AABE-8D55-E911-8120-005056B627E4
0022955F-B9E1-E711-8116-005056B627E6,16770.0,0
0017299E-3F17-E811-8117-005056B627E4,121.0,190FF191-3F17-E811-8117-005056B627E4
0064AD01-0440-E911-811F-005056B627E6,16770.0,0
007820A2-0668-E811-8119-005056B627E6,3742.0,DE7F7D43-0568-E811-8119-005056B627E6
00683452-2EFE-E811-811B-005056B627E4,16770.0,0
01027011-A116-E811-8117-005056B627E4,16770.0,0
012BF73A-F319-E911-811D-8CFAEDA547D3,23.25,002BF73A-F319-E911-811D-8CFAEDA547D3
009F8962-17DD-E811-811A-005056B627E6,40.0,FF9E8962-17DD-E811-811A-005056B627E6
00FC7EA4-C194-E811-8119-005056B627E6,16770.0,0
009ECB8A-6F49-E811-8117-005056B627E4,16770.0,0
005765AE-5D22-E811-8117-005056B627E4,2.0,3A934D7E-5D22-E811-8117-005056B627E4
006B5383-4B79-E811-811A-005056B627E4,16770.0,0
