work_id,floor_ac_receptacles,item_detail,item_quantity,floor_kva,floor_hpkw,floor_outlets,fee_amount
000BCB9A-BCED-E811-811A-005056B627E6,0,'3@10 1@8',1.0,0,0,0,2280.0
000BCB9A-BCED-E811-811A-005056B627E6,0,'3@10 1@8',1.0,0,0,0,1935.0
000BCB9A-BCED-E811-811A-005056B627E6,0,'3@10 1@8',1.0,0,0,0,1200.0
01176498-4302-E911-811C-005056B627E4,0,'',72.0,0,0,60,18.0
01176498-4302-E911-811C-005056B627E4,0,'',72.0,0,0,60,18.0
0027432C-F231-E811-8117-005056B627E4,0,"'2@20AMP, 1@15AMP'",1.0,0,0,0,2280.0
0027432C-F231-E811-8117-005056B627E4,0,"'2@20AMP, 1@15AMP'",1.0,0,0,0,1935.0
0027432C-F231-E811-8117-005056B627E4,0,"'2@20AMP, 1@15AMP'",1.0,0,0,0,1200.0
008D27F6-0B5A-E911-8120-005056B627E6,0,'',146.0,0,0,156,36.5
00A989F5-81A0-E811-811B-005056B627E4,0,'1-100 amps',1.0,0,0,0,2280.0
00A989F5-81A0-E811-811B-005056B627E4,0,'1-100 amps',1.0,0,0,0,1935.0
00A989F5-81A0-E811-811B-005056B627E4,0,'1-100 amps',1.0,0,0,0,1200.0
00C19EAC-F153-E911-8120-005056B627E4,10,'',98.0,0,0,108,24.5
012BC4C4-C0A0-E811-811B-005056B627E4,0,'',1.0,0,0,0,2280.0
012BC4C4-C0A0-E811-811B-005056B627E4,0,'',1.0,0,0,0,1935.0
012BC4C4-C0A0-E811-811B-005056B627E4,0,'',1.0,0,0,0,1200.0
009000AC-5D7A-E811-811A-005056B627E4,0,'60 CKT',2.0,0,0,0,2280.0
009000AC-5D7A-E811-811A-005056B627E4,0,'60 CKT',2.0,0,0,0,1935.0
009000AC-5D7A-E811-811A-005056B627E4,0,'60 CKT',2.0,0,0,0,1200.0
009F8962-17DD-E811-811A-005056B627E6,0,'',160.0,0,9,2,40.0
00D10360-6CEF-E811-811A-005056B627E6,0,'1 - 20 circ.',1.0,0,0,0,2280.0
00D10360-6CEF-E811-811A-005056B627E6,0,'1 - 20 circ.',1.0,0,0,0,1935.0
00D10360-6CEF-E811-811A-005056B627E6,0,'1 - 20 circ.',1.0,0,0,0,1200.0
00FC7EA4-C194-E811-8119-005056B627E6,0,'1 SET OF 3/O',1.0,0,0,0,2280.0
00FC7EA4-C194-E811-8119-005056B627E6,0,'1 SET OF 3/O',1.0,0,0,0,1935.0
00FC7EA4-C194-E811-8119-005056B627E6,0,'1 SET OF 3/O',1.0,0,0,0,1200.0
0064AD01-0440-E911-811F-005056B627E6,0,'4/000',1.0,0,0,0,2280.0
0064AD01-0440-E911-811F-005056B627E6,0,'4/000',1.0,0,0,0,1935.0
0064AD01-0440-E911-811F-005056B627E6,0,'4/000',1.0,0,0,0,1200.0
00683452-2EFE-E811-811B-005056B627E4,0,'30 amps for fire alarm',1.0,0,0,0,2280.0
00683452-2EFE-E811-811B-005056B627E4,0,'30 amps for fire alarm',1.0,0,0,0,1935.0
00683452-2EFE-E811-811B-005056B627E4,0,'30 amps for fire alarm',1.0,0,0,0,1200.0
007E1374-7C21-E811-8117-005056B627E4,0,'',29.0,0,0,13,7.25
00080E73-398A-E811-811A-005056B627E4,0,'3-#6 & 1-#8G',2.0,0,0,0,2280.0
00080E73-398A-E811-811A-005056B627E4,0,'3-#6 & 1-#8G',2.0,0,0,0,1935.0
00080E73-398A-E811-811A-005056B627E4,0,'3-#6 & 1-#8G',2.0,0,0,0,1200.0
006E1696-565D-E911-8120-005056B627E6,0,"'3x#6,3x#10,2x2x#10'",4.0,0,0,0,2280.0
006E1696-565D-E911-8120-005056B627E6,0,"'3x#6,3x#10,2x2x#10'",4.0,0,0,0,1935.0
006E1696-565D-E911-8120-005056B627E6,0,"'3x#6,3x#10,2x2x#10'",4.0,0,0,0,1200.0
00A6347E-0D45-E911-8120-005056B627E4,0,'',29.0,0,0,0,2280.0
00A6347E-0D45-E911-8120-005056B627E4,0,'',29.0,0,0,0,1935.0
00A6347E-0D45-E911-8120-005056B627E4,0,'',29.0,0,0,0,1200.0
0100691A-79BB-E811-811A-005056B627E6,0,'45 amps',1.0,0,0,0,2280.0
0100691A-79BB-E811-811A-005056B627E6,0,'45 amps',1.0,0,0,0,1935.0
0100691A-79BB-E811-811A-005056B627E6,0,'45 amps',1.0,0,0,0,1200.0
000B46FA-1502-E911-811C-005056B627E4,0,'24-circuit',5.0,0,0,0,2280.0
000B46FA-1502-E911-811C-005056B627E4,0,'24-circuit',5.0,0,0,0,1935.0
000B46FA-1502-E911-811C-005056B627E4,0,'24-circuit',5.0,0,0,0,1200.0
003A2ACF-6A2C-E811-8117-005056B627E4,0,'St Johnson',1.0,0,0,0,2280.0
003A2ACF-6A2C-E811-8117-005056B627E4,0,'St Johnson',1.0,0,0,0,1935.0
003A2ACF-6A2C-E811-8117-005056B627E4,0,'St Johnson',1.0,0,0,0,1200.0
006A58EA-56E8-E811-811A-005056B627E6,0,'1 X 2400A',1.0,0,0,0,2280.0
006A58EA-56E8-E811-811A-005056B627E6,0,'1 X 2400A',1.0,0,0,0,1935.0
006A58EA-56E8-E811-811A-005056B627E6,0,'1 X 2400A',1.0,0,0,0,1200.0
009ECB8A-6F49-E811-8117-005056B627E4,0,'100 amp',2.0,0,0,0,2280.0
009ECB8A-6F49-E811-8117-005056B627E4,0,'100 amp',2.0,0,0,0,1935.0
009ECB8A-6F49-E811-8117-005056B627E4,0,'100 amp',2.0,0,0,0,1200.0
00C09DF4-D2F7-E811-811B-005056B627E4,0,'24 pole 125A',1.0,0,0,0,2280.0
00C09DF4-D2F7-E811-811B-005056B627E4,0,'24 pole 125A',1.0,0,0,0,1935.0
00C09DF4-D2F7-E811-811B-005056B627E4,0,'24 pole 125A',1.0,0,0,0,1200.0
01027011-A116-E811-8117-005056B627E4,0,'2@30A',2.0,0,0,0,2280.0
01027011-A116-E811-8117-005056B627E4,0,'2@30A',2.0,0,0,0,1935.0
01027011-A116-E811-8117-005056B627E4,0,'2@30A',2.0,0,0,0,1200.0
011C487D-E341-E911-811F-005056B627E6,0,'',1.0,0,0,0,2280.0
011C487D-E341-E911-811F-005056B627E6,0,'',1.0,0,0,0,1935.0
011C487D-E341-E911-811F-005056B627E6,0,'',1.0,0,0,0,1200.0
0022955F-B9E1-E711-8116-005056B627E6,0,'8/16',1.0,0,0,0,2280.0
0022955F-B9E1-E711-8116-005056B627E6,0,'8/16',1.0,0,0,0,1935.0
0022955F-B9E1-E711-8116-005056B627E6,0,'8/16',1.0,0,0,0,1200.0
00ED446D-ED44-E811-8117-005056B627E4,3,'',47.0,0,0,57,11.75
0010DA2B-5921-E811-8117-005056B627E4,0,'',20.0,0,0,15,5.0
00C1381B-DC17-E811-8117-005056B627E4,0,"'3x#6,3x3x#10'",4.0,0,0,0,2280.0
00C1381B-DC17-E811-8117-005056B627E4,0,"'3x#6,3x3x#10'",4.0,0,0,0,1935.0
00C1381B-DC17-E811-8117-005056B627E4,0,"'3x#6,3x3x#10'",4.0,0,0,0,1200.0
00C4AABE-8D55-E911-8120-005056B627E4,0,'',497.0,0,53,460,124.25
00F962A4-580B-E811-8117-005056B627E4,0,'30 circuits',1.0,0,0,0,2280.0
00F962A4-580B-E811-8117-005056B627E4,0,'30 circuits',1.0,0,0,0,1935.0
00F962A4-580B-E811-8117-005056B627E4,0,'30 circuits',1.0,0,0,0,1200.0
010745B3-030D-E911-811C-005056B627E4,0,'4/3 riser',1.0,0,0,0,2280.0
010745B3-030D-E911-811C-005056B627E4,0,'4/3 riser',1.0,0,0,0,1935.0
010745B3-030D-E911-811C-005056B627E4,0,'4/3 riser',1.0,0,0,0,1200.0
007820A2-0668-E811-8119-005056B627E6,0,'',3742.0,0,0,482,935.5
007820A2-0668-E811-8119-005056B627E6,0,'',3742.0,0,0,482,935.5
007820A2-0668-E811-8119-005056B627E6,0,'',3742.0,0,0,482,935.5
0083AC4F-B9CC-E811-811B-005056B627E4,0,'',18.0,0,0,0,2280.0
0083AC4F-B9CC-E811-811B-005056B627E4,0,'',18.0,0,0,0,1935.0
0083AC4F-B9CC-E811-811B-005056B627E4,0,'',18.0,0,0,0,1200.0
00B19FB8-2294-E811-8119-005056B627E6,0,'',4.0,0,0,0,2280.0
00B19FB8-2294-E811-8119-005056B627E6,0,'',4.0,0,0,0,1935.0
00B19FB8-2294-E811-8119-005056B627E6,0,'',4.0,0,0,0,1200.0
000F544E-A0FF-E811-811C-005056B627E4,0,'',28.0,0,0,10,7.0
000F544E-A0FF-E811-811C-005056B627E4,0,'',28.0,0,0,10,7.0
005765AE-5D22-E811-8117-005056B627E4,0,'',8.0,0,0,18,2.0
005AB596-3934-E811-8117-005056B627E4,0,"'1 #6 SER , 1 #6 FED'",2.0,0,0,0,2280.0
005AB596-3934-E811-8117-005056B627E4,0,"'1 #6 SER , 1 #6 FED'",2.0,0,0,0,1935.0
005AB596-3934-E811-8117-005056B627E4,0,"'1 #6 SER , 1 #6 FED'",2.0,0,0,0,1200.0
00F63F75-1201-E811-8116-005056B627E6,0,'3 #2 awg',1.0,0,0,0,2280.0
00F63F75-1201-E811-8116-005056B627E6,0,'3 #2 awg',1.0,0,0,0,1935.0
00F63F75-1201-E811-8116-005056B627E6,0,'3 #2 awg',1.0,0,0,0,1200.0
0017299E-3F17-E811-8117-005056B627E4,1,'',242.0,0,1,55,60.5
