dobrundate,job_status,owner_s__phone__,job_status_descrp,latest_action_date,sign_near_highway,rank,dense_rank
2017-08-03 00:00:00,R,2128698580,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/02/2017 00:00:00,,1,1
2017-08-04 00:00:00,R,2039472825,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/03/2017 00:00:00,,1,2
2017-08-04 00:00:00,R,2039472825,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/03/2017 00:00:00,,1,2
2017-08-17 00:00:00,R,5163435050,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/16/2017 00:00:00,,1,3
2017-08-18 00:00:00,R,2126092656,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/17/2017 00:00:00,,1,4
2017-08-18 00:00:00,R,2126092656,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/17/2017 00:00:00,,1,4
2017-08-18 00:00:00,R,2126092656,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/17/2017 00:00:00,,1,4
2017-08-18 00:00:00,R,2126092656,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/17/2017 00:00:00,,1,4
2017-08-18 00:00:00,R,7189831100,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/17/2017 00:00:00,,1,4
2017-08-18 00:00:00,R,7189831100,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/17/2017 00:00:00,,1,4
2017-08-19 00:00:00,R,2122161796,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/18/2017 00:00:00,,1,5
2017-08-19 00:00:00,R,2122161796,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/18/2017 00:00:00,,1,5
2017-08-19 00:00:00,R,6462440901,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/18/2017 00:00:00,,1,5
2017-08-29 00:00:00,R,3474686615,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/28/2017 00:00:00,,1,6
2017-08-31 00:00:00,R,6099242262,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/30/2017 00:00:00,,1,8
2017-08-31 00:00:00,R,6099242262,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/30/2017 00:00:00,,1,8
2017-08-31 00:00:00,R,6099242262,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/30/2017 00:00:00,,1,8
2017-08-31 00:00:00,R,6099242262,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/30/2017 00:00:00,,1,8
2017-08-31 00:00:00,R,6099242262,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/30/2017 00:00:00,,1,8
2017-08-31 00:00:00,R,6099242262,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/30/2017 00:00:00,,1,8
2017-09-01 00:00:00,R,2127443300,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/31/2017 00:00:00,,1,9
2017-09-01 00:00:00,R,2127443300,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/31/2017 00:00:00,,1,9
2017-09-01 00:00:00,R,2127443300,PERMIT ISSUED - ENTIRE JOB/WORK         ,08/31/2017 00:00:00,,1,9
2017-09-07 00:00:00,R,9174462632,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/06/2017 00:00:00,,1,10
2017-09-07 00:00:00,R,2125639290,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/06/2017 00:00:00,,1,10
2017-09-15 00:00:00,R,6306238437,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/14/2017 00:00:00,,3,13
2017-09-15 00:00:00,R,6306238437,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/14/2017 00:00:00,,3,13
2017-09-20 00:00:00,R,5165265955,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/19/2017 00:00:00,,1,14
2017-09-20 00:00:00,R,5165265955,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/19/2017 00:00:00,,1,14
2017-09-20 00:00:00,R,5165265955,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/19/2017 00:00:00,,1,14
2017-09-20 00:00:00,R,2126970696,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/19/2017 00:00:00,,1,14
2017-09-23 00:00:00,R,2125030909,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/22/2017 00:00:00,,1,15
2017-09-15 00:00:00,R,6306238437,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/22/2017 00:00:00,,1,15
2017-09-15 00:00:00,R,6306238437,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/22/2017 00:00:00,,1,15
2017-09-26 00:00:00,R,7184940717,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/25/2017 00:00:00,,1,16
2017-09-27 00:00:00,R,9142888100,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/26/2017 00:00:00,,1,17
2017-09-29 00:00:00,R,5164292244,PERMIT ISSUED - ENTIRE JOB/WORK         ,09/28/2017 00:00:00,,1,18
2017-10-04 00:00:00,R,7182246300,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/03/2017 00:00:00,,1,19
2017-09-13 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,APPLICATION PROCESSED - ENTIRE          ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,APPLICATION PROCESSED - ENTIRE          ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,APPLICATION PROCESSED - ENTIRE          ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,APPLICATION PROCESSED - ENTIRE          ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
2017-10-05 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
2017-10-05 00:00:00,R,2124881645,PLAN EXAM - DISAPPROVED                 ,10/04/2017 00:00:00,,1,20
2017-10-05 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
2017-10-05 00:00:00,R,2124881645,PLAN EXAM - DISAPPROVED                 ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,APPLICATION PROCESSED - ENTIRE          ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
2017-09-13 00:00:00,R,2124881645,PERMIT ISSUED - ENTIRE JOB/WORK         ,10/04/2017 00:00:00,,1,20
