organization_id,created_at,updated_at,details,name,external_id,source_relation
370326104793,2020-02-13 22:45:02,2020-02-13 22:45:02,,name1,,zendesk.public
370326181493,2020-02-13 22:50:18,2020-02-13 22:50:18,,name2,,zendesk.public
370325990093,2020-02-13 22:19:31,2020-02-13 22:19:31,,name3,,zendesk.public
370557178694,2020-11-18 21:11:48,2020-11-18 21:59:43,,name4,,zendesk.public
370326279253,2020-02-13 23:01:03,2020-02-13 23:01:03,,name5,,zendesk.public
370324281773,2020-02-11 05:51:37,2020-06-11 21:41:32,,name6,,zendesk.public
370325960473,2020-02-13 21:25:16,2020-02-13 21:25:16,,name7,,zendesk.public
370326052813,2020-02-13 22:31:14,2020-02-13 22:31:14,,name8,,zendesk.public
370326014913,2020-02-13 22:26:05,2020-02-13 22:26:05,,name9,,zendesk.public
370301409353,2019-12-16 23:28:32,2019-12-16 23:28:32,,name10,,zendesk.public
