ticket_comment_id,_fivetran_synced,_fivetran_deleted,body,created_at,is_public,ticket_id,user_id,is_facebook_comment,is_tweet,is_voice_comment,source_relation
1030820361033,2020-03-05 04:47:57.58,,body1,2020-02-11 07:49:14,t,1077,402935450113,f,f,f,zendesk.public
1198167194074,2020-09-07 08:09:18.997,,body2,2020-06-26 20:47:27,t,7636,413068955393,f,f,f,zendesk.public
1227221959693,2020-09-02 14:08:34.41,,body3,2020-07-21 19:33:46,t,7367,413068955393,f,f,f,zendesk.public
1227005852153,2020-09-02 14:08:34.41,,body4,2020-07-21 17:07:54,t,7367,413068955393,f,f,f,zendesk.public
1225658181514,2020-09-02 14:08:34.41,,body5,2020-07-20 20:16:47,t,7367,413068955393,f,f,f,zendesk.public
1189989966994,2020-09-07 08:09:18.991,,body6,2020-06-19 20:40:41,t,7636,413068955393,f,f,f,zendesk.public
1228317430153,2020-09-02 14:08:34.412,,body7,2020-07-22 16:41:28,t,7367,413068955393,f,f,f,zendesk.public
1227234557733,2020-09-02 14:08:34.411,,body8,2020-07-21 19:43:27,t,7367,413068955393,f,f,f,zendesk.public
1227270483653,2020-09-02 14:08:34.411,,body9,2020-07-21 20:07:17,t,7367,413068955393,f,f,f,zendesk.public
1335841328993,2020-11-04 14:09:01.386,,body10,2020-10-19 13:56:05,t,13628,424142574593,f,f,f,zendesk.public
1338387572833,2020-11-04 14:09:01.388,,body11,2020-10-21 09:08:41,t,13628,424142574593,f,f,f,zendesk.public
1326976058654,2020-11-06 14:09:43.392,,body12,2020-10-11 13:13:55,t,13095,423362500353,f,f,f,zendesk.public
1326333791494,2020-10-26 02:11:04.021,,body13,2020-10-10 15:40:36,t,13057,423362500353,f,f,f,zendesk.public
1326246720513,2020-10-26 02:11:04.021,,body14,2020-10-10 14:39:46,t,13057,423362500353,f,f,f,zendesk.public
1326861102034,2020-11-06 14:09:43.391,,body15,2020-10-11 08:02:56,t,13095,423362500353,f,f,f,zendesk.public
1326864438354,2020-11-06 14:09:43.391,,body16,2020-10-11 08:08:54,t,13095,423362500353,f,f,f,zendesk.public
1350940278314,2020-11-15 08:12:04.339,,body17,2020-11-01 02:20:20,t,14352,423362500353,f,f,f,zendesk.public
1326296442114,2020-11-06 14:09:43.388,,body18,2020-10-10 14:51:51,t,13095,423362500353,f,f,f,zendesk.public
1326862829914,2020-10-26 02:11:04.025,,body19,2020-10-11 08:05:48,t,13057,423362500353,f,f,f,zendesk.public
1326808961753,2020-10-26 02:11:04.023,,body20,2020-10-11 07:53:43,t,13057,423362500353,f,f,f,zendesk.public
