ad_group_id,campaign_id,date,keyword_id,_fivetran_synced,ad_keyword_status,campaign_budget_amount,campaign_budget_currency_code,campaign_budget_type,clicks,cost,impressions,keyword_bid,keyword_type,match_type,targeting
421,2187,2022-07-12,9101112,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,45,76.5,15800,6,EXACT,EXACT,x wing parts
421,2187,2022-07-14,9101112,2022-10-14 12:07:33.194,ENABLED,2000,USD,DAILY_BUDGET,38,64.6,13200,6,EXACT,EXACT,x wing parts
421,2187,2022-08-12,9101112,2022-10-14 11:58:17.363,ENABLED,2000,USD,DAILY_BUDGET,28,47.6,9800,6,EXACT,EXACT,x wing parts
421,2187,2022-08-14,9101112,2022-10-14 11:58:17.135,ENABLED,2000,USD,DAILY_BUDGET,32,54.4,11200,6,EXACT,EXACT,x wing parts
421,2187,2022-08-19,9101112,2022-10-14 11:39:03.769,ENABLED,2000,USD,DAILY_BUDGET,35,59.5,12400,6,EXACT,EXACT,x wing parts
421,2187,2022-08-20,9101112,2022-10-14 11:39:04.144,ENABLED,2000,USD,DAILY_BUDGET,30,51,10800,6,EXACT,EXACT,x wing parts
421,2187,2022-08-21,9101112,2022-10-14 11:39:04.36,ENABLED,2000,USD,DAILY_BUDGET,26,44.2,9200,6,EXACT,EXACT,x wing parts
421,2187,2022-08-22,9101112,2022-10-14 11:39:04.566,ENABLED,2000,USD,DAILY_BUDGET,33,56.1,11600,6,EXACT,EXACT,x wing parts
421,2187,2022-08-23,9101112,2022-10-14 11:40:57.989,ENABLED,2000,USD,DAILY_BUDGET,29,49.3,10400,6,EXACT,EXACT,x wing parts
421,2187,2022-08-24,9101112,2022-10-14 11:40:58.049,ENABLED,2000,USD,DAILY_BUDGET,31,52.7,11000,6,EXACT,EXACT,x wing parts
421,2187,2022-07-13,1234,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,22,37.4,8500,5.5,EXACT,EXACT,b wing parts
421,2187,2022-07-18,1234,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,25,42.5,9400,5.5,EXACT,EXACT,b wing parts
421,2187,2022-08-15,1234,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,20,34,7800,5.5,EXACT,EXACT,b wing parts
421,2187,2022-08-20,1234,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,23,39.1,8700,5.5,EXACT,EXACT,b wing parts
421,2187,2022-07-14,5678,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,18,30.6,7200,5,EXACT,EXACT,y wing parts
421,2187,2022-07-19,5678,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,21,35.7,8100,5,EXACT,EXACT,y wing parts
421,2187,2022-08-16,5678,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,17,28.9,6800,5,EXACT,EXACT,y wing parts
421,2187,2022-08-21,5678,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,19,32.3,7500,5,EXACT,EXACT,y wing parts
422,2187,2022-07-15,1235,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,24,40.8,9100,5.2,EXACT,EXACT,starfighter parts
422,2187,2022-07-20,1235,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,27,45.9,10200,5.2,EXACT,EXACT,starfighter parts
422,2187,2022-08-17,1235,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,22,37.4,8600,5.2,EXACT,EXACT,starfighter parts
422,2187,2022-07-16,1236,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,26,44.2,9500,5.8,BROAD,BROAD,fighter pilot
422,2187,2022-07-21,1236,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,29,49.3,10600,5.8,BROAD,BROAD,fighter pilot
422,2187,2022-08-18,1236,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,24,40.8,9000,5.8,BROAD,BROAD,fighter pilot
423,2187,2022-07-17,1237,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,28,47.6,10100,6.2,PHRASE,PHRASE,space combat
423,2187,2022-07-22,1237,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,31,52.7,11300,6.2,PHRASE,PHRASE,space combat
423,2187,2022-08-19,1237,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,26,44.2,9400,6.2,PHRASE,PHRASE,space combat
423,2187,2022-07-18,1238,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,25,42.5,9200,5.9,EXACT,EXACT,rebel alliance
423,2187,2022-07-23,1238,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,28,47.6,10400,5.9,EXACT,EXACT,rebel alliance
423,2187,2022-08-20,1238,2022-10-14 12:07:33.105,ENABLED,2000,USD,DAILY_BUDGET,23,39.1,8700,5.9,EXACT,EXACT,rebel alliance
501,5555,2022-11-20,1239,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,20,34,7500,4.8,EXACT,EXACT,millennium falcon
501,5555,2022-11-25,1239,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,24,40.8,8900,4.8,EXACT,EXACT,millennium falcon
501,5555,2022-12-01,1239,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,22,37.4,8200,4.8,EXACT,EXACT,millennium falcon
501,5555,2022-12-05,1239,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,26,44.2,9600,4.8,EXACT,EXACT,millennium falcon
501,5555,2022-11-22,1240,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,18,30.6,7000,5.1,BROAD,BROAD,smuggler ship
501,5555,2022-11-28,1240,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,21,35.7,8100,5.1,BROAD,BROAD,smuggler ship
501,5555,2022-12-03,1240,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,19,32.3,7600,5.1,BROAD,BROAD,smuggler ship
502,5555,2022-11-23,1241,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,23,39.1,8500,5.5,PHRASE,PHRASE,premium spacecraft
502,5555,2022-11-29,1241,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,27,45.9,9800,5.5,PHRASE,PHRASE,premium spacecraft
502,5555,2022-12-04,1241,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,25,42.5,9100,5.5,PHRASE,PHRASE,premium spacecraft
502,5555,2022-11-24,1242,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,22,37.4,8200,6,EXACT,EXACT,fast ship
502,5555,2022-11-30,1242,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,26,44.2,9500,6,EXACT,EXACT,fast ship
502,5555,2022-12-06,1242,2022-12-13 17:20:57.42,ENABLED,250,USD,DAILY_BUDGET,24,40.8,8900,6,EXACT,EXACT,fast ship
