id,last_updated_date,_fivetran_synced,ad_group_id,asin,campaign_id,creation_date,serving_status,sku,state
77,2022-07-11 22:38:17.125000,2022-12-13 17:11:51.373,421,DEF456,2187,2022-07-11 22:38:17.125000,CAMPAIGN_PAUSED,,enabled
88,2022-07-11 22:38:17.125000,2022-12-13 17:11:51.373,421,GHI789,2187,2022-07-11 22:38:17.125000,CAMPAIGN_PAUSED,,enabled
89,2022-07-11 22:38:17.125000,2022-12-13 17:11:51.373,422,JKL012,2187,2022-07-11 22:38:17.125000,AD_STATUS_LIVE,,enabled
90,2022-07-11 22:38:17.125000,2022-12-13 17:11:51.373,422,MNO345,2187,2022-07-11 22:38:17.125000,AD_STATUS_LIVE,,enabled
91,2022-07-11 22:38:17.125000,2022-12-13 17:11:51.373,423,PQR678,2187,2022-07-11 22:38:17.125000,AD_STATUS_LIVE,,enabled
92,2022-07-11 22:38:17.125000,2022-12-13 17:11:51.373,423,STU901,2187,2022-07-11 22:38:17.125000,AD_STATUS_LIVE,,enabled
8108,2022-11-09 14:37:06.258000,2022-12-13 17:11:51.378,501,ABC123,5555,2022-11-09 14:37:06.258000,AD_STATUS_LIVE,,enabled
8109,2022-11-09 14:37:06.258000,2022-12-13 17:11:51.378,502,VWX234,5555,2022-11-09 14:37:06.258000,AD_STATUS_LIVE,,enabled
8110,2022-11-09 14:37:06.258000,2022-12-13 17:11:51.378,502,YZA567,5555,2022-11-09 14:37:06.258000,AD_STATUS_LIVE,,enabled
8111,2022-07-15 10:20:00.000000,2022-12-13 17:11:51.373,503,BCD890,2188,2022-07-15 10:20:00.000000,AD_STATUS_LIVE,,enabled
8112,2022-07-15 10:20:00.000000,2022-12-13 17:11:51.373,503,EFG123,2188,2022-07-15 10:20:00.000000,AD_STATUS_LIVE,,enabled
8113,2022-07-15 10:20:00.000000,2022-12-13 17:11:51.373,504,HIJ456,2188,2022-07-15 10:20:00.000000,AD_STATUS_LIVE,,enabled
8114,2022-07-15 10:20:00.000000,2022-12-13 17:11:51.373,504,KLM789,2188,2022-07-15 10:20:00.000000,AD_STATUS_LIVE,,enabled
8115,2022-07-20 14:00:00.000000,2022-12-13 17:11:51.373,505,NOP012,2189,2022-07-20 14:00:00.000000,AD_STATUS_LIVE,,enabled
8116,2022-07-20 14:00:00.000000,2022-12-13 17:11:51.373,506,QRS345,2189,2022-07-20 14:00:00.000000,AD_STATUS_LIVE,,enabled
8117,2022-08-01 09:00:00.000000,2022-12-13 17:11:51.373,507,TUV678,2190,2022-08-01 09:00:00.000000,AD_STATUS_LIVE,,enabled
8118,2022-08-01 09:00:00.000000,2022-12-13 17:11:51.373,508,WXY901,2190,2022-08-01 09:00:00.000000,AD_STATUS_LIVE,,enabled
8119,2022-08-05 11:00:00.000000,2022-12-13 17:11:51.373,509,ZAB234,2191,2022-08-05 11:00:00.000000,AD_STATUS_LIVE,,enabled
8120,2022-08-05 11:00:00.000000,2022-12-13 17:11:51.373,510,CDE567,2191,2022-08-05 11:00:00.000000,AD_STATUS_LIVE,,enabled
8121,2022-08-10 13:00:00.000000,2022-12-13 17:11:51.373,511,FGH890,2192,2022-08-10 13:00:00.000000,AD_STATUS_LIVE,,enabled
8122,2022-08-10 13:00:00.000000,2022-12-13 17:11:51.373,512,IJK123,2192,2022-08-10 13:00:00.000000,AD_STATUS_LIVE,,enabled
8123,2022-08-12 15:00:00.000000,2022-12-13 17:11:51.373,513,LMN456,2193,2022-08-12 15:00:00.000000,AD_STATUS_LIVE,,enabled
8124,2022-08-12 15:00:00.000000,2022-12-13 17:11:51.373,514,OPQ789,2193,2022-08-12 15:00:00.000000,AD_STATUS_LIVE,,enabled
8125,2022-08-15 10:00:00.000000,2022-12-13 17:11:51.373,515,RST012,2194,2022-08-15 10:00:00.000000,AD_STATUS_LIVE,,enabled
8126,2022-08-15 10:00:00.000000,2022-12-13 17:11:51.373,516,UVW345,2194,2022-08-15 10:00:00.000000,AD_STATUS_LIVE,,enabled
8127,2022-08-18 12:00:00.000000,2022-12-13 17:11:51.373,517,XYZ678,2195,2022-08-18 12:00:00.000000,AD_STATUS_LIVE,,enabled
8128,2022-08-18 12:00:00.000000,2022-12-13 17:11:51.373,518,ABC901,2195,2022-08-18 12:00:00.000000,AD_STATUS_LIVE,,enabled
8129,2022-08-20 14:00:00.000000,2022-12-13 17:11:51.373,519,DEF234,2196,2022-08-20 14:00:00.000000,AD_STATUS_LIVE,,enabled
8130,2022-08-20 14:00:00.000000,2022-12-13 17:11:51.373,520,GHI567,2196,2022-08-20 14:00:00.000000,AD_STATUS_LIVE,,enabled
8131,2022-08-22 16:00:00.000000,2022-12-13 17:11:51.373,521,JKL890,2197,2022-08-22 16:00:00.000000,AD_STATUS_LIVE,,enabled
8132,2022-08-22 16:00:00.000000,2022-12-13 17:11:51.373,522,MNO123,2197,2022-08-22 16:00:00.000000,AD_STATUS_LIVE,,enabled
8133,2022-08-25 11:00:00.000000,2022-12-13 17:11:51.373,523,PQR456,2198,2022-08-25 11:00:00.000000,AD_STATUS_LIVE,,enabled
8134,2022-08-25 11:00:00.000000,2022-12-13 17:11:51.373,524,STU789,2198,2022-08-25 11:00:00.000000,AD_STATUS_LIVE,,enabled
