person_id,delivery_2,wkday_weight,no_travel_2,end_day,delivery_3,day_num,is_complete,no_travel_4,num_trips,shop_online,num_complete_trip_surveys,delivery_7
2200364901,0,79.89209542,995,1,0,6,1,995,13,0,13.0,0
2201475101,1,0.0,995,1,0,3,0,995,9,1,7.0,0
2200076801,0,0.0,995,3,0,3,1,995,10,0,10.0,0
2201161901,0,0.0,995,1,0,3,1,995,2,0,2.0,0
2200765401,0,88.68651182,995,2,0,7,1,995,5,0,5.0,0
2200258301,0,2567.772449,995,1,0,2,1,995,5,1,5.0,1
2200589601,0,2280.522903,995,1,0,2,1,995,2,1,2.0,1
2200589601,0,0.0,0,1,0,3,0,0,0,0,0.0,1
2200010501,0,0.0,995,1,0,5,1,995,12,0,12.0,0
2200525801,0,0.0,0,1,0,6,1,1,0,0,0.0,0
2200127601,0,0.0,995,2,0,3,1,995,4,0,4.0,0
2200564801,0,386.9435219,995,3,0,7,1,995,33,0,33.0,0
2200322301,0,0.0,995,1,0,6,0,995,16,0,1.0,0
2200798201,0,0.0,995,1,0,7,0,995,0,1,0.0,0
2200798201,0,0.0,995,997,0,6,0,995,0,0,0.0,0
2200053301,0,479.8578584,995,1,0,6,1,995,6,0,6.0,0
2200161101,0,0.0,0,1,0,6,1,1,0,0,0.0,0
2200721701,0,177.5990475,995,1,0,1,1,995,6,0,6.0,0
2201114901,0,561.9354396,995,1,0,4,1,995,1,1,1.0,1
2200429301,0,0.0,0,1,0,3,1,1,0,0,0.0,0
2201518301,0,44.23905556,0,1,0,5,1,0,0,0,0.0,0
2200161101,0,0.0,0,1,0,7,0,0,0,0,0.0,0
2200803101,0,44.30810599,995,1,0,3,1,995,6,0,6.0,0
2201444801,0,0.0,0,1,0,2,1,1,0,0,0.0,0
2200765401,0,0.0,995,3,0,5,0,995,0,0,0.0,0
2200853301,0,44.35124941,995,1,0,6,1,995,3,0,3.0,0
2200649101,0,593.6710476,995,1,0,7,1,995,13,0,13.0,0
2200429301,0,50.97581239,995,1,0,7,1,995,9,0,9.0,0
2200395301,1,241.6829281,0,1,0,1,1,0,0,1,0.0,0
2201404601,0,1571.987771,995,1,0,5,1,995,4,0,4.0,0
2201038801,0,0.0,995,1,0,3,1,995,8,0,8.0,0
2201114901,0,0.0,995,1,0,5,0,995,0,1,0.0,0
2200012801,0,1163.731813,995,1,0,1,1,995,5,1,5.0,0
2200046001,0,59.1234881,995,1,0,2,1,995,5,0,5.0,0
2200973901,0,249.7845441,995,1,0,1,1,995,2,0,2.0,0
2200923801,0,83.2071011,995,1,0,1,1,995,7,0,7.0,0
2200378501,0,0.0,995,997,0,5,1,995,8,0,8.0,0
2201249801,0,44.29881707,995,1,0,7,1,995,8,0,8.0,0
2200181701,0,0.0,0,1,0,1,0,0,0,1,0.0,0
2200920301,0,2194.990507,995,1,0,2,1,995,3,0,3.0,0
2200130601,0,0.0,995,1,0,7,0,995,6,0,5.0,0
2201444801,0,66.63656276,0,1,0,6,1,1,0,0,0.0,0
2201284501,0,0.0,995,1,0,2,0,995,3,0,2.0,0
2200513501,0,0.0,0,1,0,3,1,1,0,0,0.0,0
2200893701,0,624.6566444,995,1,0,7,1,995,11,0,11.0,0
2200198901,0,132.9265835,995,1,0,6,1,995,5,0,5.0,0
2200849101,0,0.0,995,1,0,1,0,995,2,0,1.0,0
2201489201,0,66.53173204,0,1,0,7,1,1,0,0,0.0,0
2201252201,0,134.7531757,995,1,0,7,1,995,2,0,2.0,0
2200853301,0,44.35124941,995,1,0,5,1,995,7,0,7.0,0
2201518301,0,0.0,995,1,0,3,1,995,4,0,4.0,0
2200606301,0,0.0,995,997,0,4,1,995,2,0,2.0,0
2200599401,0,0.0,995,1,0,7,1,995,8,0,8.0,0
2200502201,0,2926.432106,995,1,0,6,1,995,2,0,2.0,0
2201032101,0,44.24838607,995,1,0,2,1,995,10,0,10.0,0
