source_relation,date_day,account_name,account_id,country_code,profile_id,portfolio_name,portfolio_id,campaign_name,campaign_id,ad_group_name,ad_group_id,keyword_id,keyword_text,match_type,serving_status,state,search_term,targeting,cost,clicks,impressions,purchases_30_d,sales_30_d
"",2022-08-19,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,1238,rebel alliance,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,rebel alliance,rebel alliance,32.3,19,7600,,
"",2022-08-15,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,exact,CAMPAIGN_PAUSED,enabled,x wing parts,x wing parts,42.5,25,9200,,
"",2022-11-29,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,1241,premium spacecraft,phrase,TARGETING_CLAUSE_STATUS_LIVE,enabled,premium spacecraft,premium spacecraft,39.1,23,8500,,
"",2022-08-13,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,1234,b wing parts,exact,CAMPAIGN_PAUSED,enabled,b wing parts,b wing parts,32.3,19,7600,,
"",2022-08-10,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,1234,b wing parts,exact,CAMPAIGN_PAUSED,enabled,b wing parts,b wing parts,27.2,16,6500,,
"",2022-08-24,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,1234,b wing parts,exact,CAMPAIGN_PAUSED,enabled,b wing parts,b wing parts,23.8,14,6400,,
"",2022-11-20,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1239,millennium falcon,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,millennium falcon,millennium falcon,28.9,17,6500,,
"",2022-11-23,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,1241,premium spacecraft,phrase,TARGETING_CLAUSE_STATUS_LIVE,enabled,premium spacecraft,premium spacecraft,32.3,19,7400,,
"",2022-12-03,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1240,smuggler ship,broad,TARGETING_CLAUSE_STATUS_LIVE,enabled,smuggler ship,smuggler ship,27.2,16,6600,,
"",2022-07-18,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,1234,b wing parts,exact,CAMPAIGN_PAUSED,enabled,b wing parts,b wing parts,34,20,8000,,
"",2022-11-22,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1240,smuggler ship,broad,TARGETING_CLAUSE_STATUS_LIVE,enabled,smuggler ship,smuggler ship,25.5,15,6100,,
"",2022-12-04,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,1241,premium spacecraft,phrase,TARGETING_CLAUSE_STATUS_LIVE,enabled,premium spacecraft,premium spacecraft,35.7,21,7900,,
"",2022-07-17,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,1237,space combat,phrase,TARGETING_CLAUSE_STATUS_LIVE,enabled,space combat,space combat,40.8,24,8800,,
"",2022-08-17,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,1236,fighter pilot,broad,TARGETING_CLAUSE_STATUS_LIVE,enabled,fighter pilot,fighter pilot,34,20,7800,,
"",2022-07-16,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,1236,fighter pilot,broad,TARGETING_CLAUSE_STATUS_LIVE,enabled,fighter pilot,fighter pilot,37.4,22,8200,,
"",2022-11-30,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,1242,fast ship,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,fast ship,fast ship,37.4,22,8200,,
"",2022-07-20,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,1235,starfighter parts,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,starfighter parts,starfighter parts,39.1,23,8900,,
"",2022-07-15,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,1235,starfighter parts,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,starfighter parts,starfighter parts,34,20,7800,,
"",2022-12-05,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1239,millennium falcon,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,millennium falcon,millennium falcon,37.4,22,8300,,
"",2022-08-18,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,1234,b wing parts,exact,CAMPAIGN_PAUSED,enabled,b wing parts,b wing parts,28.9,17,7100,,
"",2022-08-23,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,1234,b wing parts,exact,CAMPAIGN_PAUSED,enabled,b wing parts,b wing parts,25.5,15,6800,,
"",2022-07-23,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,1238,rebel alliance,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,rebel alliance,rebel alliance,40.8,24,9100,,
"",2022-07-18,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,1238,rebel alliance,exact,TARGETING_CLAUSE_STATUS_LIVE,enabled,rebel alliance,rebel alliance,35.7,21,8000,,
"",2022-08-20,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,1234,b wing parts,exact,CAMPAIGN_PAUSED,enabled,b wing parts,b wing parts,35.7,21,8300,,
"",2022-08-20,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,exact,CAMPAIGN_PAUSED,enabled,x wing parts,x wing parts,47.6,28,10400,,
"",2022-08-20,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,5678,y wing parts,exact,CAMPAIGN_PAUSED,enabled,y wing parts,y wing parts,27.2,16,6600,,
"",2022-07-14,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,5678,y wing parts,exact,CAMPAIGN_PAUSED,enabled,y wing parts,y wing parts,25.5,15,6200,,
