source_relation,ad_group_id,ad_keyword_status,campaign_budget_amount,campaign_budget_currency_code,campaign_budget_type,campaign_id,clicks,cost,date_day,impressions,keyword_bid,keyword_id,search_term,targeting,purchases_30_d,sales_30_d
"",421,,2000,USD,DAILY_BUDGET,2187,35,59.5,2022-07-12,12500,6,9101112,x wing parts,x wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,30,51,2022-07-14,10800,6,9101112,x wing parts,x wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,25,42.5,2022-08-15,9200,6,9101112,x wing parts,x wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,28,47.6,2022-08-20,10400,6,9101112,x wing parts,x wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,22,37.4,2022-08-25,8600,6,9101112,x wing parts,x wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,18,30.6,2022-07-13,7200,5.5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,20,34,2022-07-18,8000,5.5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,16,27.2,2022-08-10,6500,5.5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,19,32.3,2022-08-13,7600,5.5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,17,28.9,2022-08-18,7100,5.5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,21,35.7,2022-08-20,8300,5.5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,15,25.5,2022-08-23,6800,5.5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,14,23.8,2022-08-24,6400,5.5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,15,25.5,2022-07-14,6200,5,5678,y wing parts,y wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,17,28.9,2022-07-19,7000,5,5678,y wing parts,y wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,13,22.1,2022-08-17,5800,5,5678,y wing parts,y wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,16,27.2,2022-08-20,6600,5,5678,y wing parts,y wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,14,23.8,2022-08-24,6100,5,5678,y wing parts,y wing parts,,
"",422,,2000,USD,DAILY_BUDGET,2187,20,34,2022-07-15,7800,5.2,1235,starfighter parts,starfighter parts,,
"",422,,2000,USD,DAILY_BUDGET,2187,23,39.1,2022-07-20,8900,5.2,1235,starfighter parts,starfighter parts,,
"",422,,2000,USD,DAILY_BUDGET,2187,18,30.6,2022-08-16,7300,5.2,1235,starfighter parts,starfighter parts,,
"",422,,2000,USD,DAILY_BUDGET,2187,22,37.4,2022-07-16,8200,5.8,1236,fighter pilot,fighter pilot,,
"",422,,2000,USD,DAILY_BUDGET,2187,25,42.5,2022-07-21,9300,5.8,1236,fighter pilot,fighter pilot,,
"",422,,2000,USD,DAILY_BUDGET,2187,20,34,2022-08-17,7800,5.8,1236,fighter pilot,fighter pilot,,
"",423,,2000,USD,DAILY_BUDGET,2187,24,40.8,2022-07-17,8800,6.2,1237,space combat,space combat,,
"",423,,2000,USD,DAILY_BUDGET,2187,27,45.9,2022-07-22,9900,6.2,1237,space combat,space combat,,
"",423,,2000,USD,DAILY_BUDGET,2187,22,37.4,2022-08-18,8200,6.2,1237,space combat,space combat,,
"",423,,2000,USD,DAILY_BUDGET,2187,21,35.7,2022-07-18,8000,5.9,1238,rebel alliance,rebel alliance,,
"",423,,2000,USD,DAILY_BUDGET,2187,24,40.8,2022-07-23,9100,5.9,1238,rebel alliance,rebel alliance,,
"",423,,2000,USD,DAILY_BUDGET,2187,19,32.3,2022-08-19,7600,5.9,1238,rebel alliance,rebel alliance,,
"",501,,250,USD,DAILY_BUDGET,5555,17,28.9,2022-11-20,6500,4.8,1239,millennium falcon,millennium falcon,,
"",501,,250,USD,DAILY_BUDGET,5555,20,34,2022-11-25,7700,4.8,1239,millennium falcon,millennium falcon,,
"",501,,250,USD,DAILY_BUDGET,5555,18,30.6,2022-12-01,7100,4.8,1239,millennium falcon,millennium falcon,,
"",501,,250,USD,DAILY_BUDGET,5555,22,37.4,2022-12-05,8300,4.8,1239,millennium falcon,millennium falcon,,
"",501,,250,USD,DAILY_BUDGET,5555,15,25.5,2022-11-22,6100,5.1,1240,smuggler ship,smuggler ship,,
"",501,,250,USD,DAILY_BUDGET,5555,18,30.6,2022-11-28,7000,5.1,1240,smuggler ship,smuggler ship,,
"",501,,250,USD,DAILY_BUDGET,5555,16,27.2,2022-12-03,6600,5.1,1240,smuggler ship,smuggler ship,,
"",502,,250,USD,DAILY_BUDGET,5555,19,32.3,2022-11-23,7400,5.5,1241,premium spacecraft,premium spacecraft,,
"",502,,250,USD,DAILY_BUDGET,5555,23,39.1,2022-11-29,8500,5.5,1241,premium spacecraft,premium spacecraft,,
"",502,,250,USD,DAILY_BUDGET,5555,21,35.7,2022-12-04,7900,5.5,1241,premium spacecraft,premium spacecraft,,
"",502,,250,USD,DAILY_BUDGET,5555,18,30.6,2022-11-24,7100,6,1242,fast ship,fast ship,,
"",502,,250,USD,DAILY_BUDGET,5555,22,37.4,2022-11-30,8200,6,1242,fast ship,fast ship,,
"",502,,250,USD,DAILY_BUDGET,5555,20,34,2022-12-06,7700,6,1242,fast ship,fast ship,,
