source_relation,keyword_id,ad_group_id,bid,campaign_id,creation_date,keyword_text,last_updated_date,match_type,native_language_keyword,serving_status,state,native_language_locale,is_most_recent_record
"",1234,421,5.5,2187,2022-07-11 22:38:16.775000,b wing parts,2022-07-13 15:21:15.060000,exact,,CAMPAIGN_PAUSED,enabled,,t
"",1234,421,5,2187,2022-07-11 22:38:16.775000,b wing parts,2022-07-11 22:38:16.775000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,f
"",1235,422,5.2,2187,2022-07-11 22:38:16.775000,starfighter parts,2022-07-11 22:38:16.775000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1236,422,5.8,2187,2022-07-11 22:38:16.775000,fighter pilot,2022-07-11 22:38:16.775000,broad,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1237,423,6.2,2187,2022-07-11 22:38:16.775000,space combat,2022-07-11 22:38:16.775000,phrase,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1238,423,5.9,2187,2022-07-11 22:38:16.775000,rebel alliance,2022-07-11 22:38:16.775000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1239,501,4.8,5555,2022-11-09 14:37:05.332000,millennium falcon,2022-11-09 14:37:05.332000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1240,501,5.1,5555,2022-11-09 14:37:05.332000,smuggler ship,2022-11-09 14:37:05.332000,broad,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1241,502,5.5,5555,2022-11-09 14:37:05.332000,premium spacecraft,2022-11-09 14:37:05.332000,phrase,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
"",1242,502,6,5555,2022-11-09 14:37:05.332000,fast ship,2022-11-09 14:37:05.332000,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,,t
