newbldgtxb,appl_id,owner_stat,abt_pct2,calced_abt,rsnbl_cost,appliedrate,adjbase_av,calcedrate,sqftroof,avg_unitav,lsareatax,mcicost,yrabtpct,remain_pool
0,,,0.0,0.0,0,0.0,0,0.0,0,243007.47,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,119574.56,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,119574.56,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,243007.47,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,143514.38,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,243007.47,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,129316.36,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,143514.38,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,126605.73,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,243007.47,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,123245.32,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,219622.02,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,119574.56,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,219622.02,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,219622.02,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,243007.47,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,243007.47,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,119574.56,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,119574.56,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,126605.73,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,129316.36,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,147302.37,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,219622.02,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,126605.73,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,219622.02,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,143514.38,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,220162.16,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,220162.16,0.0,0,0.0,0.0
0,,,0.0,0.0,0,0.0,0,0.0,0,122638.06,0.0,0,0.0,0.0
