created_at,pull_request_id,requested_id,_fivetran_synced,actor_id,removed
2020-11-15 02:33:59,397243513,2722259,2019-10-31 12:54:45,20294432,f
2020-11-15 02:33:59,513089546,46937486,2020-11-21 02:21:52,57712,f
2020-11-15 02:33:59,516988925,65564846,2020-07-31 00:55:02,57712,f
2020-11-15 02:33:59,446976630,38415991,2020-04-03 13:02:00,57712,f
2020-11-15 02:33:59,510125345,57712,2018-12-26 15:33:43,10001014,f
2020-11-15 02:33:59,506214621,53189100,2020-09-02 10:38:11,10001014,f
2020-11-15 02:33:59,471134918,10001014,2020-02-08 01:09:58,10001014,f
2020-11-15 02:33:59,404525850,8586263,2020-06-09 19:46:22,10001014,f
2020-11-15 02:33:59,406785281,56058603,2020-03-03 18:26:26,10001014,f
2019-10-21 06:58:41,458713125,54036902,2019-03-17 19:20:31,10001014,f
2020-11-10 15:31:56,521867065,53189100,2019-08-27 16:37:56,10001014,f
2020-08-16 04:43:15,408105961,8586263,2019-10-09 09:00:45,10001014,f
2019-05-31 08:54:10,403763510,57712,2020-05-19 07:22:55,10001014,f
2020-02-19 23:34:27,451099299,46937486,2019-08-18 12:54:31,10001014,f
2019-11-09 01:09:49,451101939,65564846,2020-06-30 11:31:26,10001014,f
2020-07-20 08:37:41,406785281,2722259,2020-08-04 07:53:47,10001014,f
2019-07-20 09:08:43,407571247,56058603,2020-06-10 14:03:37,10001014,f
2020-10-13 16:15:00,407306468,2722259,2019-01-02 20:20:40,10001014,f
2019-05-02 04:43:36,446881428,71421982,2020-03-13 04:36:32,10001014,f
2019-07-31 23:54:46,512495423,71422035,2019-11-08 13:45:43,65564846,f
2020-01-02 02:46:15,513326833,71422035,2020-06-18 15:58:56,65564846,f
2019-06-22 11:12:21,513325989,56058603,2019-06-25 22:58:27,65564846,f
2020-11-10 14:07:24,512405831,71422052,2018-12-14 17:49:50,65564846,f
2020-04-11 16:29:10,513186968,38415991,2019-06-09 18:14:08,65564846,f
2020-05-11 09:58:03,516345075,71422052,2020-05-28 02:07:08,65564846,f
2019-03-02 11:54:10,516347967,46937486,2019-01-29 01:21:16,65564846,f
2020-07-10 08:20:54,518860614,65564846,2019-03-26 10:49:12,65564846,f
2019-10-30 15:52:38,514402778,25577608,2018-12-20 01:57:32,65564846,f
2020-04-16 17:14:16,515055172,71421982,2018-12-11 15:24:24,65564846,f
2019-11-17 13:31:23,514307531,2722259,2019-08-18 06:20:30,65564846,f
2020-01-12 20:32:57,513228215,10001014,2019-01-05 12:11:27,65564846,f
2020-01-03 05:49:47,516351583,57712,2019-07-19 11:15:36,65564846,f
2020-02-07 04:30:39,516236540,2722259,2019-09-25 15:51:58,65564846,f
2019-03-23 01:52:34,514322474,2722259,2020-01-09 09:41:14,65564846,f
2019-11-22 07:49:49,410396941,10001014,2020-05-19 18:18:25,54283769,f
2020-02-04 13:52:56,436709462,65564846,2020-04-14 01:03:16,54283769,f
2019-04-14 10:09:20,407306468,2722259,2019-02-01 03:23:41,54283769,f
2019-04-04 17:11:36,410360774,10001014,2019-10-27 21:41:35,54283769,f
2019-01-11 10:17:31,426881751,10001014,2020-11-10 19:09:19,54283769,f
2020-05-13 06:03:16,427371354,10001014,2019-04-09 05:06:52,54283769,f
2020-05-10 01:54:37,442423917,65564846,2020-06-25 21:45:32,54283769,f
