id,body,commit_sha,state,submitted_at,user_id,pull_request_id-_fivetran_synced
388529549,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,03af0b99df6c83e239da903e872c2e5f316c89cb,COMMENTED,2019-03-06 20:03:50,2722259,397243513-2019-05-14 20:04:03
419690060,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,a0644769340773c8b2cdd35563290bb384f2cd71,APPROVED,2020-04-15 04:54:46,46937486,513089546-2019-05-28 08:14:46
403026460,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,41053836e454a80d6f72350d16793893b4afff27,APPROVED,2019-08-15 12:37:47,65564846,516988925-2020-10-04 00:17:40
395632662,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,fc324a4bb2936805495c0b2e69e167340413ee43,COMMENTED,2020-02-04 23:51:47,38415991,446976630-2019-06-26 12:23:33
395943518,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,fc324a4bb2936805495c0b2e69e167340413ee43,COMMENTED,2020-11-03 20:52:55,57712,510125345-2019-11-30 04:28:07
395943445,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,fc324a4bb2936805495c0b2e69e167340413ee43,COMMENTED,2019-02-25 08:44:48,53189100,506214621-2020-10-11 01:53:38
423821312,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,fc8d1f7f0d60b661096a591b8df9f62bec773e8c,APPROVED,2020-01-24 09:16:18,10001014,471134918-2019-09-12 16:54:04
402215657,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8e82ae666fd5eab2ed3d50376bcf2d7f9e0e46aa,COMMENTED,2018-12-17 10:04:49,8586263,404525850-2019-08-17 22:15:01
402212433,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8e82ae666fd5eab2ed3d50376bcf2d7f9e0e46aa,COMMENTED,2019-08-12 08:19:48,71421982,406785281-2019-08-23 16:17:00
402214641,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,8e82ae666fd5eab2ed3d50376bcf2d7f9e0e46aa,COMMENTED,2018-11-25 01:12:06,56058603,458713125-2020-03-31 17:19:51
423522366,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,813a406bcbe995b289aa5dcf80cde143781f3258,APPROVED,2019-11-13 12:24:03,10001014,426881751-2020-07-02 15:12:13
468875251,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,deabb26d12c8b97a79acb369061d157f78b17d91,COMMENTED,2019-08-12 11:34:40,54036902,469099817-2019-08-12 05:54:54
488011703,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,f59403cd05bd1ce8d32dfc4b53005862df539365,COMMENTED,2019-02-26 20:11:28,54036902,486782772-2019-03-19 01:50:42
488195547,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,f59403cd05bd1ce8d32dfc4b53005862df539365,COMMENTED,2019-06-16 16:20:50,54036902,486782772-2019-03-05 13:13:14
488194984,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,f59403cd05bd1ce8d32dfc4b53005862df539365,COMMENTED,2020-08-28 08:18:52,54036902,486782772-2019-10-03 03:01:08
488010880,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,f59403cd05bd1ce8d32dfc4b53005862df539365,COMMENTED,2019-01-27 18:15:34,54036902,486782772-2019-04-13 21:03:51
488012094,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,f59403cd05bd1ce8d32dfc4b53005862df539365,COMMENTED,2020-08-05 18:05:15,54036902,486782772-2020-07-14 16:45:14
488020383,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,9820c438501a95886d8a20f21d3013ccb0e230cb,COMMENTED,2020-11-01 08:27:01,54036902,486789941-2019-10-13 08:37:10
465438225,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,11c455444e76c0c0c70edf1abe068f50fccba08e,COMMENTED,2020-03-12 21:44:02,54036902,466361150-2019-01-09 11:39:07
465438930,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ea1c514f35964b9722be7908d64230b5b15a5abe,COMMENTED,2020-09-20 20:18:38,54036902,466361150-2019-03-23 20:14:20
465437473,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,11c455444e76c0c0c70edf1abe068f50fccba08e,COMMENTED,2019-08-22 06:00:37,54036902,466361150-2020-01-12 05:21:46
468877148,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,b6e98340afc3408a027690f679c0124b2855b55f,COMMENTED,2019-10-03 23:35:26,54036902,469101406-2020-10-30 04:55:29
466188667,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,933b4ff0d87cde94de9bb8a221b7c04d6aa8c9f9,APPROVED,2019-06-08 01:09:01,65564846,458713125-2020-08-23 13:30:24
522963632,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,5ca3fb8d9338ae6136a48461dfd8b7c6c96211f5,COMMENTED,2019-09-02 03:53:07,65564846,514322474-2019-05-30 00:31:58
466193092,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ea1c514f35964b9722be7908d64230b5b15a5abe,COMMENTED,2019-12-13 04:10:52,65564846,466361150-2020-03-03 06:38:37
466194404,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ea1c514f35964b9722be7908d64230b5b15a5abe,COMMENTED,2019-12-15 20:28:45,65564846,466361150-2020-09-16 09:30:35
466193387,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,ea1c514f35964b9722be7908d64230b5b15a5abe,COMMENTED,2019-06-07 13:43:01,65564846,466361150-2019-05-16 03:22:36
530497221,0218b23413f10827d03f748387594143297c44760190d137eb7bf4992368f254,2a5b123fc627874025f8b24995b3cc9ad85bae1a,COMMENTED,2019-11-19 23:03:01,65564846,518860614-2020-07-02 13:00:47
530518172,77d168c301e7bbc16919540e58c2b130357cba06ac783324ae0af5891feda790,f2728fa11cb81abc5d4312f03ff558b1ea87e179,APPROVED,2019-10-28 01:26:13,65564846,518860614-2020-08-09 15:43:42
530494894,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2a5b123fc627874025f8b24995b3cc9ad85bae1a,COMMENTED,2020-10-10 02:17:21,65564846,518860614-2019-12-09 15:16:20
435232965,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,3ca35e9a6b7cb54d05fb2d3e6577bc97c22e03bb,COMMENTED,2019-04-30 12:32:50,65564846,436709462-2020-05-11 08:24:04
435233512,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,3ca35e9a6b7cb54d05fb2d3e6577bc97c22e03bb,APPROVED,2019-12-26 18:18:01,65564846,436709462-2019-10-09 03:47:31
466940353,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,28d46c7899ebf30cf0dd3234ed07e25f346fca52,APPROVED,2019-11-09 01:02:47,65564846,467054681-2020-04-03 22:38:21
521881242,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e306f24ea63debd89d240837a20b9d2bcf607648,COMMENTED,2019-02-09 01:22:21,65564846,513186968-2020-11-16 04:13:21
521043880,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e2c01ee97331357006418a0efb5d177a03330bc7,COMMENTED,2019-04-02 16:37:43,65564846,513186968-2019-05-26 23:47:43
521886510,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,4abb1205f2cc89b47f5bb36afb5a5960a13246b6,COMMENTED,2019-01-02 11:03:07,65564846,513228215-2019-04-15 10:21:09
521062060,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,4abb1205f2cc89b47f5bb36afb5a5960a13246b6,COMMENTED,2020-07-03 20:26:03,65564846,513228215-2020-10-18 14:14:02
521883462,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,4abb1205f2cc89b47f5bb36afb5a5960a13246b6,COMMENTED,2020-07-22 14:03:01,65564846,513228215-2019-12-05 15:31:52
397832088,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,f13e32635ce97fd526c57ffd18402d84cdda284a,APPROVED,2020-06-14 12:39:28,2722259,406785281-2019-12-27 02:31:46
