job__,total_floor_area
110458843,0.0
320836690,0.0
340820437,0.0
440686385,0.0
301864631,6515.0
321740167,0.0
240278150,0.0
301782514,0.0
500730480,0.0
340744350,0.0
421737044,0.0
103646333,0.0
440673923,0.0
301810413,0.0
123480072,0.0
301776086,0.0
240308403,0.0
420994393,0.0
102626669,0.0
301798650,0.0
122984841,0.0
301777432,0.0
121789323,0.0
540197883,0.0
321051721,0.0
240304247,0.0
301857355,0.0
140922893,0.0
500631710,2230.0
301860369,3604.0
110199419,0.0
440697079,0.0
321969633,0.0
121189178,0.0
301774202,2082.0
301781588,0.0
301782033,0.0
301854660,4738.0
301816630,4930.0
340778297,0.0
301794146,0.0
301807310,0.0
520451494,0.0
301876334,0.0
301833853,0.0
340841254,0.0
421382827,0.0
301852181,0.0
340811170,0.0
301864338,0.0
