ppt_id,site_id,city,tablet_status,wifi_status_date,latitude,longitude,address,corner,rank,dense_rank
125476,si-02-125476,New York,,2023-04-17 06:00:00.629,40.590983,-74.100732,19 SEAVIEW AVENUE,NE,1,1
108373,qu-01-108373,New York,up,2023-04-17 06:00:00.629,40.76272,-73.926808,29-01 BROADWAY,NE,1,1
120768,mn-12-120768,New York,up,2023-04-17 06:00:00.629,40.84808255,-73.93451006,1380 ST. NICHOLAS AVENUE,NE,1,1
120755,mn-12-120755,New York,up,2023-04-17 06:00:00.629,40.84475573,-73.93684737,565 WEST 174 STREET,NE,1,1
145980,qu-01-145980,New York,up,2023-04-17 06:00:00.629,40.75195044,-73.93337963,39-27 31 STREET,SE,1,1
141537,qu-12-141537,New York,up,2023-04-17 06:00:00.629,40.7043551,-73.79786531,161-21 JAMAICA AVENUE,NW,1,1
123720,qu-12-123720,New York,up,2023-04-17 06:00:00.629,40.7136082,-73.7559382,204-01 JAMAICA AVENUE,,1,1
150744,si-01-150744,New York,up,2023-04-17 06:00:00.629,40.612231,-74.1301262,1970 VICTORY BOULEVARD,MIDBLOCK,1,1
125118,qu-01-125118,New York,up,2023-04-17 06:00:00.629,40.76266328,-73.91254129,43-02 30 AVENUE,SE,1,1
120942,mn-08-120942,New York,up,2023-04-17 06:00:00.629,40.768093,-73.968364,21 EAST 66 STREET,NW,1,1
134640,mn-07-134640,New York,up,2023-04-17 06:00:00.629,40.78769783,-73.97141311,574 COLUMBUS AVENUE,SW,1,1
120277,mn-07-120277,New York,up,2023-04-17 06:00:00.629,40.800681,-73.96826,251 WEST 105 STREET,NW,1,1
146076,mn-11-146076,New York,up,2023-04-17 06:00:00.629,40.80009573,-73.93860514,2182 3 AVENUE,MIDBLOCK,1,1
133415,mn-07-133415,New York,up,2023-04-17 06:00:00.629,40.78622273,-73.97799347,2298 BROADWAY,SE,1,1
153718,qu-12-153718,New York,up,2023-04-17 06:00:00.629,40.7069302,-73.8022297,87-89 PARSONS BOULEVARD,NE,1,1
120451,mn-12-120451,New York,up,2023-04-17 06:00:00.629,40.83328532,-73.94509159,580 WEST 156 STREET,SE,1,1
145846,qu-06-145846,New York,up,2023-04-17 06:00:00.629,40.726495,-73.853138,100-26 QUEENS BOULEVARD,SW,1,1
136360,qu-04-136360,New York,up,2023-04-17 06:00:00.629,40.74679775,-73.89121486,74-04 ROOSEVELT AVENUE,SE,1,1
119832,mn-08-119832,New York,up,2023-04-17 06:00:00.629,40.78276562,-73.95125729,1644 3 AVENUE,NW,1,1
111054,qu-03-111054,New York,up,2023-04-17 06:00:00.629,40.74825267,-73.87871569,87-15 ROOSEVELT AVENUE,MIDBLOCK,1,1
120242,mn-11-120242,New York,up,2023-04-17 06:00:00.629,40.80383351,-73.93810707,133 EAST 124 STREET,NW,1,1
120347,mn-12-120347,New York,up,2023-04-17 06:00:00.629,40.834974,-73.945436,3 EDWARD MORGAN PLACE,SE,1,1
128371,qu-09-128371,New York,up,2023-04-17 06:00:00.629,40.71316697,-73.82980897,80-55 KEW GARDENS ROAD,NE,1,1
