building_id,medical_office_weekly,current_water_period_ending,period_ending_date,warehouse_unrefrigerated_5,warehouse_unrefrigerated_2,multifamily_home_laundry,census_tract,warehouse_unrefrigerated_1,bank_financial_institution_4,warehouse_unrefrigerated_3,supermarkets_grocery_workers,retail_weekly_operating_hours,state,current_total_ghg_emissions,warehouse_unrefrigerated_6,bbl,retail_gross_floor_area_sq,multifamily_home_number_of,borough,retail_walk_in_refrig_density,hotel_number_of_rooms,multifamily_home_percent,current_total_source_energy,parking_non_enclosed_floor,national_average_site_eui,multifamily_home_percent_1,multifamily_home_dishwashers,postcode
2668357,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,47.0,7.0,,,,,65.0,New York,3225.24,,1000310001.0,13659.0,23.0,MANHATTAN,0.0,,0.0,83454968.6,,,5.0,493.0,10005
2693142,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,12.0,171.0,,,,,,New York,1002.85,,1012450003.0,,20.0,MANHATTAN,,,0.0,15556012.1,,,25.0,84.0,10024
2666530,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,24.0,214.0,,,,,,New York,3848.04,,1017370025.0,,17.0,MANHATTAN,,,0.0,96489183.6,,,13.0,270.0,10037
2661647,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,3.0,245.0,,,,,65.0,New York,414.51,,1021370046.0,3820.0,6.0,MANHATTAN,0.0,,0.0,7018358.0,,,24.0,6.0,10032
2656885,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,20.0,120.0,,,,,,New York,607.84,,1014000001.0,,14.0,MANHATTAN,,,0.0,10246953.4,,,4.0,19.0,10065
2643994,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,39902.0,,,,,,New York,107.85,,2030220010.0,,,BRONX,,,,3457141.5,,,,,10458
2665924,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,19.0,,,,,,65.0,New York,3997.88,,,12526.0,14.0,,0.0,,0.0,92609109.8,0.0,,19.0,110.0,10025
2672551,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,10.0,161.0,,,,,,New York,593.84,,1011290039.0,,17.0,MANHATTAN,,,0.0,11219479.7,,,15.0,75.0,10024
2674055,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,9.0,137.0,,,,,65.0,New York,695.14,,1010087502.0,5165.0,16.0,MANHATTAN,0.0,,0.0,14538649.6,,,8.0,40.0,10019
2680006,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,6.0,,,,,,,New York,1440.31,,,,39.0,,,,0.0,41584153.7,,,4.0,234.0,10022
2656376,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,4.0,479.0,,,,,,New York,573.34,,4024740022.0,,7.0,QUEENS,,,0.0,10540113.8,0.0,,8.0,0.0,11373
2668349,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,7.0,42902.0,,,,,,New York,449.1,,2033480060.0,,6.0,BRONX,,,0.0,7085075.7,,,5.0,0.0,10467
2704884,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,19.0,128.0,,,,,65.0,New York,1134.11,,1014060017.0,10526.0,22.0,MANHATTAN,0.0,,0.0,24964151.9,,,7.0,100.0,10021
2550071,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,147.0,,,,,,New York,,,1011510017.0,,,MANHATTAN,,,,,,110.7,,,10019
2693026,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,7.0,16001.0,,,,,,New York,621.36,,1015060069.0,,15.0,MANHATTAN,,,0.0,10670360.2,,,5.0,39.0,10128
2678532,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,8.0,16001.0,,,,,,New York,337.33,,1015030014.0,,16.0,MANHATTAN,,,0.0,8417330.3,,,14.0,38.0,10128
2668380,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,12.0,118.0,,,,,,New York,376.09,,1014410031.0,,13.0,MANHATTAN,,,0.0,7136313.8,,,5.0,0.0,10021
2658041,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,21303.0,,,,,,New York,447.52,,1019680044.0,,6.0,MANHATTAN,,,0.0,7162779.2,,,5.0,0.0,10027
2656633,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,1.0,108.0,,,,,,New York,558.76,,1013500014.0,,35.0,MANHATTAN,,,0.0,12643069.3,,,9.0,34.0,10022
2721534,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,9.0,494.0,,,,,,New York,482.33,,3053570030.0,,6.0,BROOKLYN,,,0.0,11195110.2,,,5.0,30.0,11218
2669318,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,3.0,1163.0,,,,,,New York,362.79,,4050140001.0,,6.0,QUEENS,,,0.0,8704436.2,0.0,,5.0,0.0,11354
2656411,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,4.0,71305.0,,,,,,New York,405.68,,4031710001.0,,7.0,QUEENS,,,0.0,7347117.3,0.0,,10.0,0.0,11375
2658583,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,247.0,,,,,,New York,787.42,,1021360111.0,,6.0,MANHATTAN,,,0.0,14615198.7,,,5.0,0.0,10032
2665783,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,6.0,67.0,,,,,65.0,New York,636.46,,1005270027.0,12107.0,6.0,MANHATTAN,0.0,,0.0,13586460.9,,,17.0,0.0,10014
2656369,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,1.0,152.0,,,,,,New York,1469.73,,1015860021.0,,17.0,MANHATTAN,,,0.0,34605276.2,0.0,,6.0,185.0,10128
2665906,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,19.0,118.0,,,,,65.0,New York,1000.61,,1014390030.0,9407.0,21.0,MANHATTAN,0.0,,0.0,22132027.7,0.0,,16.0,158.0,10065
2711414,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,51002.0,,,,,,New York,434.8,,3051010033.0,,6.0,BROOKLYN,,,,10081627.1,,,,0.0,11226
2682375,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,12.0,1134.0,,,,,,New York,725.74,,3037850001.0,,6.0,BROOKLYN,,,0.0,17209667.3,0.0,,7.0,0.0,11207
2661403,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,52.0,,,,,,New York,445.72,,2037110040.0,,3.0,BRONX,,,0.0,7017618.8,,,5.0,0.0,10472
2657973,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,97.0,,,,,,New York,317.59,,1007537502.0,,10.0,MANHATTAN,,,0.0,6191799.1,,,5.0,0.0,10001
2662128,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,,,,,,,New York,334.37,,,,4.0,,,,0.0,6120808.4,,,32.0,18.0,11415
2662246,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,170.0,,,,,,New York,,,1016560001.0,,,MANHATTAN,,,,,,,,,10029
2653832,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,7.0,160.0,,,,,,New York,426.47,,2054810048.0,,6.0,BRONX,,,0.0,7614704.7,0.0,,5.0,0.0,10465
2679677,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,6.0,154.0,,,,,65.0,New York,1229.11,,1015540023.0,8545.0,32.0,MANHATTAN,0.0,,0.0,35289977.4,,,5.0,120.0,10128
2721706,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,9.0,213.0,,,,,,New York,645.93,,3011920085.0,,6.0,BROOKLYN,,,0.0,14941445.1,0.0,,5.0,20.0,11225
2675771,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,9.0,15002.0,,,,,65.0,New York,1053.72,,1015000015.0,5200.0,17.0,MANHATTAN,0.0,,0.0,18384400.9,,,14.0,90.0,10128
2718606,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,20.0,122.0,,,,,,New York,926.52,,1013830001.0,,20.0,MANHATTAN,,,0.0,18977031.3,,,7.0,96.0,10065
2672569,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,10.0,137.0,,,,,,New York,630.41,,1010300048.0,,17.0,MANHATTAN,,,0.0,13453251.9,,,5.0,20.0,10019
2679429,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,163.0,,,,,,New York,581.87,,1011660035.0,,,MANHATTAN,,,,14350949.7,,104.0,,,10023
2661208,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,419.0,,,,,,New York,564.95,,2033350005.0,,5.0,BRONX,,,0.0,9537908.3,,,5.0,0.0,10467
2670958,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,28.0,15001.0,,,,,65.0,New York,3100.72,,1014970009.0,17304.0,15.0,MANHATTAN,0.0,,0.0,56754275.5,0.0,,35.0,270.0,10028
2662287,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,170.0,,,,,,New York,,,1016560001.0,,,MANHATTAN,,,,,,,,,10029
2661185,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,431.0,,,,,,New York,513.24,,2033290010.0,,6.0,BRONX,,,0.0,8888782.8,,,5.0,0.0,10467
2665482,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,1.0,265.0,,,,,65.0,New York,954.77,,1021760074.0,4770.0,6.0,MANHATTAN,0.0,,0.0,13910444.5,,,5.0,0.0,10033
2694235,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,8.0,68.0,,,,,,New York,381.74,,1008820028.0,,6.0,MANHATTAN,,,0.0,6956157.1,,,25.0,30.0,10016
2665497,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,40.0,,,,,65.0,New York,602.14,,1004680027.0,4283.0,6.0,MANHATTAN,0.0,,0.0,10050830.7,,,5.0,0.0,10003
2665876,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,5.0,80.0,,,,,65.0,New York,697.82,,1008920001.0,289.0,17.0,MANHATTAN,0.0,,0.0,13702789.8,,,17.0,0.0,10016
2682274,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,6.0,890.0,,,,,,New York,426.59,,3047170011.0,,6.0,BROOKLYN,,,0.0,11235678.8,0.0,,5.0,0.0,11212
2661182,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,40304.0,,,,,,New York,430.87,,2033160033.0,,5.0,BRONX,,,0.0,7115337.5,,,5.0,0.0,10468
2680672,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,43.0,,,,,65.0,New York,563.89,,1004970001.0,8000.0,,MANHATTAN,0.0,,,13995862.7,,114.2,,,10012
2670610,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,19.0,91.0,,,,,65.0,New York,1132.48,,1007720056.0,10000.0,18.0,MANHATTAN,0.0,,0.0,22065048.9,,,7.0,8.0,10011
2661429,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,5001.0,,,,,,New York,516.17,,2037130032.0,,3.0,BRONX,,,0.0,8190367.2,,,5.0,0.0,10472
2682163,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,1502.0,,,,,65.0,New York,1415.55,,1000640012.0,22536.0,,MANHATTAN,0.0,,,43157791.1,,98.7,,,10038
2612368,,2011-02-28T00:00:00.000,2010-12-31T00:00:00.000,,,,131.0,,,,,,New York,11752.33,,1010050001.0,,,MANHATTAN,,1756.0,,311373945.6,,99.0,,,10019
2704890,65.0,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,6.0,78.0,,,,,,New York,989.39,,1009157501.0,,22.0,MANHATTAN,,,0.0,32924996.2,,,17.0,191.0,10016
2682235,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,9.0,,,,,,,New York,852.78,,,,11.0,,,,0.0,15622514.1,,,4.0,0.0,10002
2686077,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,13.0,10602.0,,,,,,New York,1409.74,,1014560026.0,,20.0,MANHATTAN,,,0.0,21263767.9,0.0,,7.0,135.0,10065
2650286,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,0.0,,,,,,,New York,347.13,,,,6.0,,,,0.0,6171133.6,,,5.0,0.0,10452
2643965,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,,241.0,,,,,,New York,538.48,,2028540056.0,,,BRONX,,,,9262263.7,,,,,10453
2668317,,2200-01-01T00:00:00.000,2010-12-31T00:00:00.000,,,5.0,419.0,,,,,,New York,494.24,,2033260155.0,,6.0,BRONX,,,0.0,7886159.9,,,5.0,0.0,10467
