latitude,longitude,borough,zip,serves_food
40.642793,-74.07873,staten is,10301.0,False
40.812512,-73.92039,bronx,10454.0,False
40.826354,-73.921024,bronx,10451.0,False
,,,,False
40.670723,-73.874208,brooklyn,11208.0,False
,,,,False
40.69087,-73.797493,queens,11435.0,False
40.823998,-73.873893,bronx,10473.0,False
40.70727,-74.004314,manhattan,10038.0,False
40.714472,-73.992767,manhattan,10002.0,False
,,,,False
,,,,False
40.716083,-74.001425,manhattan,10013.0,False
40.688806,-73.992806,brooklyn,11201.0,False
40.753432,-73.925705,queens,11101.0,False
40.892227,-73.853672,bronx,10466.0,False
40.69737,-73.913171,brooklyn,11237.0,False
40.648666,-73.975542,brooklyn,11218.0,False
40.690073,-73.988923,brooklyn,11201.0,False
,,,,False
,,,,False
40.851063,-73.908004,bronx,10453.0,False
40.608511,-74.102067,staten is,10301.0,False
40.8609,-73.891931,bronx,10458.0,False
40.686273,-73.950194,brooklyn,11216.0,False
40.715046,-74.005591,manhattan,10007.0,False
40.674102,-73.913273,brooklyn,11233.0,False
40.714054,-73.982797,manhattan,10002.0,False
40.690765,-73.971376,brooklyn,11205.0,False
40.75909,-73.834194,queens,11354.0,False
40.846147,-73.841824,bronx,10461.0,False
40.809488,-73.945496,manhattan,10027.0,False
,,,,False
40.645821,-74.077908,staten is,10301.0,False
40.667252,-73.952195,brooklyn,11225.0,False
40.668072,-73.89317,brooklyn,11207.0,False
,,,,False
,,,,False
40.59571,-73.77501,queens,11691.0,False
40.683768,-73.85688,queens,11416.0,False
40.806654,-73.955649,manhattan,10026.0,False
40.708356,-74.014814,manhattan,10006.0,False
40.857445,-73.927816,manhattan,10040.0,False
40.700432,-73.961086,brooklyn,11249.0,False
40.706449,-74.012761,manhattan,10004.0,False
40.620525,-73.959285,brooklyn,11230.0,False
40.855656,-73.895978,bronx,10457.0,False
40.85359,-73.900575,bronx,10457.0,False
40.815449,-73.944061,manhattan,10030.0,False
40.849581,-73.883698,bronx,10460.0,False
40.679222,-73.922031,brooklyn,11233.0,False
40.804377,-73.913804,bronx,10454.0,False
40.690018,-73.986701,brooklyn,11201.0,False
,,,,False
40.70438,-74.006427,manhattan,10005.0,False
40.826235,-73.920529,bronx,10451.0,False
40.714959,-73.831999,queens,11375.0,False
40.766264,-73.930709,queens,11106.0,False
40.820781,-73.851007,bronx,10473.0,False
40.630799,-73.918478,brooklyn,11203.0,False
40.826235,-73.920529,bronx,10451.0,False
40.707346,-74.010997,manhattan,10005.0,False
40.576239,-73.988218,brooklyn,11224.0,False
40.757661,-73.990832,manhattan,10036.0,False
40.674606,-73.895074,brooklyn,11207.0,False
40.57648,-73.986033,brooklyn,11224.0,False
40.872611,-73.883574,bronx,10458.0,False
40.855855,-73.92712,manhattan,10040.0,False
40.805258,-73.938875,manhattan,10035.0,False
40.703702,-73.808746,queens,11435.0,False
40.828395,-73.905632,bronx,10456.0,False
40.759456,-73.993015,manhattan,10036.0,False
,,,,False
40.814959,-73.919676,bronx,10455.0,False
40.862719,-73.900956,bronx,10468.0,False
40.813002,-73.953849,manhattan,10027.0,False
40.866706,-73.923948,manhattan,10034.0,False
40.68581,-73.980385,brooklyn,11217.0,False
40.818874,-73.905927,bronx,10456.0,False
40.603391,-73.751324,queens,11432.0,False
40.80951,-73.945547,manhattan,10027.0,False
40.696324,-73.97578,brooklyn,11205.0,False
40.65742,-73.874727,brooklyn,11239.0,False
40.576725,-74.100726,staten is,10306.0,False
40.714472,-73.992767,manhattan,10002.0,False
40.815426,-73.908281,bronx,10455.0,False
40.738033,-74.000603,manhattan,10011.0,False
40.698581,-73.940736,brooklyn,11206.0,False
40.726374,-73.865401,queens,11374.0,False
40.807516,-73.929123,bronx,10454.0,False
,,,,False
40.576702,-73.984006,brooklyn,11224.0,False
40.668708,-73.908414,brooklyn,11212.0,False
