journal_id,created_date_utc,journal_date,journal_number,reference,source_id,source_type,source_relation,journal_line_id,account_code,account_id,account_name,account_type,description,gross_amount,net_amount,tax_amount,tax_name,tax_type,account_class,invoice_id,bank_transaction_id,bank_transfer_id,manual_journal_id,payment_id,credit_note_id,region,department,location,project,contact_id,contact_name
68eb5372-b99f-43ed-8b58-cbd22d5d957f,2020-07-13 13:16:19.393 UTC,2020-07-12,847,,000469e9-3580-4c72-bfb8-fe46e25eb08b,ACCPAY,"",e257b479-bd63-447d-8fc4-1cd48bd2232e,429,d458d8e1-e5ac-4d74-8c3d-966c7c45c866,General Expenses,EXPENSE,,561.76,497.14,64.62,Tax Exempt,NONE,EXPENSE,000469e9-3580-4c72-bfb8-fe46e25eb08b,,,,,,,,,,2df6f223-e233-4dbd-a967-32e7c14903a2,83NSDzLI4BejpCNEtXBpYA==
8b9c77c3-158b-4a83-8f93-11e6618ed6d3,2021-01-17 20:29:43.037 UTC,2020-07-12,1424,,000469e9-3580-4c72-bfb8-fe46e25eb08b,ACCPAY,"",7056d749-aac2-4029-a9fc-b2d8f142682d,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,Sales Tax,CURRLIAB,,-64.62,-64.62,0,,,LIABILITY,000469e9-3580-4c72-bfb8-fe46e25eb08b,,,,,,,,,,2df6f223-e233-4dbd-a967-32e7c14903a2,83NSDzLI4BejpCNEtXBpYA==
68eb5372-b99f-43ed-8b58-cbd22d5d957f,2020-07-13 13:16:19.393 UTC,2020-07-12,847,,000469e9-3580-4c72-bfb8-fe46e25eb08b,ACCPAY,"",896b41d0-93b0-49d0-85b8-e62b01f0ea54,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,Sales Tax,CURRLIAB,,64.62,64.62,0,,,LIABILITY,000469e9-3580-4c72-bfb8-fe46e25eb08b,,,,,,,,,,2df6f223-e233-4dbd-a967-32e7c14903a2,83NSDzLI4BejpCNEtXBpYA==
7530997b-8450-4f81-b969-de731b1df28b,2021-01-17 20:29:43.023 UTC,2020-07-12,1425,,000469e9-3580-4c72-bfb8-fe46e25eb08b,ACCPAY,"",70283d90-d67d-4c7f-873b-cfa793dd0f81,493,c867a284-39b9-469a-9e3c-da80a9003c9d,Travel - National,EXPENSE,,561.76,497.14,64.62,Tax Exempt,NONE,EXPENSE,000469e9-3580-4c72-bfb8-fe46e25eb08b,,,,,,,,,,2df6f223-e233-4dbd-a967-32e7c14903a2,83NSDzLI4BejpCNEtXBpYA==
68eb5372-b99f-43ed-8b58-cbd22d5d957f,2020-07-13 13:16:19.393 UTC,2020-07-12,847,,000469e9-3580-4c72-bfb8-fe46e25eb08b,ACCPAY,"",49966d51-236b-4cca-b062-6a57ec82699c,800,2279e376-30cc-40d0-8715-21ae95286fb3,Accounts Payable,CURRLIAB,,-561.76,-561.76,0,,,LIABILITY,000469e9-3580-4c72-bfb8-fe46e25eb08b,,,,,,,,,,2df6f223-e233-4dbd-a967-32e7c14903a2,83NSDzLI4BejpCNEtXBpYA==
7530997b-8450-4f81-b969-de731b1df28b,2021-01-17 20:29:43.023 UTC,2020-07-12,1425,,000469e9-3580-4c72-bfb8-fe46e25eb08b,ACCPAY,"",2d7cbc7c-a845-45a6-bb48-71ec8a21a333,800,2279e376-30cc-40d0-8715-21ae95286fb3,Accounts Payable,CURRLIAB,,-561.76,-561.76,0,,,LIABILITY,000469e9-3580-4c72-bfb8-fe46e25eb08b,,,,,,,,,,2df6f223-e233-4dbd-a967-32e7c14903a2,83NSDzLI4BejpCNEtXBpYA==
8b9c77c3-158b-4a83-8f93-11e6618ed6d3,2021-01-17 20:29:43.037 UTC,2020-07-12,1424,,000469e9-3580-4c72-bfb8-fe46e25eb08b,ACCPAY,"",5dd26f97-00ff-4285-be0e-9dceec162fb9,800,2279e376-30cc-40d0-8715-21ae95286fb3,Accounts Payable,CURRLIAB,,561.76,561.76,0,,,LIABILITY,000469e9-3580-4c72-bfb8-fe46e25eb08b,,,,,,,,,,2df6f223-e233-4dbd-a967-32e7c14903a2,83NSDzLI4BejpCNEtXBpYA==
7530997b-8450-4f81-b969-de731b1df28b,2021-01-17 20:29:43.023 UTC,2020-07-12,1425,,000469e9-3580-4c72-bfb8-fe46e25eb08b,ACCPAY,"",df6a247a-c6dc-483d-b9e1-6b61fb958b7f,820,b32c4064-cec9-4536-a0a3-bdbcb977eaa2,Sales Tax,CURRLIAB,,64.62,64.62,0,,,LIABILITY,000469e9-3580-4c72-bfb8-fe46e25eb08b,,,,,,,,,,2df6f223-e233-4dbd-a967-32e7c14903a2,83NSDzLI4BejpCNEtXBpYA==
8b9c77c3-158b-4a83-8f93-11e6618ed6d3,2021-01-17 20:29:43.037 UTC,2020-07-12,1424,,000469e9-3580-4c72-bfb8-fe46e25eb08b,ACCPAY,"",0e6636f6-ce47-45a9-85bd-d7aa63c3c55f,429,d458d8e1-e5ac-4d74-8c3d-966c7c45c866,General Expenses,EXPENSE,,-561.76,-497.14,-64.62,Tax Exempt,NONE,EXPENSE,000469e9-3580-4c72-bfb8-fe46e25eb08b,,,,,,,,,,2df6f223-e233-4dbd-a967-32e7c14903a2,83NSDzLI4BejpCNEtXBpYA==
9e18dfd0-a0fe-45b9-a4ab-2c7c74e6c052,2020-05-29 13:17:29.880 UTC,2020-05-31,736,,012c6caf-bd7a-4f50-9112-7ca0d295e082,ACCREC,"",b0fc6b36-6c77-4315-a6f4-213a5e553ff9,200,2852bb10-c600-4d14-a4c0-68289738f686,Sales,REVENUE,,-5154,-5154,0,Tax on Sales,OUTPUT,REVENUE,012c6caf-bd7a-4f50-9112-7ca0d295e082,,,,,,,,,,a28a5c68-9539-4067-b42d-a539cac18719,l8hjYxRfAEAalH9m5DP/6Q==
