source_relation,keyword_id,account_id,date_day,ad_group_id,criterion_id,campaign_id,clicks,spend,impressions,conversions,conversions_value,view_through_conversions
"",WHHodUavHRH/1UxKGWLBdCZNsmU=,2121450128,2021-03-15,23289504013,59284563270,344106493,8,19.4300000000000000,52,0,0,0
"",QytuZ7V47EKeeaajQEmN0QtAkEA=,2121450128,2021-03-19,23289504013,59284563270,344106493,12,18.8500000000000000,57,0,0,0
"",6Xs8r/CkYBdYVbKv/ab9EL0KxWo=,2121450128,2021-01-22,23289504013,59284563270,344106493,11,8.9400000000000000,64,0,0,0
"",2eGe0jJlsJn2AjDb7EYkgkXwgjM=,2121450128,2021-01-18,23289504013,59284563270,344106493,7,8.3100000000000000,40,0,0,0
"",j8MeTNYEhtpLPiL+1YpkWMaVlXY=,2121450128,2021-04-23,23289504013,59284563270,344106493,7,10.5700000000000000,40,0,0,0
"",5GWY4h+VBEDr+R92b1+OEgaAUFE=,2121450128,2021-01-24,23289504013,59284563270,344106493,8,11.8300000000000000,51,0,0,0
"",BAMsENLY0phbMXC2v3GepeaEMyo=,2121450128,2021-03-13,23289504013,59284563270,344106493,8,8.4700000000000000,49,0,0,0
"",q1McFIagrX/zv64Gz0sNzmmd81k=,2121450128,2021-02-04,23289504013,59284563270,344106493,7,7.8100000000000000,44,0,0,0
"",JeJO2pLe7yOpdv/W7DrHtWqYXhY=,2121450128,2021-04-07,23289504013,59284563270,344106493,6,14.6500000000000000,51,0,0,0
"",Epbw8npz8fQRw/iR6551PsE0b7c=,2121450128,2021-03-31,23289504013,59284563270,344106493,13,16.3700000000000000,75,1,0,0
"",Afkgzxg9m7Rnj5YwKuLcZ9NSq2U=,2121450128,2021-04-14,23289504013,59284563270,344106493,8,20.5800000000000000,45,0,0,0
"",Z1BPyt7F0wFDZ2AORrFGDXIOqko=,2121450128,2021-01-12,23289504013,59284563270,344106493,7,5.2500000000000000,49,0,0,0
"",7jPhtLWVvWEMDnh0xvSygMgrANg=,2121450128,2021-05-28,23289504013,59284563270,344106493,6,17.3800000000000000,37,0,0,0
"",Wj+eROGcyJi5vUUOI9YZK0Y397Y=,2121450128,2021-05-17,23289504013,59284563270,344106493,6,21.4600000000000000,38,0,0,0
"",viBL01bmHWQWs9R2t/uVMdZJCEA=,2121450128,2021-01-13,23289504013,59284563270,344106493,15,14.0900000000000000,59,0,0,0
