source_relation,date_day,account_name,account_id,currency_code,campaign_name,campaign_id,ad_group_name,ad_group_id,search_term,keyword_text,criterion_id,search_term_match_type,status,spend,clicks,impressions,conversions,conversions_value,view_through_conversions
"",2025-04-16,,2121450128,USD,Zj9yTjsXtiWREoWWkz3kww==,9935249409,G+b561Y/O/hceLQhm/Cd6Q==,23289504013,search term,search,1004,UNKNOWN,EXCLUDED,0.01000000000000000000,5,50,0,0,0
"",2025-04-14,,2121450128,USD,Zj9yTjsXtiWREoWWkz3kww==,9935249409,G+b561Y/O/hceLQhm/Cd6Q==,23289504013,search term,search,1006,BROAD,UNSPECIFIED,0.03000000000000000000,15,200,0.5,12.3,0
"",2025-04-12,,2121450128,USD,Zj9yTjsXtiWREoWWkz3kww==,9935249409,G+b561Y/O/hceLQhm/Cd6Q==,23289504013,search term,search term,1008,EXACT,UNKNOWN,0.16000000000000000000,35,500,2.5,95,1
"",2025-04-18,,2121450128,USD,Zj9yTjsXtiWREoWWkz3kww==,9935249409,G+b561Y/O/hceLQhm/Cd6Q==,23289504013,+search +term,search term,1002,EXACT,EXCLUDED,0.04500000000000000000,10,100,1,23.8,0
"",2025-04-13,,2121450128,USD,Zj9yTjsXtiWREoWWkz3kww==,9935249409,G+b561Y/O/hceLQhm/Cd6Q==,23289504013,search term,search,1007,PHRASE,ADDED,0.25000000000000000000,60,800,5,310,4
"",2025-04-15,,2121450128,USD,Zj9yTjsXtiWREoWWkz3kww==,9935249409,G+b561Y/O/hceLQhm/Cd6Q==,23289504013,search term,search,1005,EXACT,NONE,0.17500000000000000000,40,600,2,88.7,2
"",2025-04-19,,2121450128,USD,Zj9yTjsXtiWREoWWkz3kww==,9935249409,G+b561Y/O/hceLQhm/Cd6Q==,23289504013,search term,search terms,1001,BROAD,ADDED,0.12000000000000000000,25,300,3,145.5,1
"",2025-04-17,,2121450128,USD,Zj9yTjsXtiWREoWWkz3kww==,9935249409,G+b561Y/O/hceLQhm/Cd6Q==,23289504013,search term,search,1003,PHRASE,ADDED_EXCLUDED,0.20000000000000000000,50,700,4.5,210.9,3
"",2025-04-11,,2121450128,USD,Zj9yTjsXtiWREoWWkz3kww==,9935249409,G+b561Y/O/hceLQhm/Cd6Q==,23289504013,search term,search terms,1009,BROAD,EXCLUDED,0.09000000000000000000,20,250,1.2,44.1,1
"",2025-04-10,,2121450128,USD,Zj9yTjsXtiWREoWWkz3kww==,9935249409,G+b561Y/O/hceLQhm/Cd6Q==,23289504013,search term,search,1010,PHRASE,ADDED_EXCLUDED,0.14000000000000000000,30,400,1.8,67.9,2
