source_relation,ad_group_id,ad_group_name,campaign_id,modified_at,start_date,end_date,status,is_most_recent_record
"",1332608353311634,ne9p+iJ6NPYXFJpGVHtG7A==,359751135,2019-04-18 13:46:00.85,2019-04-05,,Active,t
"",1333707865263315,jPjVY5760Ipc9aXIYaR1RA==,359751135,2019-04-18 13:46:00.89,2019-04-05,,Active,t
"",1333707865263331,i/nIX6jFd6XI2a2odzTyZw==,359751135,2019-04-18 13:46:00.89,2019-04-05,,Active,t
"",1334807376555972,7Cmqte55GaD2sSkv932xhg==,359751135,2019-04-18 13:46:00.88,2019-04-05,,Active,t
"",1335906887703461,9NAPGRgb38BHSVSkMmL+vw==,359751135,2019-04-18 13:46:00.913,2019-04-05,,Active,t
"",1342503957467547,5Cvq/En19h+GeWy49cvDag==,359751135,2019-04-18 13:46:01.023,2019-04-05,,Active,t
"",1343603469570956,ifhG8mR4i/r1jE778F3k6w==,359751135,2019-04-18 13:46:00.97,2019-04-05,,Active,t
"",1344702981488349,MpoB/dtaVSJlFwsCxXnIXw==,359751135,2019-04-18 13:46:00.967,2019-04-05,,Active,t
"",1346902004272815,/dMrkGFoHttSxVS9m78HEg==,359751135,2019-04-18 13:46:00.977,2019-04-05,,Active,t
"",1346902004272831,pnI7x3UsOxHu8JJu17Gr9w==,359751135,2019-04-18 13:46:00.977,2019-04-05,,Active,t
"",1350000001111111,Tech Product Group 1,359751136,2021-08-01 10:30:00,2021-08-01,,Active,t
"",1350000001111112,Tech Product Group 2,359751136,2021-08-01 10:30:00,2021-08-01,,Active,t
"",1350000001111113,Marketing Campaign Ads,359751137,2021-08-01 11:30:00,2021-08-01,,Active,t
"",1350000001111114,Retargeting Group,359751138,2021-08-02 10:30:00,2021-08-02,,Active,t
