person_id,work_mode_cms,bike_type_other,work_covid_protocols_other,attitude_shared_tnc,bike_purpose_restaurant,trip_purpose_exercise,shopping_food_restaurant_2,age_5_12,home_cms_zone,reduced_vehicle_cost,education_cms,reduced_vehicle_ridehailing,num_vehicles,employment_change_new_job,modes_used_june_household,medical_none,attitude_nyc_surge,weight,disability_seeing_cms,medical_other_virtual,trip_purpose_social,job_type,attitude_drive,employment_change_pay,employment_change_none,employment_change_reduced,trip_purpose_drop_off,work_covid_protocols_mask,trip_purpose_restaurant,disability_hearing_cms,modes_used_walk,attitude_tnc,reduced_vehicle_transit,race_black_cms,bike_purpose_grocery,employment_change_pay_1,bike_num_days,increased_vehicle_moved,employment_status_change,work_covid_protocols_health,modes_used_june_moped,attitude_transit_bus,bike_purpose_appointment,exercise,attitude_mask_indoor,reduced_vehicle_no_need,attitude_nyc_employment,attitude_transit_future,bike_purpose_commute_cms,increased_vehicle_covid_needs,trip_purpose_food,changed_num_adults,disability_concentrating,modes_used_june_walk,increased_vehicle_flexibility,disability_walking_cms,work_return_barriers_other,work_return_barriers_child,bike_freq_cms,modes_used_other_vehicle,work_return_barriers_none,increased_vehicle_area,attitude_stay_home
1966281001,105,995,995,4,995,1,0,0,Northern Bronx,995,5,995,1,995,0,0,5,562.93433,0,0,1,995,2,995,995,995,0,995,0,0,0,4,995,0,995,995,0,995,2,995,0,4,995,7,1,995,5,1,995,995,1,0,0,1,995,0,995,995,5,0,995,995,4
1978366001,105,995,0,2,995,7,0,0,Upper Manhattan,995,7,995,0,995,0,1,4,774.27883,0,0,4,3,3,995,995,995,0,1,0,0,7,3,995,0,995,995,0,995,2,1,0,995,0,7,2,995,4,995,0,995,2,0,0,1,995,0,995,995,3,0,995,995,2
1941594301,101,995,0,4,995,5,0,1,Northern Bronx,995,3,995,1,0,0,0,4,589.91304,0,0,0,3,1,0,0,0,5,0,0,0,2,3,995,1,995,1,0,995,995,0,0,3,995,7,3,995,4,4,995,995,5,0,0,0,995,0,995,995,5,5,995,995,1
1937105601,102,995,995,5,995,2,0,0,Northern Bronx,995,7,995,0,995,0,0,4,769.11408,0,1,0,995,1,995,995,995,0,995,0,0,2,5,995,1,995,995,0,995,2,995,0,995,995,4,1,995,3,995,995,995,0,0,0,1,995,0,995,995,6,0,995,995,4
1906850601,995,0,995,5,0,5,0,0,Staten Island,995,3,995,1,0,1,0,5,7617.1349,0,0,0,995,1,0,0,0,0,995,0,0,0,1,995,0,0,0,4,995,995,995,0,995,0,5,1,995,3,995,0,995,1,0,1,1,995,0,995,995,2,2,995,995,1
1946105901,995,995,995,5,995,0,1,0,Outer Queens,995,3,995,2,995,1,0,5,43470.15033,0,0,0,995,2,995,995,995,0,995,1,0,0,5,995,999,995,995,0,0,2,995,0,5,995,1,3,995,4,997,995,0,1,0,0,0,0,0,995,995,5,0,995,0,5
1955868801,105,995,995,3,995,1,0,1,Southern Bronx,0,3,0,0,0,0,1,2,343.02196,0,0,0,995,2,0,0,0,0,995,0,0,0,3,0,1,995,0,0,995,995,995,0,3,995,4,1,0,2,1,995,995,0,0,0,0,995,0,995,995,5,0,995,995,2
19234304601,995,995,995,5,995,3,1,0,Manhattan Core,995,-9998,995,0,995,0,0,5,2205.35518,0,0,0,1,3,995,995,995,0,995,1,0,0,2,995,0,995,995,0,995,2,995,0,995,995,4,1,995,5,4,995,995,0,0,0,1,995,0,995,995,5,0,995,995,2
1934478201,105,995,995,5,995,0,0,0,Upper Manhattan,995,4,995,0,995,0,1,5,180.70164,0,0,1,995,5,995,995,995,0,995,0,0,1,1,995,999,995,995,0,995,2,995,0,3,995,5,1,995,5,1,995,995,1,0,0,1,995,0,995,995,5,0,995,995,1
1996578501,101,995,0,4,995,5,0,0,Staten Island,995,6,995,2,995,1,1,4,547.1657,0,0,0,3,2,995,995,995,0,1,0,0,0,4,995,0,995,995,0,995,2,0,0,3,995,7,1,995,4,3,995,995,1,0,0,0,995,0,995,995,5,0,995,995,2
