project_id,task_id
339036947888918,1138074657603006
339036947888913,1138074657603006
1133789517942526,1138074657604006
1103976536247089,1138074657605006
1135568818569273,1138074657606006
1127687633259843,1138074657606006
339014487764325,1138074657607006
1142815262788834,1138074657607006
1133789517942526,1138074657608006
1119233841877068,1138074657609006
1119233841877068,1138074657610006
339036947888918,1138074657610006
1119233841877068,1138074657611006
1127687633259843,1138074657612006
339282757803825,1138074657613006
338932209783787,1138074657614006
339036947888917,1138074657615006
1142815262788834,1138074657616006
339282757803825,1138074657616006
1127687633259843,1138074657617006
339036947888918,1138074657617006
339014487764325,1138074657618006
1142815262788834,1138074657619006
1127687633259843,1138074657620006
339036947888918,1138074657620006
1123411555652103,1138074657621006
339036947888918,1138074657622006
1142815262788834,1138074657623006
339282757803825,1138074657623006
338932209783787,1138074657624006
339036947888913,1138074657625006
339282757803825,1138074657626006
339036947888918,1138074657627006
339036947888913,1138074657628006
994480050688368,1138074657629006
1103976536247089,1138074657629006
1135568818569273,1138074657630006
339036947888913,1138074657630006
1135568818569273,1138074657631006
1133789517942526,1138074657632006
994480050688368,1138074657633006
1135568818569273,1138074657634006
339036947888917,1138074657635006
339036947888913,1138074657636006
1123411555652103,1138074657637006
339014487764325,1138074657638006
1127687633259843,1138074657638006
1123411555652103,1138074657639006
339036947888913,1138074657639006
1142815262788834,1138074657640006
339014487764325,1138074657641006
339014487764325,1138074657642006
339282757803825,1138074657642006
1138337102495418,1138074657643006
339036947888918,1138074657644006
338932209783787,1138074657645006
1138337102495418,1138074657646006
1103976536247089,1138074657647006
339036947888918,1138074657648006
339036947888917,1138074657649006
339036947888916,1138074657650006
994480050688368,1138074657651006
339282757803825,1138074657652006
339036947888916,1138074657653006
339036947888918,1138074657654006
1142815262788834,1138074657654006
1133789517942526,1138074657655006
1142815262788834,1138074657656006
1127687633259843,1138074657657006
339036947888918,1138074657657006
1142815262788834,1138074657658006
1135568818569273,1138074657659006
1127687633259843,1138074657660006
339036947888916,1138074657660006
338932209783787,1138074657661006
339282757803825,1138074657662006
1123411555652103,1138074657663006
339036947888916,1138074657664006
994480050688368,1138074657665006
1119233841877068,1138074657666006
1103976536247089,1138074657667006
339282757803825,1138074657668006
339036947888918,1138074657669006
1133789517942526,1138074657670006
339014487764325,1138074657671006
339014487764325,1138074657672006
1127687633259843,1138074657672006
1133789517942526,1138074657673006
1119233841877068,1138074657674006
1133789517942526,1138074657675006
1135568818569273,1138074657675006
1135568818569273,1138074657676006
339036947888916,1138074657677006
1135568818569273,1138074657678006
1133789517942526,1138074657679006
994480050688368,1138074657680006
339036947888918,1138074657681006
994480050688368,1138074657682006
338932209783787,1138074657683006
1127687633259843,1138074657684006
1119233841877068,1138074657685006
1135568818569273,1138074657686006
1119233841877068,1138074657687006
1138337102495418,1138074657688006
1127687633259843,1138074657688006
339282757803825,1138074657689006
339036947888918,1138074657690006
1123411555652103,1138074657691006
994480050688368,1138074657692006
339036947888917,1138074657693006
1119233841877068,1138074657694006
1127687633259843,1138074657695006
1135568818569273,1138074657695006
1138337102495418,1138074657696006
1123411555652103,1138074657697006
339036947888913,1138074657697006
1127687633259843,1138074657698006
1135568818569273,1138074657699006
1142815262788834,1138074657700006
1127687633259843,1138074657700006
1119233841877068,1138074657701006
994480050688368,1138074657702006
1135568818569273,1138074657703006
1119233841877068,1138074657704006
339036947888913,1138074657704006
1142815262788834,1138074657705006
1123411555652103,1138074657706006
1127687633259843,1138074657707006
339014487764325,1138074657707006
1142815262788834,1138074657708006
1142815262788834,1138074657709006
1123411555652103,1138074657709006
994480050688368,1138074657710006
339282757803825,1138074657711006
339036947888918,1138074657712006
1123411555652103,1138074657713006
1123411555652103,1138074657714006
339036947888913,1138074657715006
1103976536247089,1138074657715006
338932209783787,1138074657716006
1142815262788834,1138074657716006
339036947888918,1138074657717006
1138337102495418,1138074657718006
339282757803825,1138074657719006
339036947888916,1138074657720006
339036947888918,1138074657720006
339282757803825,1138074657721006
1127687633259843,1138074657721006
1119233841877068,1138074657722006
1123411555652103,1138074657723006
1127687633259843,1138074657723006
1103976536247089,1138074657724006
339036947888917,1138074657725006
339036947888918,1138074657726006
1135568818569273,1138074657727006
338932209783787,1138074657727006
1123411555652103,1138074657728006
1123411555652103,1138074657729006
339014487764325,1138074657729006
339014487764325,1138074657730006
1127687633259843,1138074657731006
339036947888918,1138074657732006
1142815262788834,1138074657733006
1142815262788834,1138074657734006
1127687633259843,1138074657735006
339036947888917,1138074657736006
1142815262788834,1138074657737006
1127687633259843,1138074657738006
1133789517942526,1138074657739006
339014487764325,1138074657740006
1135568818569273,1138074657740006
1135568818569273,1138074657741006
994480050688368,1138074657742006
339036947888913,1138074657742006
339014487764325,1138074657743006
1133789517942526,1138074657743006
339036947888918,1138074657744006
994480050688368,1138074657744006
339036947888916,1138074657745006
339036947888917,1138074657746006
339036947888916,1138074657747006
1142815262788834,1138074657748006
1133789517942526,1138074657749006
1127687633259843,1138074657750006
1103976536247089,1138074657751006
1127687633259843,1138074657752006
339036947888913,1138074657752006
1135568818569273,1138074657753006
339036947888918,1138074657754006
994480050688368,1138074657755006
339036947888917,1138074657755006
339036947888916,1138074657756006
994480050688368,1138074657757006
1133789517942526,1138074657757006
1127687633259843,1138074657758006
339014487764325,1138074657759006
339036947888913,1138074657760006
1103976536247089,1138074657760006
1123411555652103,1138074657761006
1127687633259843,1138074657761006
339014487764325,1138074657762006
994480050688368,1138074657763006
1138337102495418,1138074657764006
994480050688368,1138074657765006
339036947888916,1138074657766006
1133789517942526,1138074657767006
1142815262788834,1138074657767006
338932209783787,1138074657768006
1138337102495418,1138074657768006
1133789517942526,1138074657769006
339036947888917,1138074657770006
1123411555652103,1138074657771006
994480050688368,1138074657772006
339282757803825,1138074657773006
1133789517942526,1138074657774006
994480050688368,1138074657774006
1123411555652103,1138074657775006
1127687633259843,1138074657776006
339036947888917,1138074657777006
339036947888916,1138074657778006
1135568818569273,1138074657778006
1142815262788834,1138074657779006
339036947888918,1138074657780006
1135568818569273,1138074657781006
1133789517942526,1138074657781006
994480050688368,1138074657782006
1135568818569273,1138074657783006
339036947888917,1138074657784006
1135568818569273,1138074657785006
1142815262788834,1138074657785006
994480050688368,1138074657786006
