ppt_id,tablet_status,zip,state,:@computed_region_efsh_h5xi,status,install_date,census_tract,community_board
108373,up,11106,NY,16863,Live,2017-05-05 20:00:00.000,4007500,401
146037,up,11103,NY,16860,Live,2017-12-14 19:00:00.000,4006300,401
120755,up,10033,NY,13091,Live,2017-12-05 19:00:00.000,1026100,112
145980,up,11101,NY,16858,Live,2017-10-13 20:00:00.000,4003100,401
138165,down,10016,NY,12078,Live,2016-05-13 20:00:00.000,1008000,106
141537,up,11432,NY,24340,Live,2016-08-18 20:00:00.000,4044601,412
123720,up,11423,NY,24332,Live,2022-06-15 20:00:00.000,4048400,412
150744,up,10314,NY,10700,Live,2022-10-12 20:00:00.000,SI-187,501
125118,up,11103,NY,16860,Live,2017-06-23 20:00:00.000,4014900,401
120942,up,10065,NY,10090,Live,2017-01-28 19:00:00.000,1012200,108
134640,up,10024,NY,12421,Live,2018-02-25 19:00:00.000,1017300,107
125476,,10304,NY,10691,Activation,2017-01-30 19:00:00.000,5009602,502
120277,up,10025,NY,12422,Live,2018-08-06 20:00:00.000,1019100,107
134750,up,10065,NY,10090,Live,2016-03-04 19:00:00.000,1011000,108
133415,up,10024,NY,12421,Live,2016-04-05 20:00:00.000,1017100,107
153718,up,11432,NY,24340,Live,2022-09-26 20:00:00.000,QU-446.02,412
120451,up,10032,NY,13090,Live,2016-12-19 19:00:00.000,1024100,112
125399,down,11372,NY,14783,Live,2018-04-27 20:00:00.000,4028100,403
145846,up,11375,NY,14786,Live,2017-05-19 20:00:00.000,4071306,406
136360,up,11372,NY,14784,Live,2017-07-07 20:00:00.000,4026700,404
119832,up,10128,NY,10099,Live,2016-02-21 19:00:00.000,1015801,108
111054,up,11372,NY,14783,Live,2017-07-07 20:00:00.000,4027900,403
145452,down,11103,NY,16860,Live,2017-08-18 20:00:00.000,4015500,401
120242,up,10035,NY,13093,Live,2018-01-26 19:00:00.000,1019600,111
120347,up,10032,NY,13090,Live,2016-11-18 19:00:00.000,1024100,112
128371,up,11415,NY,24011,Live,2016-07-19 20:00:00.000,4021600,409
145849,up,11377,NY,14787,Live,2017-06-02 20:00:00.000,4048900,402
135041,up,10033,NY,13091,Live,2017-12-05 19:00:00.000,1026100,112
121256,up,10024,NY,12421,Live,2018-02-20 19:00:00.000,1016900,107
107629,,11374,NY,14785,Installed,2023-01-25 19:00:00.000,QN-693,406
124204,up,11375,NY,14786,Live,2016-11-04 20:00:00.000,4071305,406
120995,up,10021,NY,12083,Live,2016-03-04 19:00:00.000,1012600,108
134075,up,11377,NY,14787,Live,2017-07-07 20:00:00.000,4026500,404
118519,up,11435,NY,24668,Live,2022-10-20 20:00:00.000,4020800,412
120843,up,10021,NY,12083,Live,2017-09-27 20:00:00.000,1012400,108
121708,up,10065,NY,10090,Live,2017-10-16 20:00:00.000,1011000,108
121036,up,10021,NY,12083,Live,2018-02-02 19:00:00.000,1013000,108
121224,up,10023,NY,12420,Live,2018-05-01 20:00:00.000,1016300,107
125016,up,11101,NY,16858,Live,2017-03-03 19:00:00.000,4000700,402
120365,up,10031,NY,12428,Live,2016-06-16 20:00:00.000,1022301,109
125088,up,11106,NY,16863,Live,2017-04-21 20:00:00.000,4005900,401
124000,,11412,NY,15312,Activation,2023-02-19 19:00:00.000,4050600,412
134742,up,10021,NY,12083,Live,2016-03-04 19:00:00.000,1012800,108
121191,up,10023,NY,12420,Live,2016-08-18 20:00:00.000,1015300,107
120842,up,10021,NY,12083,Live,2017-10-15 20:00:00.000,1012400,108
124792,up,11418,NY,24014,Live,2017-05-19 20:00:00.000,4002400,409
119941,up,10030,NY,12427,Live,2018-02-24 19:00:00.000,1023000,110
146076,up,10035,NY,13093,Live,2018-04-09 20:00:00.000,1019600,111
145732,up,10305,NY,10692,Live,2017-02-18 19:00:00.000,5006400,502
120768,up,10033,NY,13091,Live,2018-04-13 20:00:00.000,1026100,112
124575,down,11435,NY,24670,Live,2022-06-13 20:00:00.000,4021200,412
134409,up,10034,NY,13092,Live,2022-02-09 19:00:00.000,1029500,112
156367,up,11413,NY,15313,Live,2022-10-12 20:00:00.000,QU-352,412
120240,up,10035,NY,13093,Live,2016-05-19 20:00:00.000,1018200,111
120798,up,10032,NY,13090,Live,2022-02-17 19:00:00.000,1025300,112
121308,up,10024,NY,12421,Live,2017-09-22 20:00:00.000,1016300,107
121157,up,10023,NY,12420,Live,2018-02-08 19:00:00.000,1016100,107
138052,up,10128,NY,10099,Live,2016-02-21 19:00:00.000,1014802,108
142812,up,10027,NY,12424,Live,2016-09-16 20:00:00.000,1025700,110
120334,up,10032,NY,13090,Live,2017-11-10 19:00:00.000,1024500,112
123982,,11412,NY,15312,Installed,2022-09-07 20:00:00.000,4053200,412
120363,up,10031,NY,12428,Live,2016-10-02 20:00:00.000,1022900,109
146068,up,11101,NY,16858,Live,2018-03-08 19:00:00.000,4005500,401
134416,up,10031,NY,12428,Live,2017-08-12 20:00:00.000,1022500,109
136680,up,10027,NY,12424,Live,2016-07-18 20:00:00.000,1021100,109
145544,up,10306,NY,10693,Live,2017-01-30 19:00:00.000,5012806,502
159306,up,11433,NY,24668,Live,2022-10-13 20:00:00.000,QN-414,412
134377,up,10025,NY,12422,Live,2017-07-17 20:00:00.000,1019900,109
145897,up,11373,NY,14784,Live,2017-08-04 20:00:00.000,4026902,404
125114,up,11103,NY,16860,Live,2017-05-05 20:00:00.000,4014700,401
134084,up,11372,NY,14783,Live,2017-08-30 20:00:00.000,4027900,403
119826,up,10028,NY,10099,Live,2016-03-04 19:00:00.000,1014802,108
120442,up,10031,NY,12428,Live,2017-10-27 20:00:00.000,1023300,109
139602,up,11372,NY,14783,Live,2017-07-07 20:00:00.000,4028500,403
137841,up,10035,NY,13093,Live,2016-02-26 19:00:00.000,1019400,111
142872,up,11373,NY,14784,Live,2017-06-02 20:00:00.000,4047900,404
120396,up,10025,NY,12422,Live,2016-06-23 20:00:00.000,1019900,109
133626,up,10025,NY,12422,Live,2017-10-14 20:00:00.000,1018700,107
111709,up,10027,NY,12424,Live,2016-10-13 20:00:00.000,1021500,110
134740,up,10028,NY,12425,Live,2016-03-01 19:00:00.000,1013800,108
120374,up,10031,NY,12428,Live,2016-06-10 20:00:00.000,1022301,109
121741,up,10065,NY,10090,Live,2016-02-26 19:00:00.000,1011000,108
120807,up,10040,NY,13098,Live,2022-07-04 20:00:00.000,1028300,112
