tracking_option_id,tracking_option_name,status,has_validation_errors,is_active,is_archived,is_deleted,_fivetran_synced,source_relation
4a51b6f7-3c29-456d-bec0-129a37fb028d,North America,ACTIVE,f,t,f,f,2024-02-04 18:00:17.876 UTC,""
4a51b6f7-3c29-456d-bec0-129a37fb028e,Europe,ACTIVE,f,t,f,f,2024-02-04 18:00:17.876 UTC,""
11111111-1111-4bcd-bec0-129a37fb2001,APAC,ACTIVE,f,t,f,f,2024-02-04 18:00:17.876 UTC,""
22222222-2222-4bcd-bec0-129a37fb2002,Engineering,ACTIVE,f,t,f,f,2024-02-04 18:00:17.876 UTC,""
33333333-3333-4bcd-bec0-129a37fb2003,Sales,ACTIVE,f,t,f,f,2024-02-04 18:00:17.876 UTC,""
44444444-4444-4bcd-bec0-129a37fb2004,Bay Area,ACTIVE,f,t,f,f,2024-02-04 18:00:17.876 UTC,""
55555555-5555-4bcd-bec0-129a37fb2005,New York,ACTIVE,f,t,f,f,2024-02-04 18:00:17.876 UTC,""
66666666-6666-4bcd-bec0-129a37fb2006,Client Project A,ACTIVE,f,t,f,f,2024-02-04 18:00:17.876 UTC,""
77777777-7777-4bcd-bec0-129a37fb2007,Internal Project B,ACTIVE,f,t,f,f,2024-02-04 18:00:17.876 UTC,""
88888888-8888-4bcd-bec0-129a37fb2008,Engineering Cost,ACTIVE,f,t,f,f,2024-02-04 18:00:17.876 UTC,""
99999999-9999-4bcd-bec0-129a37fb2009,Sales Cost,ACTIVE,f,t,f,f,2024-02-04 18:00:17.876 UTC,""
aaaaaaaa-aaaa-4bcd-bec0-129a37fb2010,Technology,ARCHIVED,f,f,t,f,2024-02-04 18:00:17.876 UTC,""
bbbbbbbb-bbbb-4bcd-bec0-129a37fb2011,Sales and Marketing,ARCHIVED,f,f,t,f,2024-02-04 18:00:17.876 UTC,""
cccccccc-cccc-4bcd-bec0-129a37fb2012,San Francisco,ARCHIVED,f,f,t,f,2024-02-04 18:00:17.876 UTC,""
dddddddd-dddd-4bcd-bec0-129a37fb2013,London,ARCHIVED,f,f,t,f,2024-02-04 18:00:17.876 UTC,""
eeeeeeee-eeee-4bcd-bec0-129a37fb2014,Hong Kong,ARCHIVED,f,f,t,f,2024-02-04 18:00:17.876 UTC,""
