tracking_category_id,tracking_category_name,tracking_option_id,tracking_option_name,source_relation
20fd4c53-9ae2-4229-8d9e-9d7cb6421f14,Region,4a51b6f7-3c29-456d-bec0-129a37fb028d,North America,""
20fd4c53-9ae2-4229-8d9e-9d7cb6421f14,Region,4a51b6f7-3c29-456d-bec0-129a37fb028e,Europe,""
20fd4c53-9ae2-4229-8d9e-9d7cb6421f14,Region,11111111-1111-4bcd-bec0-129a37fb2001,APAC,""
20fd4c53-9ae2-4229-8d9e-9d7cb6421f14,Region,,,""
20fd4c53-9ae2-4229-8d9e-9d7cb6421f14,Region,,,""
8e91ad4b-6d04-4b77-918a-5127b24f35ec,Department,22222222-2222-4bcd-bec0-129a37fb2002,Engineering,""
8e91ad4b-6d04-4b77-918a-5127b24f35ec,Department,33333333-3333-4bcd-bec0-129a37fb2003,Sales,""
8e91ad4b-6d04-4b77-918a-5127b24f35ec,Department,,,""
8e91ad4b-6d04-4b77-918a-5127b24f35ec,Department,,,""
5c8e34b2-ff1a-4e7b-9023-654db41ce9d2,Location,44444444-4444-4bcd-bec0-129a37fb2004,Bay Area,""
5c8e34b2-ff1a-4e7b-9023-654db41ce9d2,Location,55555555-5555-4bcd-bec0-129a37fb2005,New York,""
5c8e34b2-ff1a-4e7b-9023-654db41ce9d2,Location,,,""
ab27f5a3-e4d6-49a2-b7c4-812f7e931a50,Project,66666666-6666-4bcd-bec0-129a37fb2006,Client Project A,""
ab27f5a3-e4d6-49a2-b7c4-812f7e931a50,Project,77777777-7777-4bcd-bec0-129a37fb2007,Internal Project B,""
