id,last_updated_date,_fivetran_synced,bidding_strategy,creation_date,budget,end_date,name,portfolio_id,profile_id,serving_status,start_date,state,targeting_type,budget_type,effective_budget
2187,2022-08-25 15:36:51.687000,2022-12-13 17:09:00.337,autoForSales,2022-07-11 22:38:16.327000,2000,,Gold Leader,1138,66,CAMPAIGN_PAUSED,2022-07-11,paused,manual,daily,
2187,2022-07-14 11:58:58.857000,2022-08-09 11:09:43.874,autoForSales,2022-07-11 22:38:16.327000,2000,,Gold Leader,1138,66,CAMPAIGN_PAUSED,2022-07-11,paused,manual,daily,
2187,2022-07-11 22:38:16.327000,2022-07-12 11:07:55.188,autoForSales,2022-07-11 22:38:16.327000,300,,Red Leader,1138,66,CAMPAIGN_STATUS_ENABLED,2022-07-11,enabled,manual,daily,
2187,2022-07-12 21:19:35.684000,2022-07-14 11:08:04.632,autoForSales,2022-07-11 22:38:16.327000,2000,,Gold Leader,1138,66,CAMPAIGN_STATUS_ENABLED,2022-07-11,enabled,manual,daily,
2187,2022-07-12 16:31:38.031000,2022-07-12 17:07:58.108,autoForSales,2022-07-11 22:38:16.327000,1000,,Gold Leader,1138,66,CAMPAIGN_STATUS_ENABLED,2022-07-11,enabled,manual,daily,
2187,2022-08-09 12:31:52.823000,2022-08-25 11:14:09.762,autoForSales,2022-07-11 22:38:16.327000,2000,,Gold Leader,1138,66,CAMPAIGN_STATUS_ENABLED,2022-07-11,enabled,manual,daily,
2258,2022-06-27 10:45:38,2022-06-12 19:52:58,autoForSales,2022-06-15 05:42:16,1405,,Red Leader,1138,66,CAMPAIGN_PAUSED,2022-06-28,paused,manual,daily,
2261,2022-08-16 03:46:52,2022-09-15 03:05:09,autoForSales,2022-06-24 01:44:16,2317,,Red Leader,1193,119,CAMPAIGN_STATUS_ENABLED,2022-08-05,enabled,manual,daily,
2195,2022-08-21 14:57:51,2023-01-03 20:24:00,autoForSales,2022-06-24 16:06:16,1280,,Gold Leader,1174,126,CAMPAIGN_PAUSED,2022-08-05,enabled,manual,daily,
2257,2022-09-01 12:36:52,2022-09-23 18:24:09,autoForSales,2022-07-13 13:51:16,2729,,Gold Leader,1229,162,CAMPAIGN_PAUSED,2022-07-05,enabled,manual,daily,
2281,2022-08-30 06:13:52,2022-09-10 02:23:09,autoForSales,2022-06-30 04:41:16,2158,,Gold Leader,1229,162,CAMPAIGN_STATUS_ENABLED,2022-06-14,enabled,manual,daily,
2195,2022-07-16 14:52:58,2022-07-21 13:47:43,autoForSales,2022-07-25 06:03:16,1239,,Gold Leader,1193,141,CAMPAIGN_STATUS_ENABLED,2022-06-13,enabled,manual,daily,
2254,2022-07-03 00:44:38,2022-07-25 15:27:58,autoForSales,2022-06-28 10:46:16,1171,,Red Leader,1229,107,CAMPAIGN_PAUSED,2022-06-11,enabled,manual,daily,
2215,2022-07-15 00:39:38,2022-08-11 05:03:58,autoForSales,2022-08-07 06:01:16,784,,Gold Leader,1208,66,CAMPAIGN_STATUS_ENABLED,2022-07-20,paused,manual,daily,
2272,2022-06-18 02:54:16,2022-06-19 14:54:55,autoForSales,2022-06-21 06:56:16,331,,Gold Leader,1182,93,CAMPAIGN_STATUS_ENABLED,2022-07-21,enabled,manual,daily,
2269,2022-08-22 23:38:51,2022-11-14 03:58:00,autoForSales,2022-07-22 06:48:16,2482,,Gold Leader,1229,121,CAMPAIGN_STATUS_ENABLED,2022-06-11,enabled,manual,daily,
2235,2022-09-02 08:45:51,2022-12-10 21:11:00,autoForSales,2022-07-05 00:35:16,1715,,Gold Leader,1138,152,CAMPAIGN_PAUSED,2022-07-03,enabled,manual,daily,
2218,2022-08-08 17:49:58,2022-08-30 17:05:43,autoForSales,2022-06-13 04:25:16,2848,,Gold Leader,1138,66,CAMPAIGN_PAUSED,2022-06-28,enabled,manual,daily,
2248,2022-08-09 22:28:51,2023-01-11 07:31:00,autoForSales,2022-08-03 05:52:16,1047,,Gold Leader,1182,109,CAMPAIGN_STATUS_ENABLED,2022-08-05,enabled,manual,daily,
2239,2022-07-26 09:52:38,2022-08-11 17:14:58,autoForSales,2022-06-23 16:54:16,538,,Gold Leader,1194,111,CAMPAIGN_STATUS_ENABLED,2022-07-31,enabled,manual,daily,
